front,meaning,pos,frequency,lexique_cgram,kaikki_pos,kaikki_meaning,source,rank
agresser,to assault; to attack,verb,18.048000,VER,verb,to assault; to attack,Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2422
panne,purlin; plush velvet; breakdown (state of no longer functioning),noun,18.044000,NOM,noun,purlin; plush velvet; breakdown (state of no longer functioning),Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2423
décoller,"unstick; to leave; to behead, to decapitate",verb,18.024000,VER,verb,"unstick; to leave; to behead, to decapitate",Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2424
orange,orange (fruit); orange (colour); orange (orange-coloured),adjective / noun,18.019000,ADJ|NOM,adj|name|noun,orange (fruit); orange (colour); orange (orange-coloured),Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2425
défi,challenge,noun,18.009000,NOM,noun,challenge,Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2426
récent,recent,adjective,18.000000,ADJ,adj,recent,Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2427
injuste,unjust; unfair,adjective,17.956000,ADJ,adj,unjust; unfair,Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2428
goutte,"gout; eau de vie; drop, droplet",noun,17.947000,NOM,adv|noun,"gout; eau de vie; drop, droplet",Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2429
international,international,adjective,17.944000,ADJ,adj,international,Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2430
division,division,noun,17.912000,NOM,noun,division,Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2431
mercredi,Wednesday,noun,17.899000,NOM,intj|noun,Wednesday,Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2432
boucle,loop; earring; ringlet,noun,17.886000,NOM,noun,loop; earring; ringlet,Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2433
clef,clef; key; the device as shown on a coat of arms,noun,17.877000,NOM,noun,clef; key; the device as shown on a coat of arms,Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2434
peser,"to burden, weigh down; to weigh (to have a weight of); of a file, to have a given size",verb,17.877000,VER,verb,"to burden, weigh down; to weigh (to have a weight of); of a file, to have a given size",Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2435
égoïste,egoist; selfish; egotistic,adjective / noun,17.868000,ADJ|NOM,adj|noun,egoist; selfish; egotistic,Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2436
difficulté,difficulty,noun,17.858000,NOM,noun,difficulty,Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2437
cesse,end,noun,17.857000,NOM,noun|verb,end,Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2438
adaptation,adaptation (all senses),noun,17.839000,NOM,noun,adaptation (all senses),Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2439
fauteuil,armchair; seat: office or position,noun,17.801000,NOM,noun,armchair; seat: office or position,Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2440
réception,reception (welcoming); reception (action of receiving); reception (place at the entrance of a business),noun,17.785000,NOM,noun,reception (welcoming); reception (action of receiving); reception (place at the entrance of a business),Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2441
prostitué,prostitute (a person having sex for profit),noun,17.781000,NOM,adj|noun|verb,prostitute (a person having sex for profit),Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2442
renseigner,to advise; to inform; to inquire; to find out,verb,17.747000,VER,verb,to advise; to inform; to inquire; to find out,Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2443
drapeau,"flag; diaper, nappy",noun,17.744000,NOM,name|noun,"flag; diaper, nappy",Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2444
progrès,progress,noun,17.744000,NOM,noun,progress,Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2445
fée,"fairy, fay",noun,17.743000,NOM,noun,"fairy, fay",Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2446
consulter,to consult; to refer to,verb,17.735000,VER,verb,to consult; to refer to,Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2447
mélanger,"to mix, to mix up",verb,17.731000,VER,verb,"to mix, to mix up",Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2448
pneu,"tyre, tire",noun,17.731000,NOM,noun,"tyre, tire",Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2449
sécher,to dry; to fail; to play truant,verb,17.722000,VER,verb,to dry; to fail; to play truant,Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2450
brancher,"to branch; to chat up; to connect, plug in (appliance)",verb,17.717000,VER,verb,"to branch; to chat up; to connect, plug in (appliance)",Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2451
échelle,scale; ladder,noun,17.702000,NOM,noun,scale; ladder,Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2452
appart,"apartment, flat",noun,17.687000,NOM,noun,"apartment, flat",Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2453
panneau,panel; sign; signpost,noun,17.681000,NOM,noun,panel; sign; signpost,Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2454
ongle,"nail, fingernail",noun,17.680000,NOM,noun,"nail, fingernail",Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2455
complexe,complex,adjective / noun,17.671000,ADJ|NOM,adj|noun,complex,Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2456
cap,"cape; head; goal, direction, course",noun,17.655000,NOM,name|noun,"cape; head; goal, direction, course",Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2457
dégât,damage,noun,17.639000,NOM,noun,damage,Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2458
charme,"charm, attractive quality; enchantment; originally, magical incantation; glamour (alluring beauty or charm, often with sex appeal)",noun,17.621000,NOM,noun|verb,"charm, attractive quality; enchantment; originally, magical incantation; glamour (alluring beauty or charm, often with sex appeal)",Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2459
chanteur,(male) singer,noun,17.611000,NOM,adj|noun,(male) singer,Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2460
distraire,to distract,verb,17.590000,VER,verb,to distract,Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2461
empirer,to worsen,verb,17.582000,VER,verb,to worsen,Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2462
pervers,"a lecher; perverse; sexually perverted, raunchy",adjective / noun,17.579000,ADJ|NOM,adj|noun,"a lecher; perverse; sexually perverted, raunchy",Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2463
leader,leader,noun,17.576000,NOM,noun,leader,Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2464
pompe,pump; shoe; push-up,noun,17.576000,NOM,noun,pump; shoe; push-up,Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2465
décès,death (act or fact of dying),noun,17.573000,NOM,noun,death (act or fact of dying),Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2466
équipement,"equipment, kit, provision; equipping (act of equipping, e.g. a vessel)",noun,17.545000,NOM,noun,"equipment, kit, provision; equipping (act of equipping, e.g. a vessel)",Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2467
écrivain,writer,noun,17.544000,NOM,noun,writer,Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2468
palais,palace; courthouse (palais de justice); palate; upper surface inside the mouth,noun,17.522000,NOM,noun,palace; courthouse (palais de justice); palate; upper surface inside the mouth,Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2469
jeunesse,youth,noun,17.519000,NOM,noun,youth,Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2470
toast,toast (bread); toast (salutation),noun,17.503000,NOM,noun,toast (bread); toast (salutation),Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2471
sincère,sincere,adjective,17.490000,ADJ,adj,sincere,Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2472
doubler,to dub; to double-cross; to line (a coat),verb,17.467000,VER,verb,to dub; to double-cross; to line (a coat),Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2473
sous-sol,"subsoil; basement, cellar",noun,17.433000,NOM,noun,"subsoil; basement, cellar",Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2474
mille,bullseye; mile (abbreviation mi); short for mille nautique (“nautical mile”),noun,17.430000,NOM,noun|num,bullseye; mile (abbreviation mi); short for mille nautique (“nautical mile”),Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2475
divin,"divine, exquisite; divine, godlike (of or pertaining to a god)",adjective,17.402000,ADJ,adj,"divine, exquisite; divine, godlike (of or pertaining to a god)",Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2476
caractère,"nature; personality; character, demeanour,",noun,17.393000,NOM,noun,"nature; personality; character, demeanour,",Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2477
racheter,to ransom; to buy back; to make amends,verb,17.354000,VER,verb,to ransom; to buy back; to make amends,Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2478
transport,transport,noun,17.348000,NOM,noun,transport,Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2479
précédent,precedent; previous; preceding; earlier,adjective / noun,17.341000,ADJ|NOM,adj|noun,precedent; previous; preceding; earlier,Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2480
planifier,"to plan ahead, to prepare oneself",verb,17.331000,VER,verb,"to plan ahead, to prepare oneself",Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2481
balader,"to stroll, walk around; to go for a walk, to trail; to give someone the runaround",verb,17.324000,VER,verb,"to stroll, walk around; to go for a walk, to trail; to give someone the runaround",Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2482
habit,"article of clothing, garment, dress-coat, evening dress, tails, full dress",noun,17.323000,NOM,noun,"article of clothing, garment, dress-coat, evening dress, tails, full dress",Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2483
écrit,writing; written,adjective / noun,17.315000,ADJ|NOM,adj|noun|verb,writing; written,Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2484
métal,metal,noun,17.304000,NOM,noun,metal,Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2485
promotion,"promotion, advertising; promotion (career advancement); special offer, discount, special, sale",noun,17.288000,NOM,noun,"promotion, advertising; promotion (career advancement); special offer, discount, special, sale",Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2486
remède,remedy,noun,17.288000,NOM,noun,remedy,Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2487
gris,"gray / grey; grey / gray; drunk, tipsy",adjective / noun,17.285000,ADJ|NOM,adj|noun,"gray / grey; grey / gray; drunk, tipsy",Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2488
coucou,cuckoo clock; cowslip (flower); cuckoo (the bird),noun,17.278000,NOM,intj|noun,cuckoo clock; cowslip (flower); cuckoo (the bird),Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2489
explosif,"explosive (an explosive substance or device); explosive (with the capability to, or likely to, explode, literally or figuratively)",adjective / noun,17.274000,ADJ|NOM,adj|noun,"explosive (an explosive substance or device); explosive (with the capability to, or likely to, explode, literally or figuratively)",Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2490
symbole,symbol (all meanings),noun,17.272000,NOM,noun,symbol (all meanings),Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2491
draguer,to cruise for sexual partners; to dredge (to make a channel wider or deeper); to dredge (to bring something underwater to surface),verb,17.269000,VER,verb,to cruise for sexual partners; to dredge (to make a channel wider or deeper); to dredge (to bring something underwater to surface),Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2492
adapter,to adapt,verb,17.267000,VER,verb,to adapt,Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2493
motif,"motif; motive; pattern, design",noun,17.259000,NOM,noun,"motif; motive; pattern, design",Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2494
temple,hall; Protestant church; temple (for worship),noun,17.256000,NOM,noun,hall; Protestant church; temple (for worship),Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2495
bible,bible (comprehensive text),noun,17.234000,NOM,name|noun,bible (comprehensive text),Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2496
poudre,dust; powder,noun,17.234000,NOM,noun,dust; powder,Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2497
habituel,"customary, habitual",adjective,17.232000,ADJ,adj,"customary, habitual",Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2498
langage,programming language; language: word choice and usage,noun,17.231000,NOM,noun,programming language; language: word choice and usage,Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2499
lecture,"play (an instance of watching or listening to digital media); reading (act or process of reading, interpretation, material read, and some other senses); playback (the replaying of something previously recorded, especially sound or moving images)",noun,17.228000,NOM,noun,"play (an instance of watching or listening to digital media); reading (act or process of reading, interpretation, material read, and some other senses); playback (the replaying of something previously recorded, especially sound or moving images)",Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2500
humour,humor; comic effect in a communication or performance,noun,17.221000,NOM,noun,humor; comic effect in a communication or performance,Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2501
garce,"girl; bitch, slut",noun,17.206000,NOM,noun,"girl; bitch, slut",Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2502
satellite,satellite (man-made apparatus); satellite (moon or other celestial body),noun,17.199000,NOM,adj|noun,satellite (man-made apparatus); satellite (moon or other celestial body),Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2503
essentiel,essential,adjective / noun,17.189000,ADJ|NOM,adj|noun,essential,Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2504
religion,religion,noun,17.187000,NOM,noun,religion,Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2505
interview,interview (by a journalist),noun,17.162000,NOM,noun,interview (by a journalist),Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2506
sous-titre,"closed caption; subtitle (a heading below or after a title); subtitle (textual versions of the dialogue in films (and similar media such as television or video games), usually displayed at the bottom of the screen)",noun,17.155000,NOM,noun,"closed caption; subtitle (a heading below or after a title); subtitle (textual versions of the dialogue in films (and similar media such as television or video games), usually displayed at the bottom of the screen)",Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2507
contrer,"to block, to counter, to counteract",verb,17.140000,VER,verb,"to block, to counter, to counteract",Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2508
justifier,to justify,verb,17.140000,VER,verb,to justify,Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2509
douzaine,about twelve; twelve; dozen,noun,17.139000,NOM,noun,about twelve; twelve; dozen,Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2510
ouah,"wow!; yeah, yep, yup; woof, the sound of a dog's bark",interjection,17.139000,ONO,adv|intj,"wow!; yeah, yep, yup; woof, the sound of a dog's bark",Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2511
serment,"oath, pledge",noun,17.136000,NOM,noun,"oath, pledge",Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2512
discret,discreet; discrete,adjective,17.117000,ADJ,adj,discreet; discrete,Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2513
pouce,"inch; thumb; stop!, wait!",noun / interjection,17.108000,NOM|ONO,intj|noun,"inch; thumb; stop!, wait!",Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2514
matinée,matinee (women's dress); morning (time between sunrise and noon); matinee (showing of a movie or performance before evening),noun,17.098000,NOM,noun,matinee (women's dress); morning (time between sunrise and noon); matinee (showing of a movie or performance before evening),Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2515
phase,phase,noun,17.091000,NOM,noun,phase,Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2516
beurre,butter,noun,17.063000,NOM,noun|verb,butter,Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2517
plastique,"plastic; formal beauty; the shape of a human body, physique",adjective / noun,17.061000,ADJ|NOM,adj|noun,"plastic; formal beauty; the shape of a human body, physique",Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2518
activer,to speed up; to stoke (e.g. a fire); to activate (to render radioactive),verb,17.057000,VER,verb,to speed up; to stoke (e.g. a fire); to activate (to render radioactive),Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2519
habitant,a farmer; an inhabitant of some place; anybody from a rural or recently colonized area,noun,17.048000,NOM,noun|verb,a farmer; an inhabitant of some place; anybody from a rural or recently colonized area,Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2520
détacher,"to stand out; to remove spots, stains; to detach, unbind or untie",verb,17.040000,VER,verb,"to stand out; to remove spots, stains; to detach, unbind or untie",Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2521
basket,"basketball; sneaker (US), trainer (UK)",noun,17.038000,NOM,noun,"basketball; sneaker (US), trainer (UK)",Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2522
sensation,sensation,noun,17.035000,NOM,noun,sensation,Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2523
unir,"to combine; to unite, join",verb,17.016000,VER,verb,"to combine; to unite, join",Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2524
accusé,accused,noun,17.012000,NOM,noun|verb,accused,Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2525
stratégie,strategy,noun,17.000000,NOM,noun,strategy,Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2526
foie,liver,noun,16.990000,NOM,noun,liver,Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2527
persuader,to persuade,verb,16.978000,VER,verb,to persuade,Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2528
défaut,defect; shortcoming; default (computing),noun,16.974000,NOM,noun,defect; shortcoming; default (computing),Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2529
reproduire,to recreate; to reproduce; to regenerate,verb,16.974000,VER,verb,to recreate; to reproduce; to regenerate,Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2530
pouls,pulse (regular beat caused by the heart),noun,16.965000,NOM,noun,pulse (regular beat caused by the heart),Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2531
stylo,pen (for writing),noun,16.955000,NOM,noun,pen (for writing),Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2532
chic,elegance; considerate; skillfulness; adroitness,adjective / noun,16.950000,ADJ|NOM,adj|noun,elegance; considerate; skillfulness; adroitness,Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2533
commerce,"commerce, trade; store, shop, trader",noun,16.946000,NOM,noun,"commerce, trade; store, shop, trader",Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2534
collection,collection,noun,16.940000,NOM,noun,collection,Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2535
accueil,"acceptance; reception, hospitality; home page (of a website)",noun,16.939000,NOM,noun,"acceptance; reception, hospitality; home page (of a website)",Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2536
douloureux,painful,adjective,16.936000,ADJ,adj,painful,Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2537
moderne,modern,adjective,16.924000,ADJ,adj,modern,Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2538
file,traffic jam; a line of objects placed one after the other,noun,16.895000,NOM,noun|verb,traffic jam; a line of objects placed one after the other,Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2539
répandre,"to spread; to shed (tears); to spill, scatter",verb,16.868000,VER,verb,"to spread; to shed (tears); to spill, scatter",Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2540
plainte,"complaint; moan, groan",noun,16.855000,NOM,noun|verb,"complaint; moan, groan",Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2541
bol,bowl; luck; bolus,noun,16.845000,NOM,noun,bowl; luck; bolus,Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2542
éternité,eternity; a very long time,noun,16.845000,NOM,noun,eternity; a very long time,Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2543
mexicain,Mexican,adjective / noun,16.843000,ADJ|NOM,adj|noun,Mexican,Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2544
formation,formation; education; training,noun,16.841000,NOM,noun,formation; education; training,Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2545
harceler,to hassle; to bother; to disrupt; to harass,verb,16.838000,VER,verb,to hassle; to bother; to disrupt; to harass,Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2546
commandement,"commander; command, order; authority, power to command, to give orders; command",noun,16.813000,NOM,noun,"commander; command, order; authority, power to command, to give orders; command",Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2547
griller,to smoke (a cigarette); to grill (cook with a grill); to toast (cook with a toaster),verb,16.810000,VER,verb,to smoke (a cigarette); to grill (cook with a grill); to toast (cook with a toaster),Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2548
ouvrier,"operator; carpenter; workers', working class",adjective / noun,16.798000,ADJ|NOM,adj|noun,"operator; carpenter; workers', working class",Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2549
union,union,noun,16.785000,NOM,name|noun,union,Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2550
silencieux,muffler; quiet (not speaking); silent (without sound),adjective / noun,16.769000,ADJ|NOM,adj|noun,muffler; quiet (not speaking); silent (without sound),Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2551
commentaire,"commentary; comment, remark",noun,16.750000,NOM,noun,"commentary; comment, remark",Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2552
frigo,fridge; refrigerator,noun,16.750000,NOM,noun,fridge; refrigerator,Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2553
ministère,ministry,noun,16.747000,NOM,noun,ministry,Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2554
tendance,"tendency, propensity",noun,16.747000,NOM,noun,"tendency, propensity",Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2555
impatient,impatient,adjective / noun,16.731000,ADJ|NOM,adj|noun,impatient,Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2556
danseur,ballet dancer,noun,16.722000,NOM,noun,ballet dancer,Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2557
gentleman,"gentleman, especially an anglophone one",noun,16.712000,NOM,noun,"gentleman, especially an anglophone one",Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2558
baby,"Mary Jane shoes; baby, darling, sweetheart; table soccer, table football",noun,16.674000,NOM,noun,"Mary Jane shoes; baby, darling, sweetheart; table soccer, table football",Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2559
amiral,of an admiral; admiral (military officer),adjective / noun,16.660000,ADJ|NOM,adj|noun,of an admiral; admiral (military officer),Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2560
bouffe,"comic opera; grub (food); comic, amusing",adjective / noun,16.652000,ADJ|NOM,adj|noun|verb,"comic opera; grub (food); comic, amusing",Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2561
espionner,to spy (to act as a spy),verb,16.644000,VER,verb,to spy (to act as a spy),Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2562
casino,a casino,noun,16.636000,NOM,noun,a casino,Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2563
régime,diet; object; regime,noun,16.636000,NOM,noun|verb,diet; object; regime,Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2564
accélérer,to accelerate,verb,16.632000,VER,verb,to accelerate,Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2565
cinglé,"nuts, bonkers, crazy; nutter, nutcase, madman",adjective / noun,16.621000,ADJ|NOM,adj|noun|verb,"nuts, bonkers, crazy; nutter, nutcase, madman",Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2566
pénis,penis,noun,16.617000,NOM,noun,penis,Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2567
inclure,"to include; to enclose (attach document, file); to feature (important aspect, design, information, event)",verb,16.609000,VER,verb,"to include; to enclose (attach document, file); to feature (important aspect, design, information, event)",Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2568
féminin,female; feminine,adjective / noun,16.604000,ADJ|NOM,adj|noun,female; feminine,Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2569
scanner,an X-ray scanner; to scan (to create a digital copy of an image using a scanner),noun / verb,16.586000,NOM|VER,noun|verb,an X-ray scanner; to scan (to create a digital copy of an image using a scanner),Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2570
tube,pipe; tube; a hit,noun,16.585000,NOM,noun,pipe; tube; a hit,Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2571
commissariat,police station; commissionership,noun,16.573000,NOM,noun,police station; commissionership,Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2572
audition,hearing; audition,noun,16.557000,NOM,noun,hearing; audition,Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2573
patrouille,patrol,noun,16.548000,NOM,noun|verb,patrol,Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2574
