rank,front,meaning,pos,root,frequency,calima_exact_analyses,source
2439,صيام,fasting; abstinence,noun,,474821,12,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2440,منطق,logic,noun,ن ط ق,473862,12,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2441,مرمى,goal; purpose; target,noun,,473008,1,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2442,مغلق,closed; locked,adj,غ ل ق,472996,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2443,تحتي,under; infra-,adj,ت ح ت,472813,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2444,كوكب,planet; star,noun,ك ك ب,472432,9,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2445,طائفي,sectarian; factional,adj,,472240,16,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2446,أديب,writer; author,noun,,471889,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2447,زيتون,olives; olive tree,noun,,471194,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2448,لقي,meet; encounter; find,verb,,471021,1,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2449,رصاص,lead (metal),noun,ر ص ص,469634,12,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2450,خاطئ,mistaken; at fault,adj,,469221,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2451,مخابرات,intelligence service; secret service,noun,خ ب ر,469208,7,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2452,مقام,place; location; situation,noun,,468974,10,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2453,جوار,near; proximity; next to,noun,,468617,8,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2454,سكن,housing,noun,س ك ن,467940,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2455,ملح,urgent; pressing; insistent,adj,ل ح ح,467892,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2456,اتش,H,abbrev,,467205,1,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2457,متظاهر,demonstrator,noun,ظ ه ر,466308,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2458,دوم,continuance; permanence,noun,,465266,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2459,بترول,petroleum,noun,,465218,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2460,قنبلة,bomb; shell; grenade,noun,ق ن ب ل,464705,14,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2461,شي,roasting; grilling,noun,,464439,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2462,مطروح,submitted; cast down,noun,ط ر ح,464125,18,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2463,مضاد,anti-; counter-; contra-,adj,ض د د,463649,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2464,قارة,continent,noun,ق ر ر,463147,14,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2465,صبر,patience; endurance,noun,ص ب ر,463057,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2466,سليم,safe,noun,س ل م,462783,12,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2467,إجازة,furlough; permit,noun,,461759,7,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2468,متبقي,residue; remnant,noun,,461311,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2469,توازن,balance; balancing,noun,,460600,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2470,أوفى,fulfill; carry out,verb,,459771,5,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2471,متطور,developed; advanced; sophisticated,adj,,459175,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2472,معتبر,considered; regarded; considerable,adj,ع ب ر,459027,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2473,موضع,place; position,noun,,458724,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2474,صدد,respect; regard; purpose,noun,ص د د,458388,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2475,شال,carry; lift,verb,,458019,2,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2476,خدم,serve; assist,verb,خ د م,457864,2,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2477,عماد,major general,noun,ع م د,457624,18,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2478,ماجستير,master's degree,noun,,457306,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2479,كاريكاتور,caricature; cartoon,noun,,456067,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2480,جذب,attraction,noun,ج ذ ب,455947,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2481,حليف,ally; allied; confederate,noun,ح ل ف,455932,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2482,تقليد,tradition; custom,noun,ق ل د,455808,12,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2483,غسالة,wash water,noun,غ س ل,455753,14,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2484,شاحنة,truck; lorry; freight car,noun,ش ح ن,455742,7,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2485,حاجز,obstacle; blockade,noun,ح ج ز,455702,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2486,رش,sprinkling; spraying,noun,ر ش ش,455700,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2487,ون,buzz; drone,verb,,455558,1,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2488,موديل,model; pattern,noun,م د ل,455048,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2489,مستجد,recent; incipient,noun,ج د د,454081,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2490,تفاهم,mutual understanding; mutual comprehension,noun,ف ه م,453488,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2491,دموي,bloody; blood,adj,,453221,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2492,كردي,Kurdish,adj,,453099,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2493,نخبة,elites; selected,noun,ن خ ب,452641,11,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2494,أولمبي,Olympic,adj,,452545,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2495,شريحة,slice; slide,noun,ش ر ح,451910,7,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2496,ميز,distinguish; differentiate; discriminate,verb,,451834,1,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2497,بيد,hand,noun,,451305,9,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2498,محاربة,struggle against; combat,noun,ح ر ب,451005,14,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2499,بئر,well; spring,noun,,450263,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2500,ميداني,field; survey,adj,,449924,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2501,توفر,provide; fulfill,verb,,449674,9,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2502,توصيل,connection; contact,noun,,449600,12,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2503,قلعة,stronghold; citadel; fort,noun,ق ل ع,448774,7,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2504,حاصل,result,noun,ح ص ل,448415,18,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2505,كيلو,kilo; kilogram,noun,,448372,1,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2506,تصدير,export; exporting,noun,ص د ر,447973,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2507,وفاء,loyalty; allegiance,noun,,447257,20,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2508,روحي,alcoholic,adj,,446865,12,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2509,فعالية,effectiveness; efficiency,noun,ف ع ل,446512,21,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2510,مشحون,loaded; freighted,adj,ش ح ن,446062,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2511,تحكيم,arbitration,noun,ح ك م,445903,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2512,طاقم,crew,noun,ط ق م,445903,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2513,جلس,sit,verb,ج ل س,445795,1,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2514,هدي,guidance; direction,noun,,445618,7,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2515,تراوح,alternate; vary,verb,,445468,3,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2516,حضاري,civilized; cultural,adj,ح ض ر,445017,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2517,تمييز,distinction; differentiation; discrimination; segregation,noun,,444977,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2518,تفتيش,search; check; inspection,noun,ف ت ش,444195,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2519,حذاء,(pair of) shoes,noun,,444106,8,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2520,دقيق,precise; minute; delicate,adj,د ق ق,443538,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2521,خيال,imagination; fantasy,noun,,443452,12,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2522,سويسري,Swiss,adj,,443003,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2523,هزيمة,defeat,noun,ه ز م,442743,14,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2524,كت,hum softly,verb,ك ت ت,442683,1,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2525,قيامة,resurrection,noun,,442664,7,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2526,مستقبلي,future,adj,ق ب ل,442531,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2527,دفعة,class (alumni); group (graduates),noun,د ف ع,442403,35,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2528,جزئي,partial; petty,adj,,441652,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2529,ألبوم,album,noun,,440762,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2530,محلل,analyst,noun,ح ل ل,440197,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2531,رفقة,company; group,noun,ر ف ق,439840,11,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2532,مساواة,equality; equal rights,noun,,439492,7,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2533,قلة,scarcity; lack of; small number or amount of,noun,ق ل ل,439405,28,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2534,قط,male cat; tomcat,noun,ق ط ط,438794,18,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2535,نهج,way; method; procedure,noun,ن ه ج,438100,12,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2536,غطى,cover; conceal,verb,,438093,1,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2537,كادر,cadre,noun,ك د ر,437921,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2538,مؤسس,founding; constituent,adj,,437426,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2539,ممارس,practicing; pursuing; implementing; exercising,noun,م ر س,436651,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2540,طارئة,incident; contingent,noun,,436387,7,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2541,تسيير,propulsion; steering; guidance,noun,,436216,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2542,أولائك,they; those,pron_dem,,435440,1,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2543,مصرع,death; fatality,noun,ص ر ع,434904,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2544,هامش,margin; periphery; sideline,noun,ه م ش,434833,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2545,بائع,vendor; merchant,noun,,434813,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2546,أنهى,complete; communicate,verb,,434123,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2547,رائحة,odor; perfume,noun,,433892,14,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2548,تنازل,concession; waiver; yielding,noun,ن ز ل,433841,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2549,فريد,unique; incomparable; exceptional,adj,ف ر د,433544,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2550,كيلومتر,kilometer(s),noun,,433224,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2551,غائب,absent,adj,,432929,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2552,صدى,echo,noun,,432862,1,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2553,بقر,cows,noun,ب ق ر,432830,9,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2554,عيب,shame; fault,noun,,432523,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2555,ذاك,that,pron_dem,,432146,1,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2556,بعث,send; emit,verb,ب ع ث,431840,1,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2557,متطرف,extremist; radical,noun,ط ر ف,431348,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2558,سجاد,worshiper,noun,س ج د,431129,18,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2559,راكب,rider; passenger,noun,ر ك ب,430871,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2560,سلطنة,sultanate,noun,س ل ط ن,430813,7,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2561,جالية,expatriate community; colony,noun,,430775,7,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2562,نعمة,blessing,noun,ن ع م,430640,18,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2563,رحيل,departure; demise,noun,ر ح ل,430537,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2564,مؤثر,influential; impressive,adj,,430375,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2565,نصح,be correct; be true,verb,ص ح ح,430109,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2566,نمى,make grow; advance,verb,,429637,2,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2567,تعاقد,contract; agreement,noun,ع ق د,429598,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2568,كثر,be numerous,verb,ك ث ر,429357,2,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2569,نوعي,type; characteristic; specific,adj,,429172,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2570,تسمية,appellation; designation; naming,noun,,428686,7,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2571,خصيص,friend; confidant,noun,خ ص ص,427421,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2572,إهداء,presenting; leading,noun,,427211,8,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2573,حرج,thicket; forest,noun,ح ر ج,426112,12,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2574,مثابة,virtually; tantamount to,noun,,426042,7,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2575,رفيع,thin,adj,ر ف ع,425922,18,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2576,معلن,announced; posted; declared,adj,ع ل ن,425893,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2577,قهوة,coffee,noun,,425716,7,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2578,حلف,treaty; alliance; pact,noun,ح ل ف,425227,12,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2579,درع,armor; plate armor,noun,د ر ع,424753,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2580,إعدام,execution; capital punishment,noun,ع د م,424303,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2581,هاتفي,telephone; telephonic,adj,ه ت ف,423813,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2582,صريح,candid; sincere,adj,ص ر ح,423789,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2583,بذل,strive; exert,verb,ب ذ ل,423713,1,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2584,ميل,inclination; tendency; sympathy,noun,,423493,12,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2585,مشدد,strengthening; intensifying,adj,ش د د,423317,18,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2586,محرم,forbidden,adj,ح ر م,422631,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2587,خرطوم,trunk; proboscis,noun,خ ر ط م,422292,12,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2588,مصارعة,fighter; combatant; wrestler,noun,ص ر ع,422163,14,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2589,أشبه,resemble; be similar,verb,ش ب ه,421894,8,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2590,حزم,determination; resoluteness,noun,ح ز م,421839,18,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2591,تأشير,visa; mark,noun,,421512,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2592,أغلق,lock or bolt shut,verb,غ ل ق,420869,4,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2593,وردي,rosy; pink,adj,,420706,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2594,مش,maceration; soaking,noun,م ش ش,420517,12,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2595,تحذير,warning; caution,noun,ح ذ ر,420253,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2596,معد,prepared; destined,adj,ع د د,419815,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2597,تكنولوجي,technological,adj,,419665,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2598,بحيرة,lake,noun,ب ح ر,419473,10,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2599,ساوى,settle; be equivalent; equalize,verb,,419404,1,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2600,كائن,creature; living being,noun,,419404,12,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2601,سائح,tourist,noun,,419374,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2602,آي,I,abbrev,,418874,2,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2603,تعبئة,mobilization; alert,noun,,417912,7,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2604,مدافع,defender; advocate,noun,د ف ع,417653,10,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2605,فاكهة,fruit,noun,ف ك ه,416750,7,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2606,عنيف,violent; forceful,adj,ع ن ف,415991,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2607,مندوب,delegate; representative; deputy; agent,noun,ن د ب,415437,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2608,ناخب,voter; elector,noun,ن خ ب,415407,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2609,أخلاقي,moral; ethical,adj,خ ل ق,415366,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2610,رضى,approval; pleasure,noun,,415190,1,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2611,عظم,bone,noun,ع ظ م,415053,12,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2612,آباء,fathers; ancestors,noun,,414786,4,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2613,نسيج,textile; fabric; tissue,noun,ن س ج,413819,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2614,منتهي,finished; expired,noun,,413707,9,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2615,لجأ,resort; have recourse; take refuge,verb,,413255,4,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2616,تلبية,compliance with; responding to,noun,,413148,7,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2617,وعد,promise,verb,,413016,4,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2618,تقسيم,partition; division; distribution,noun,ق س م,412501,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2619,شرب,drink,verb,ش ر ب,412486,2,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2620,ضحك,laughter; laughing,noun,ض ح ك,411816,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2621,مغامرة,adventure; risk,noun,غ م ر,411758,14,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2622,لبن,son,noun,,411231,30,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2623,جلوكوما,glaucoma,noun,,410769,1,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2624,قتيل,killed; casualty,adj,ق ت ل,410659,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2625,شفاء,cure; remedy; medication,noun,,410434,4,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2626,برميل,barrel,noun,ب ر م ل,410203,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2627,حافظ,preserve; protect,verb,ح ف ظ,410018,1,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2628,رخصة,licenses; permits,noun,ر خ ص,409918,11,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
