rank,front,published_meaning,risk,reason,supporting_sources,external_agreement_pairs,kaikki_meaning,readurdu_meaning,word2word_meaning,evidence_tier,semantic_basis
1027,لگا,fixed,review,no_independent_bilingual_support,,,,"seemed, struck, began (of لگنا)",Pleasure; felt; meet; MEET; Nice,A_direct_iwn_en,IWN-En Direct manual link (single direct sense)
1028,تازہ ترین,up-to-the-minute; latest,review,no_independent_bilingual_support,,,,,,A_direct_iwn_en,IWN-En Direct manual link (single direct sense)
1029,گرفتار,stressed; distressed; in a bad way(p); prisoner; captive; engulfed; enveloped; swallowed,review,no_independent_bilingual_support,,,,adj. &,arrest; captured; arrested; under; captivated,A_direct_iwn_en,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
1035,خطاب,vocative; vocative case; title; title of respect; form of address,review,no_independent_bilingual_support,,,,(inf. n. of iii of خطب 'to recite'),Speech; mechanical; modestly; engineer; Speaking,A_direct_iwn_en,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
1037,بورڈ,board; blackboard; chalkboard; council; committee; commission,review,no_independent_bilingual_support,,,,,mile; Oakland; resident; Pinsky; Justin,A_direct_iwn_en,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
1038,چکا,wheel; potter' s wheel,review,no_independent_bilingual_support,,,,already done (completive of چکنا),letters; drop; gone; Actually; bought,A_direct_iwn_en,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
1039,حسن,virtue,review,no_independent_bilingual_support,,,,beauty,seats; kindly; Good; stay; Lord,A_direct_iwn_en,IWN-En Direct manual link (single direct sense)
1042,مولانا,ethicist; ethician; Mullah; Mollah; Mulla,review,no_independent_bilingual_support,,,,a maulana,,A_direct_iwn_en,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
1047,درج,registered,review,no_independent_bilingual_support,,,,(inf. n. of درج 'to fold or roll up'),Enter; trumpeted; entered; Ahab; Recorded,A_direct_iwn_en,IWN-En Direct manual links; best valid sense set selected by 1 independent bilingual signal(s)
1048,معاشی,fiscal; financial,review,no_independent_bilingual_support,,,,,economic; control; This; social; is,A_direct_iwn_en,IWN-En Direct manual link (single direct sense)
1052,زیر,defeated,review,no_independent_bilingual_support,,,,"under, below (زیرِ غور = under consideration)",underground; footprint; logs; figure; deck,A_direct_iwn_en,IWN-En Direct manual link (single direct sense)
1055,متاثر,stressed; distressed; in a bad way(p); affected,review,no_independent_bilingual_support,,,,,impressed; impressive; KNEW; L.A; HIT,A_direct_iwn_en,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
1056,حیثیت,capability; capableness,review,no_independent_bilingual_support,,,,"status, standing, capacity",position; exactly; supported; fully; refugee,A_direct_iwn_en,IWN-En Direct manual link (single direct sense)
1059,زائد,excess; extra; redundant; spare; supererogatory; superfluous; supernumerary; surplus; accretion,review,no_independent_bilingual_support,,,,"(act. part. of زيد 'to increase,' &c.)",over; Lights; Waziristan; Impala; lanes,A_direct_iwn_en,IWN-En Direct manual links; best valid sense set selected by 1 independent bilingual signal(s)
1061,تقریب,celebration; jubilation,review,no_independent_bilingual_support,,,,"s.f. Giving access (to), causing to approach, bringing near; approaching; approximation, proximity; approach,…",event; an; other; won; night,A_direct_iwn_en,IWN-En Direct manual links; best valid sense set selected by 1 independent bilingual signal(s)
1065,چیئرمین,chairmanship; presidency; presidentship; mayor; city manager; president,review,no_independent_bilingual_support,,,,,,A_direct_iwn_en,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
1068,انضمام,dissolving; dissolution; soluble; merging; meeting; coming together; union; unification; uniting; conjugation; jointure,review,no_independent_bilingual_support,,,,,Met; discussion; merger; fascist; movement,A_direct_iwn_en,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
1072,نامہ نگار,reporter; newsman; newsperson,review,no_independent_bilingual_support,,,correspondent (journalist who sends reports from abroad),,,A_direct_iwn_en,IWN-En Direct manual link (single direct sense)
1074,منعقد,aforethought(ip); planned; plotted,review,no_independent_bilingual_support,,,,"(act. part. of اِنْعقد 'to become tied, or knit,' &c., vii of عقد 'to tie,' &c.), part.",hold; held; SOMETHIN; MIGHT; WANNA,A_direct_iwn_en,IWN-En Direct manual link (single direct sense)
1075,قائد,captain; chieftain,review,no_independent_bilingual_support,,,,"(act. part. of قود 'to lead,' &c.)",,A_direct_iwn_en,IWN-En Direct manual link (single direct sense)
1080,تعلیمی,academic; educational,review,no_independent_bilingual_support,,,,,,A_direct_iwn_en,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
1083,نواز,kindhearted; kind-hearted,review,no_independent_bilingual_support,,,,"(fr. nawāḵẖtan; see nawāḵẖta), part.",,A_direct_iwn_en,IWN-En Direct manual link (single direct sense)
1086,بحالی,reinstatement,review,no_independent_bilingual_support,,,,,restoration; INTERRUPTING; AM; ANYTHING; mission,A_direct_iwn_en,IWN-En Direct manual links; best valid sense set selected by 1 independent bilingual signal(s)
1089,اپوزیشن,adversary; antagonist; opponent; opposer; resister,review,no_independent_bilingual_support,,,,opposition (political),,A_direct_iwn_en,IWN-En Direct manual link (single direct sense)
1090,فروغ,advancement; progress; increase; step-up; success; rise,review,no_independent_bilingual_support,,,,"(for furoḵẖ, by change of خ to غ; see furoz, and furoḵẖta)",promotion; thriving; cherished; Such; fact,A_direct_iwn_en,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
1092,عملی,functional; usable; useable; in working order(p); operable; operational,review,no_independent_bilingual_support,,,,(rel. n. fr. ʻamal),devising; strategy; practically; cult; Even,A_direct_iwn_en,IWN-En Direct manual links; best valid sense set selected by 1 independent bilingual signal(s)
1096,نمائندہ,agent; representative; example; illustration; instance; decay; decomposition,review,no_independent_bilingual_support,,,,,Spiderman; Batman; parents; Superman; was,A_direct_iwn_en,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
1099,نمایاں,unconcealed; demonstrated,review,no_independent_bilingual_support,,,,alternative form of,,A_direct_iwn_en,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
1100,نیٹ,internet; net; cyberspace; network; mesh; meshing; meshwork,review,no_independent_bilingual_support,,,,,interconnected; cave; parallel; global; cutouts,A_direct_iwn_en,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
1101,ذمہ دار,responsible; guarantor; surety; warrantor; warranter,review,no_independent_bilingual_support,,,,,,A_direct_iwn_en,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
1103,سردار,usurer; loan shark; moneylender; shylock; God; Supreme Being; head; chief; top dog; overlord; master; lord; captain; chieftain; king; male monarch,review,no_independent_bilingual_support,,,,"(sar+dār, q",Warlord; Kosh; payment; A; from,A_direct_iwn_en,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
1104,ایل,eel,review,no_independent_bilingual_support,,,,the English letter L (in acronyms),Kal-El; LA; days; SQL; injections,A_direct_iwn_en,IWN-En Direct manual link (single direct sense)
1111,اہتمام,agreement; arrangement,review,no_independent_bilingual_support,,,,"s.m. Solicitude, care, anxiety, diligence; inspection, supervision, management, superintendence, charge: —…",frame; ambush; arranged; said; show,A_direct_iwn_en,IWN-En Direct manual links; best valid sense set selected by 1 independent bilingual signal(s)
1113,وسائل,resource; accomplishment; achievement; source; equipment,review,no_independent_bilingual_support,,,,,Damaging; environment; resources; compete; useless,A_direct_iwn_en,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
1119,فنکار,artist; creative person,review,no_independent_bilingual_support,,,,,,A_direct_iwn_en,IWN-En Direct manual link (single direct sense)
1120,مجلس,assembly; council; committee; commission; parliament,review,no_independent_bilingual_support,,,,(n. of place fr. جلس 'to sit'),October; bump; conversation; political; having,A_direct_iwn_en,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
1123,پریس,iron; smoothing iron,review,no_independent_bilingual_support,,,,,press; swarming; Free; Press; BAT,A_direct_iwn_en,IWN-En Direct manual link (single direct sense)
1125,رسد,commissariat; provisions; provender; viands; victuals,review,no_independent_bilingual_support,,,,(fr. rasīdan; see ras),supply; could; something; But; give,A_direct_iwn_en,IWN-En Direct manual links; best valid sense set selected by 1 independent bilingual signal(s)
1126,سعید,auspicious; profitable,review,no_independent_bilingual_support,,,,,Sayeed; phone; Roomi; Taimur; Mmm-hmm,A_direct_iwn_en,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
1127,مار,snake; serpent; ophidian; beating; thrashing; licking; drubbing; lacing; trouncing; whacking,review,no_independent_bilingual_support,,,,adj. &,kill; shoot; killed; kiss; weapon,A_direct_iwn_en,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
1130,تجویز,guidance; counsel; counseling; counselling; direction; discussion; give-and-take; word; decision; determination; conclusion; marriage proposal; proposal of marriage; marriage offer; proposal; opinion,review,no_independent_bilingual_support,,,,"s.f. Permitting, allowing; approving; permission; approbation; inquiring into, examining, considering;…",idea; suggestion; humble; adviser; affair,A_direct_iwn_en,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
1131,کرنی,trowel,review,no_independent_bilingual_support,,,,"s.f. An action, act, deed, doing; business",talk; gotta; speak; hurry; breathe,A_direct_iwn_en,IWN-En Direct manual link (single direct sense)
1141,سٹی,market; marketplace,review,no_independent_bilingual_support,,,,,LAKE; HAVASU; NEEDLES; BLYTHE; LAUGHLIN,A_direct_iwn_en,IWN-En Direct manual link (single direct sense)
1142,طالب,desirous; wishful,review,no_independent_bilingual_support,,,,seeker (طالب علم = student),student; Hampshire; Twenty-six; Med; kid,A_direct_iwn_en,IWN-En Direct manual link (single direct sense)
1144,مظفر,hold; beatable; vanquishable; vincible; winner; victor,review,no_independent_bilingual_support,,,,"(pass. part. of ظفّر 'to cause to be successful, or victorious,' ii of ظفر 'to be successful,' &c.), part.…",,A_direct_iwn_en,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
1152,گرد,haze; dust; master; professional,review,no_independent_bilingual_support,,,,part.,terrorist; Sun; AROUND; moving; Circle,A_direct_iwn_en,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
1153,رانا,Rana; genus Rana,review,no_independent_bilingual_support,,,,"s.m. Title of a prince or rājā (among Hindūs, esp. Rājpūts); name of a tribe of Rājpūts",,A_direct_iwn_en,IWN-En Direct manual link (single direct sense)
1155,اہل,able; capable; talented; gifted; employable,review,no_independent_bilingual_support,,,,"s.m. People, person, member, or individual (belonging to any particular person, house, place, order or…",eligible; families; last; Every; York,A_direct_iwn_en,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
1156,تیزی,inflation; rising prices; speed; velocity; acuteness; acuity; sharpness; keenness; resentment; bitterness; gall; rancor; rancour; agility; legerity; lightness,review,no_independent_bilingual_support,,,,(see tez),fast; faster; damn; Han; em,A_direct_iwn_en,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
