rank,front,meaning,pos,root,frequency,calima_raw_meaning,kaikki_meaning,semantic_basis,source
2681,إبادة,extermination; annihilation,noun,,234180,extermination;annihilation,"annihilation, extermination, eradication; verbal noun of أَبَادَ (ʔabāda) (form IV)",exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2682,غالي,Gallic; Gaul,adj,,234007,Gallic;Gaul,"Gallic, Gaulish; Gaul (native or inhabitant of the historical region of Gaul, or poetically the modern nation of France) (usually male)",exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2683,شاغر,vacant,adj,ش غ ر,233714,vacant,"vacancy, empty post; vacant, empty, free",exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2684,قارن,compare,verb,ق ر ن,233588,compare,"to appear together with; to juxtapose, to compare; to become associated with",exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2685,مواطنة,citizenship,noun,,233531,citizenship,civism; citizenship; verbal noun of وَاطَنَ (wāṭana) (form III),exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2686,فرن,oven; furnace,noun,ف ر ن,233086,oven;furnace,"bakery; oven, furnace",exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2687,بصمة,fingerprint; imprint,noun,ب ص م,232956,fingerprint;imprint,"print, fingerprint, mark, footprint, imprint",exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2688,نوه,mention,verb,,232703,allude;mention;praise,"to refer to, to cite, to note, to mention, to point out, to recall; to recognize, to acknowledge, to commend, to highlight, to emphasize, to underscore",exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2689,كثيف,thick; dense,adj,ك ث ف,232343,intense;intensive;concentrated;thick;dense,dense; thick; compact; viscous,exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2690,تدهور,decline,noun,د ه ر,232218,deterioration;decline,"verbal noun of تَدَهْوَرَ (tadahwara) (form IIq); to decline, to be worsen, to collapse, to fall, to deteriorate",exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2691,رخام,marble,noun,ر خ م,232185,marble,marble,exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2692,تقاعد,retirement,noun,ق ع د,231846,retirement,to retire; retirement; verbal noun of تَقَاعَدَ (taqāʕada) (form VI),exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2693,طيلة,during,prep,,231489,during,"during, throughout",exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2694,يقين,certainty,noun,,231427,certainty;certitude;conviction,"certainty; certain, undoubted",exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2695,شكا,complain,verb,,231316,complain;suffer,to complain,exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2696,غبار,dust,noun,غ ب ر,231247,dust,dust,exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2697,كبد,liver,noun,ك ب د,231164,liver,"side, flank; liver (“organ”); to charge with, to incur",exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2698,أطول,taller; tallest; longer; longest,noun,,231001,taller;tallest;longer;longest,longer; longest; taller; tallest; elative degree of طَوِيل (ṭawīl):,exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2699,تعدى,exceed,verb,,230557,overstep;exceed,"to need a direct object; to be unjust to, to wrong; to encroach, to exceed, to go beyond",exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2700,ورود,appearance; arrival,noun,,230323,appearance;arrival,"receipt; appearance; coming, arrival, advent",exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2701,علاجي,therapeutic,adj,ع ل ج,230283,therapeutic,"medicinal, therapeutic",exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2702,غرامة,fine; penalty,noun,غ ر م,230275,fine;penalty,fine; mulct; penalty,exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2703,دوى,buzz; hum; drone,verb,,230155,buzz;hum;drone,"to buzz, to drone, to din; sickness, illness, disease; to buzz, to hum (of insects)",exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2704,مسعى,effort,noun,,230127,effort;endeavor,"effort, struggle",exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2705,ستارة,veil; curtain; cover,noun,س ت ر,229647,veil;curtain;cover,"veil; screen; curtain; blind (window covering); a kind of siege engine, probably a mantlet",exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2706,شعلة,fire; flame,noun,ش ع ل,229637,fire;flame,"a flame; a firebrand, a piece of wood in which fire is kindled",exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2707,سويدي,Swedish,adj,,229444,Swedish,Swedish,exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2708,فصيح,eloquent; fluent,adj,ف ص ح,229354,eloquent;fluent,"fluent; eloquent; loquacious, voluble",exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2709,ناقد,critic,noun,ن ق د,229213,critic;critical,critic,exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2710,قذيفة,shell; bomb,noun,ق ذ ف,229066,shell;bomb,"projectile; missile, bomb, shell",exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2711,ألزم,be necessary,verb,ل ز م,228989,be necessary;be required,to compel; to make someone adhere; more necessary; most necessary,exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2712,زبون,customer,noun,ز ب ن,228982,customer,"customer, client",exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2713,رعى,protect; care for,verb,,228816,protect;care for;sponsor;promote,"to take care of, to guard, to protect; to graze, to tend (a flock of animals)",exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2714,صنف,sort; compile,verb,ص ن ف,228782,sort;classify;compile,"kind, sort, specimen; to compile or compose; class, genus, species, category",exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2715,معجزة,miracle,noun,ع ج ز,228542,miracle,miracle,exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2716,محدث,modern; new,adj,ح د ث,228338,modern;new,"a Hadith narrator; muhaddith: a Hadith specialist; new, novel, recent, late, modern, upstart",exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2717,رقص,dancing; dance,noun,ر ق ص,228047,dancing;dance,"to dance; dance, dancing; to put into gallop",exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2718,خطط,draw lines,verb,خ ط ط,227434,draw lines;demarcate,"to mark; to stake out, to project, to plan; to furrow, to put lines into something",exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2719,طعم,taste,noun,ط ع م,226664,taste;food,"to eat; taste, flavor; to put bait on",exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2720,أوسع,wider; widest,noun,,226551,broader;broadest;wider;widest,"wider; widest; to make wide, to broaden; to go rough on, to wallop",exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2721,جناية,felony,noun,,226050,crime;felony,a felony; verbal noun of جَنَى (janā) (form I),exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2722,مكالمة,conversation; discussion,noun,ك ل م,226001,conversation;discussion,a phone call; conversation; discussion; verbal noun of كَالَمَ (kālama) (form III),exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2723,رقبة,neck,noun,ر ق ب,225752,neck,neck; a slave; verbal noun of رَقَبَ (raqaba) (form I),exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2724,ذري,atomic,adj,ذ ر ر,225621,atomic,"atomic; progenital, related to the offspring; verbal noun of ذَرَى (ḏarā) (form I)",exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2725,أس,exponent; basis,noun,,225572,exponent;basis,"power, exponent; foundation, groundwork, basis; remain, relic, trace, vestige, mark left",exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2726,نجمة,star; asterisk,noun,ن ج م,225441,star;asterisk,"star; asterisk; singulative of نَجْمٌ (najmun, “stalkless plant, herb, grass”)",exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2727,بلوغ,reaching; attainment,noun,ب ل غ,225390,reaching;attainment,"puberty, maturity; full age, majority; reaching, attaining",exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2728,منخفض,low ground; depression,noun,خ ف ض,224767,low ground;depression,"depression, low ground; soft, low, subdued, muffled; low (altitude, frequency, price, etc.)",exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2729,جهل,ignorance,noun,ج ه ل,224542,ignorance,ignorance; stupidity; to cause to be ignorant,exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2730,فرس,horse,noun,ف ر س,224082,horse,"Persians; horse, mare; to persianize/persify",exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2731,أكاديمية,academy,noun,,223871,academy,academy,exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2732,نام,sleep,verb,,223765,sleep;lie down,to sleep; to forget; to be numb,exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2733,متمرد,rebel; mutineer,noun,م ر د,223298,rebel;mutineer,"rebellious; rebel, insurgent, mutineer",exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2734,بكى,cry; weep,verb,,223180,cry;weep,"to rain; to cry, to weep (over); verbal noun of بَكَى (bakā) (form I)",exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2735,مكسب,gain; profit,noun,ك س ب,222631,gain;profit,"profit, gain, earnings, winnings, revenue",exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2736,فسر,explain; interpret,verb,ف س ر,222189,explain;interpret,to interpret; to clarify; explain,exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2737,بطن,depth,noun,ب ط ن,222030,stomach;depth,clan; womb; depth,exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2738,ساحلي,coastal; coastal inhabitant,adj,س ح ل,221949,coastal;coastal inhabitant,coastal,exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2739,مالح,salty,adj,م ل ح,221737,salty;briny,"salty, saline",exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2740,صدمة,shock,noun,ص د م,221504,shock;blow,"shock; calamity; clash, stroke",exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2741,شجع,encourage; support,verb,ش ج ع,221024,encourage;promote;support,"to support, to further; to encourage, to embolden; to be brave, courageous, bold",exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2742,منتظم,regular,noun,ن ظ م,220984,regular;orderly;systematic,regular; organized; active participle of اِنْتَظَمَ (intaẓama),exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2743,مصروف,expense,noun,ص ر ف,220452,expenditure;expense,"diverted; allowance; expense, cost",exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2744,حريص,eager,adj,ح ر ص,220448,eager;desirous,"compassionate; torn (of a garment); eager, greedy, covetous",exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2745,تعايش,coexistence,noun,,220274,coexistence;living together,"coexistence; to live side by side, to coexist; verbal noun of تَعَايَشَ (taʕāyaša) (form VI)",exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2746,شتيمة,insult,noun,ش ت م,219902,insult;invective,"insult, slander",exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2747,أليف,domesticated,noun,,219843,companion;familiar;domesticated,"tame, domesticated (animal)",exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2748,مسجل,tape recorder,noun,س ج ل,219610,tape recorder,"tape recorder; registrar, notary public",exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2749,بطارية,battery,noun,,219492,battery,battery,exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2750,حصد,harvest; mow,verb,ح ص د,218844,harvest;mow,"to mow; mowing, reaping; to harvest, to reap",exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2751,ثغرة,gap,noun,ث غ ر,218646,gap;breach,"gap, loophole, pit, wedge",exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2752,أروع,more; most magnificent,noun,,218477,more;most magnificent,more/most wonderful; elative degree of رائع,exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2753,دبلوم,diploma,noun,,218353,diploma;certificate,diploma,exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2754,توج,crown,verb,,218186,crown,bronze; to crown; to coronate,exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2755,شق,half,noun,ش ق ق,218160,half;double,"fission; half, side; part; splitting, cleavage",exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2756,دبابة,tank,noun,د ب ب,217701,tank,"tank, armoured vehicle; anything that creeps; an animal that creeps or crawls; A kind of medieval siege engine designed to shelter men who are digging a hole in enemy fortifications",exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2757,صوفي,Sufi,adj,,217448,Sufi;Muslim mystic,Sufi; woolen,exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2758,هوائي,aerial,adj,,217293,air;aerial;atmospheric,"antenna; aerial, pneumatic",exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2759,تأثر,be influenced,verb,,217249,be influenced;be affected,"to be influenced; emotion, grief, sadness; to emulate, to imitate, to copy",exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2760,يأس,despair,noun,,217011,despair;hopelessness,despair,exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2761,آل,return,verb,,216998,arrive;lead;return,"family; to return; to turn into, to become",exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2762,عرضة,target; object,noun,ع ر ض,216527,target;object,"obstacle; target, object, subject to; susceptible to, vulnerable to, exposed to",exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2763,مزعج,annoying,adj,ز ع ج,216392,annoying;troublesome,"annoying, unpleasant",exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2764,جمركي,customs,adj,ج م ر ك,215912,customs;tariff,related to customs,exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2765,وزع,distribute,verb,,215790,distribute,"to incite, goad on, urge; to restrain, curb, keep back, hinder; to apportion, to share, to divide, to distribute",exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2766,ملاحة,navigation; shipping,noun,م ل ح,215788,navigation;shipping,"saltiness; navigation, shipping; beauty, kindness, grace, elegance",exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2767,قسط,installment,noun,ق س ط,215648,allotment;installment,"injustice; installment; meed, premium",exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2768,معتدل,moderate,adj,ع د ل,215132,moderate;liberal;balanced,"temperate, mild, moderate; straight, even, proportionate",exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2769,أسمنت,cement,noun,,214955,cement,cement,exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2770,وحشي,savage,adj,,214904,brutal;savage,"wild; beastly; uncivilized, savage, barbaric, barbarous",exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2771,بارك,bless,verb,ب ر ك,214624,bless;congratulate,"to bless; to give one's blessing, to consent, to sanction",exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2772,ممتلكات,property; possessions,noun,م ل ك,214501,property;possessions;dependencies,"property, belongings, possessions, owned things",exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2773,تغلب,defeat,verb,غ ل ب,214101,defeat;overcome,"to overpower, to defeat, to triumph",exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2774,معاش,salary,noun,,214021,salary;pension;income,"salary; livelihood, subsistence; verbal noun of عَاشَ (ʕāša) (form I)",exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2775,مرصد,observatory; observation post,noun,ر ص د,213948,observatory;observation post,observatory; place of ambush; place of observation,exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2776,طبعة,edition,noun,ط ب ع,213644,printing;edition,edition,exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2777,راية,banner,noun,,213531,banner;flag,"banner, ensign, an army's battle standard",exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2778,قميص,shirt,noun,ق م ص,213502,shirt,any long non-bifurcated sleeved loose-fitting garment (such as a housecoat or a nightshirt); a robe; a short and usually form-fitting upper-body outer garment; a sleeved top; a shirt (such as a T-shirt or a dress shirt),exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2779,مانع,obstacle; impediment,noun,م ن ع,213449,obstacle;impediment,"-resistant; forbidding, prohibitive; hindrance, obstacle, impediment",exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2780,هبط,descend; fall,verb,ه ب ط,213429,land;descend;fall,"to descend; to go or come down; to fall; to make descend; to bring down, tear down",exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2781,عينة,sample,noun,,213373,sample;specimen,sample; reason for war; best part of (something),exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2782,إعجاب,admiration,noun,ع ج ب,212836,admiration;wonder;surprise,pride; acclaim; admiration,exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2783,مخروط,cone,noun,خ ر ط,212602,cone;conic,"passive participle of خَرَطَ (ḵaraṭa); cone, a geometric shape that tapers smoothly from a flat base to a point called apex or vertex",exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2784,ملموس,tangible,adj,ل م س,212498,tangible;noticeable,"tangible, concrete, physical; passive participle of لَمَسَ (lamasa)",exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2785,ترميم,restoration,noun,ر م م,212357,restoration;renovation,"reconstruction, reparation, restoration, rebuilding",exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2786,زعم,claim,verb,ز ع م,212351,allege;claim,"to claim; to be of the opinion; to say, pretend, assert",exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2787,موكب,parade; procession,noun,,212167,parade;procession,"convoy, escort; procession, parade",exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2788,زلزال,earthquake,noun,ز ل ز ل,212087,earthquake,earthquake; verbal noun of زَلْزَلَ (zalzala) (form Iq),exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2789,خالق,creator,noun,خ ل ق,211332,creator,"creative; Creator, Maker (God); inventor, maker, author",exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2790,إسماعيلي,of Ismailia,adj,,211237,from;of Ismailia,"related to or associated with an Ismail; of a dynasty whose eponym is an Ismail, Ismailid; related to or associated with the city of Ismailia",exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2791,طهارة,purity,noun,ط ه ر,211193,purity;chastity,"cleanliness, purity; verbal noun of طَهُرَ (ṭahura) (form I)",exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2792,عود,lute,noun,,211151,lute;stick,"return; oud, lute; worn road",exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2793,قطب,axis; pole,noun,ق ط ب,211085,axis;pole,"pole; axis, axle; pivot, hub",exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2794,مون,provide; supply,verb,,210906,provide;supply,to supply with food or provide catering services,exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2795,سعة,capacity,noun,,210838,volume;capacity,capacity,exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2796,حلال,legitimate,noun,ح ل ل,210809,permissible;legitimate,"lawful possession; lawful, legal, licit, legitimate; halal, that which is permitted by God",exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2797,شبيه,resembling; similar,adj,ش ب ه,210511,resembling;similar;semi,"similar, resembling",exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
