rank,front,lemma_undiac,pos,root,english_gloss,frequency,surface_types,top_surfaces
8586,مُتَواتِر,متواتر,adj,,the+continuous+[fem.sg.],20043,1,المتواترة:20043
8587,زَخّار,زخار,noun,ز خ ر,overflowing;profuse;exuberant+my two,20035,1,زخاري:20035
8588,تَخَبَّط,تخبط,verb,خ ب ط,you [masc.sg.]+strike;collide;stray;stumble;bungle,20026,1,تتخبط:20026
8589,لَكَن,لكن,noun,ل ك ن,basins+[acc.indef.],20022,1,الكانا:20022
8590,خَلّاطَة,خلاطة,noun,خ ل ط,mortar box;mixer+[fem.pl.],20018,1,خلاطات:20018
8591,قَيْصَرِيَّة,قيصرية,noun,ق ص ر,the+cesarean section+[fem.sg.],20013,1,القيصرية:20013
8592,فُوسْفُور,فوسفور,noun,,the+phosphorus,20013,1,الفوسفور:20013
8593,تَغْيِيب,تغييب,noun,,removal;absence+[def.acc.],20009,1,تغييب:20009
8594,هامِشِيّ,هامشي,adj,ه م ش,peripheral;marginal;sidelined+[fem.sg.],19982,1,هامشية:19982
8595,تَكَلَّل,تكلل,verb,ك ل ل,be crowned;be married+he;it <verb>,19972,1,تكلل:19972
8596,تَوَكُّل,توكل,noun,,the+trust;confidence,19930,1,التوكل:19930
8597,كَوَّن,كون,verb,,create+it;they;she <verb>,19916,1,كونت:19916
8598,مِشْط,مشط,noun,م ش ط,the+combs,19916,1,المشاط:19916
8599,كُورال,كورال,noun,ك ر ل,choir,19913,1,كورال:19913
8600,إِشْرافِيّ,إشرافي,noun,ش ر ف,the+supervisory;directing+[fem.sg.],19912,1,الإشرافية:19912
8601,هَطَل,هطل,verb,ه ط ل,flow in torrents;pour down+it;they;she <verb>,19905,1,هطلت:19905
8602,إِغْفال,إغفال,noun,غ ف ل,disregard;omission;forgetting,19893,1,إغفال:19893
8603,أَرْدَى,أردى,verb,,and;so + he;it+be killed,19893,1,فيردي:19893
8604,خَدَش,خدش,verb,خ د ش,scratch;offend;ruin+he;it <verb>,19886,1,خدش:19886
8605,عَسِر,عسر,noun,ع س ر,the+difficult;adverse,19883,1,العسر:19883
8606,مُجادَلَة,مجادلة,noun,ج د ل,the+debate;quarrel+[fem.sg.],19870,1,المجادلة:19870
8607,مَجَرّ,مجر,noun,ج ر ر,the+galaxy+[fem.pl.],19850,1,المجرات:19850
8608,مُسْتَشْرِق,مستشرق,noun,ش ر ق,the+Orientalist+two,19847,1,المستشرقين:19847
8609,طاعُون,طاعون,noun,ط ع ن,the+plague;epidemic,19832,1,الطاعون:19832
8610,حَضّ,حض,verb,ح ض ض,and+incite;prod+he;it <verb>,19817,1,وحض:19817
8611,تَخْم,تخم,noun,ت خ م,boundaries;limits+[def.gen.],19809,1,تخوم:19809
8612,شَحَّر,شحر,verb,ش ح ر,blacken with soot+he;it <verb>,19802,1,شحر:19802
8613,ضَبْطِيّ,ضبطي,adj,ض ب ط,the+disciplinary+[fem.sg.],19794,1,الضبطية:19794
8614,طَرِب,طرب,adj,ط ر ب,delighted;moved with emotion+his;its two,19794,1,طربيه:19794
8615,وَثَنِيّ,وثني,adj,,the+pagan;idolatrous+[fem.sg.],19789,1,الوثنية:19789
8616,تَهاوُن,تهاون,noun,,the+disdain;indifference,19779,1,التهاون:19779
8617,غال,غال,verb,,seize;snatch;destroy+they [fem.pl.] <verb>,19776,1,غلن:19776
8618,مُنَبِّه,منبه,noun,ن ب ه,cautioning;alerting,19773,1,منبه:19773
8619,سِيرك,سيرك,noun,,the+circus,19766,1,السيرك:19766
8620,مِثْقال,مثقال,noun,ث ق ل,weight;miskal+[def.nom.],19765,1,مثقال:19765
8621,مَغْلُوب,مغلوب,noun,غ ل ب,the+loser;defeated;beaten,19751,1,المغلوب:19751
8622,كَنَف,كنف,verb,ك ن ف,protect;enclose+they (both) <verb> me,19736,1,كنفاني:19736
8623,تَفَكُّك,تفكك,noun,ف ك ك,the+fragmentation;rupture;disruption+[def.gen.],19732,1,التفكك:19732
8624,سِنَكْسار,سنكسار,noun,,the+synaxarion;martyrologium,19729,1,السنكسار:19729
8625,كِسْوَة,كسوة,noun,,the+kiswah (Kaaba cover)+[fem.sg.],19726,1,الكسوة:19726
8626,بَدَن,بدن,verb,ب د ن,be corpulent+they (both) <verb>,19724,1,بدنا:19724
8627,تَكَبَّد,تكبد,verb,ك ب د,suffer;sustain;undergo+he;it <verb>,19714,1,تكبد:19714
8628,تَشَتَّت,تشتت,verb,ش ت ت,be dispersed;be scattered+he;it <verb>,19710,1,تشتت:19710
8629,هُنْغارِيّ,هنغاري,noun,ه ن غ ر,the+Hungarian+[fem.sg.],19706,1,الهنغارية:19706
8630,بَصّ,بص,verb,ب ص ص,look+it;they;she <verb>,19705,1,بصت:19705
8631,فاض,فاض,verb,,it;they;she+exceed;overflow,19704,1,تفيض:19704
8632,جَبَى,جبى,verb,,collect;levy+they [fem.pl.] <verb>,19700,1,جبين:19700
8633,هاف,هاف,verb,,for + me (to)+run away,19700,1,لاهاف:19700
8634,فاه,فاه,verb,,he;it+pronounce;utter;voice,19689,1,يفه:19689
8635,رَقَد,رقد,verb,ر ق د,he;it+lie down;subside;abate,19688,1,يرقد:19688
8636,مُعافَى,معافى,adj,,exempted;excused;healthy,19674,1,معافى:19674
8637,خَلَّة,خلة,noun,خ ل ل,need;lack+[fem.sg.],19674,1,خلة:19674
8638,تَجْرِيح,تجريح,noun,ج ر ح,the+surgery;slander+[def.gen.],19668,1,التجريح:19668
8639,سَخِي,سخي,verb,,you [fem.sg.]+be generous;bestow+[fem.sg.],19668,1,تسخين:19668
8640,سِطام,سطام,noun,س ط م,plug;stopper,19664,1,سطام:19664
8641,رَعا,رعا,verb,,desist;repent+you [masc.sg.] <verb>,19658,1,رعوت:19658
8642,قَرَنْفُل,قرنفل,noun,,the+carnation;clove,19657,1,القرنفل:19657
8643,غارِق,غارق,adj,غ ر ق,drowned;immersed;engrossed+[fem.sg.],19641,1,غارقة:19641
8644,خَبِيئَة,خبيئة,noun,,hidden;natural resources,19622,1,خبايا:19622
8645,بِلْيارْدو,بلياردو,noun,,billiards,19618,1,بلياردو:19618
8646,إِخْطار,إخطار,noun,خ ط ر,the+notification;warning+[fem.pl.],19601,1,الإخطارات:19601
8647,صاح,صاح,verb,,scream;call out+he;it <verb>,19598,1,صاح:19598
8648,نُحام,نحام,noun,ن ح م,flamingo,19584,1,نحام:19584
8649,تَصْوِيرِيّ,تصويري,adj,,the+photographic;pictorial+[fem.sg.],19576,1,التصويرية:19576
8650,فَصّ,فص,noun,ف ص ص,peeling;shelling,19574,1,فص:19574
8651,نَوْرَج,نورج,noun,ن ر ج,threshing machine,19565,1,نورج:19565
8652,سَحابَة,سحابة,noun,س ح ب,the+cloud;umbrella+[fem.sg.],19554,1,السحابة:19554
8653,عَراء,عراء,noun,,the+nakedness;bareness,19550,1,العراء:19550
8654,تَكَوَّم,تكوم,verb,,accumulate;be piled up;be stacked up+they (both) <verb>,19549,1,تكوما:19549
8655,دِيكْتاتُور,ديكتاتور,noun,,the+dictator+[def.nom.],19542,1,الديكتاتور:19542
8656,نَبَض,نبض,verb,ن ب ض,he;it+flow;drain,19535,1,ينبض:19535
8657,بَلْفُورِيّ,بلفوري,adj,,Balfour+its;his,19533,1,بلفوريه:19533
8658,أَرِيكَة,أريكة,noun,,sofas;beds,19530,1,اريك:19530
8659,سُوس,سوس,noun,,licorice+his;its two,19522,1,سوسيه:19522
8660,شَحْم,شحم,noun,ش ح م,the+fat;grease;lubricants,19500,1,الشحوم:19500
8661,تَعَنَّى,تعنى,verb,,endure+it;they;she <verb>,19498,1,تعنت:19498
8662,أَفاض,أفاض,verb,,he;it+spill;overfill,19489,1,يفيض:19489
8663,أَنْتِيمُون,أنتيمون,noun,,the+antimony,19475,1,الأنتيمون:19475
8664,شَتْلَة,شتلة,noun,ش ت ل,seedlings+its;his,19466,1,شتوله:19466
8665,مَعْكَرُونَة,معكرونة,noun,,the+macaroni+[fem.sg.],19463,1,المعكرونة:19463
8666,مَنْأَى,منأى,noun,,by;with+distant place;aloofness+my,19461,1,بمنأى:19461
8667,سَبَى,سبى,verb,,capture;captivate+he;it <verb> you,19459,1,سباك:19459
8668,تافِه,تافه,noun,ت ف ه,trivial;commonplace+its;his,19450,1,تافهة:19450
8669,نَهِل,نهل,verb,ن ه ل,drink+he;it <verb> it;him,19449,1,نهلة:19449
8670,قُرْنَة,قرنة,noun,ق ر ن,corner+[fem.sg.],19447,1,قرنة:19447
8671,رُضُوخ,رضوخ,noun,ر ض خ,the+submission;compliance+[def.gen.],19446,1,الرضوخ:19446
8672,مُرَتَّل,مرتل,noun,ر ت ل,chanted;sung,19443,1,مرتل:19443
8673,عار,عار,verb,,he;it+lose an eye;become one-eyed+it;him,19441,1,يعاره:19441
8674,نَوَّن,نون,verb,,I+insert a case ending,19441,1,إنون:19441
8675,داي,داي,noun,,and;so+dey+its;his,19440,1,فدايه:19440
8676,عَزْر,عزر,noun,ع ز ر,the+reprimand;censure,19438,1,إلعزر:19438
8677,حَوْجَلَة,حوجلة,noun,ح ج ل,vial+[fem.sg.],19437,1,حوجله:19437
8678,فُسْتُق,فستق,noun,ف س ت ق,the+pistachio,19434,1,الفستق:19434
8679,تَفَهَّم,تفهم,verb,ف ه م,he;it+come to understand;comprehend,19427,1,يتفهم:19427
8680,راسِب,راسب,noun,ر س ب,the+remains;remnants+[def.gen.],19420,1,الرواسب:19420
8681,مَوْرُوثات,موروثات,noun,,the+legacy;cultural legacy+[fem.pl.],19415,1,الموروثات:19415
8682,عَيْشَة,عيشة,noun,,life;existence+[fem.sg.],19407,1,عيشة:19407
8683,مُسْتَعْمِل,مستعمل,noun,ع م ل,user;using+its;his,19405,1,مستعمله:19405
8684,مُشَرَّد,مشرد,adj,ش ر د,the+homeless;displaced+[masc.pl.],19404,1,المشردين:19404
8685,مَدارِيّ,مداري,adj,,the+orbiting;circling+[fem.sg.],19404,1,المدارية:19404
8686,مُمانَعَة,ممانعة,noun,م ن ع,the+opposition;resistance+[fem.sg.],19404,1,الممانعة:19404
8687,أَمِينِيّ,أميني,adj,,the+amino+[fem.sg.],19404,1,الأمينية:19404
8688,شَوَّك,شوك,verb,,sting;prick+it;they;she <verb>,19393,1,شوكت:19393
8689,عِقابِيّ,عقابي,adj,ع ق ب,the+punitive;penal+[fem.sg.],19390,1,العقابية:19390
8690,هَتْك,هتك,noun,ه ت ك,tearing apart;disclosure;degradation+[def.gen.],19379,1,هتك:19379
8691,عَوَّل,عول,verb,,it;they;she+cry out;authorize,19378,1,تعول:19378
8692,مُقْتَصِر,مقتصر,noun,ق ص ر,limited;restricted;confined+[fem.sg.],19374,1,مقتصرة:19374
8693,سَكِيب,سكيب,adj,س ك ب,shed;spilled,19371,1,سكيب:19371
8694,مُباح,مباح,noun,,the+permissible+[fem.sg.],19364,1,المباحة:19364
8695,كَثِيب,كثيب,noun,ك ث ب,sandhill;dune,19360,1,كثيب:19360
8696,مُعْتاد,معتاد,noun,,like;such as + the+usual;customary+[def.gen.],19345,1,كالمعتاد:19345
8697,أَرْفَق,أرفق,verb,ر ف ق,you [masc.sg.]+be attached;be appended,19345,1,ترفق:19345
8698,نَشِي,نشي,verb,,and;so + he;it+become intoxicated,19340,1,فينشي:19340
8699,تَبادَر,تبادر,verb,ب د ر,he;it+come first,19338,1,يتبادر:19338
8700,لَحّ,لح,verb,ل ح ح,be close+he;it <verb>,19337,1,لح:19337
8701,لِيفِيّ,ليفي,adj,,the+fibrous;fibered;made of synthetic fibers+[fem.sg.],19331,1,الليفية:19331
8702,حَرْبَة,حربة,noun,ح ر ب,the+lance;bayonet+[fem.sg.],19330,1,الحربة:19330
8703,طَمْأَنَة,طمأنة,noun,ط م ن,pacifying;calming;reassuring+[fem.sg.],19318,1,طمأنة:19318
8704,حاصَر,حاصر,verb,ح ص ر,you [masc.sg.]+be besieged;be encircled;be blockaded;be surrounded,19299,1,تحاصر:19299
8705,بَكِير,بكير,noun,ب ك ر,early;precocious,19279,1,بكير:19279
8706,جَعْد,جعد,noun,ج ع د,the+tight,19279,1,الجعد:19279
8707,كَمَّل,كمل,verb,ك م ل,complete;finish+he;it <verb>,19264,1,كمل:19264
8708,إِعْصار,إعصار,noun,ع ص ر,the+tornado;hurricane+[def.gen.],19258,1,الاعصار:19258
8709,شَأَو,شأو,verb,,[part.] + we+outrace;overtake,19255,1,ونشأ:19255
8710,كَبْش,كبش,noun,ك ب ش,goat;ram+[def.acc.],19252,1,كبش:19252
8711,مُشَوَّه,مشوه,adj,,distorted;disabled+[fem.sg.],19238,1,مشوهة:19238
8712,تَدْوِيل,تدويل,noun,,internationalization,19234,1,تدويل:19234
8713,وَخَى,وخى,verb,,I+intend;consider+it;him,19223,1,اخيه:19223
8714,أَمْسَى,أمسى,verb,,he;it+become;spend the evening,19222,1,يمسي:19222
8715,مُفْلِح,مفلح,adj,ف ل ح,fortunate;successful,19220,1,مفلح:19220
8716,زَعْفَران,زعفران,noun,,the+saffron+[def.gen.],19216,1,الزعفران:19216
8717,مُحْتَسِب,محتسب,noun,ح س ب,the+bursar;treasurer+[def.gen.],19203,1,المحتسب:19203
8718,زَرّاع,زراع,noun,ز ر ع,the+peasant;farmer+[fem.pl.],19188,1,الزراعات:19188
8719,عارِي,عاري,adj,,the+naked;bare,19186,1,العاري:19186
8720,طِباع,طباع,noun,ط ب ع,the+temperament,19184,1,الطباع:19184
8721,أُقْحُوان,أقحوان,noun,,chamomile;daisy,19175,1,أقحوان:19175
8722,مِسْمار,مسمار,noun,س م ر,nail,19171,1,مسمار:19171
8723,أَفْرَغ,أفرغ,verb,ف ر غ,he;it+be emptied;be evacuated,19170,1,يفرغ:19170
8724,تَشَرَّق,تشرق,verb,ش ر ق,become Oriental+he;it <verb>,19150,1,تشرق:19150
8725,إِسْبانِيّ,إسباني,noun,,and + the+Spanish;Spaniard+[fem.sg.],19122,1,والاسبانية:19122
8726,قَفّ,قف,verb,ق ف ف,be dry;wither;shrink+he;it <verb>,19120,1,قف:19120
8727,تَنَبُّه,تنبه,noun,ن ب ه,the+alertness+[def.gen.],19113,1,التنبه:19113
8728,أَفْعَى,أفعى,noun,,the+vipers,19105,1,الأفاعي:19105
8729,رُمْح,رمح,noun,ر م ح,the+spear;lance;javelin,19093,1,الرمح:19093
8730,مَعِيَّة,معية,noun,,by;with+company;escort+[fem.sg.],19080,1,بمعية:19080
8731,كَآبَة,كآبة,noun,,the+depression+[fem.sg.],19067,1,الكآبة:19067
8732,مَطّاطِيّ,مطاطي,adj,م ط ط,the+rubber+[fem.sg.],19064,1,المطاطية:19064
8733,مُقْتَضَب,مقتضب,adj,ق ض ب,summarized;concise;shortened+[indef.gen.],19063,1,مقتضب:19063
8734,شَبْع,شبع,noun,ش ب ع,with;by + the+sufficiency;saturation,19062,1,بالشبع:19062
8735,مُنْضَوِي,منضوي,noun,,the+seeking refuge;rallying around+[fem.sg.],19061,1,المنضوية:19061
8736,فَتَّش,فتش,verb,ف ت ش,they (people)+search;inspect+[masc.pl.],19052,1,يفتشون:19052
8737,تَماثُل,تماثل,noun,م ث ل,resemblance;symmetry;recovery+[def.gen.],19051,1,تماثل:19051
8738,مُمْتَلِئ,ممتلئ,noun,,full;replete+[fem.sg.],19044,1,ممتلئة:19044
8739,عَفَن,عفن,noun,ع ف ن,the+infection;decay,19017,1,العفن:19017
8740,زَيْتِيّ,زيتي,adj,,the+oily;oil-bearing+[fem.sg.],19014,1,الزيتية:19014
8741,إِشْباع,إشباع,noun,ش ب ع,satiation;saturation;gratification+[indef.nom.],19011,1,إشباع:19011
8742,مُتَحَمِّس,متحمس,noun,ح م س,the+zealous;enthusiasts+[masc.pl.],18998,1,المتحمسين:18998
8743,شاع,شاع,verb,,circulate;be propagated+he;it <verb>,18997,1,شاع:18997
8744,جَرَّم,جرم,verb,ج ر م,he;it+criminalize;incriminate,18988,1,يجرم:18988
8745,تَزَوُّد,تزود,noun,,the+being supplied;being provided+[def.gen.],18952,1,التزود:18952
8746,أَوْشَك,أوشك,verb,,he;it+be on the verge of;be about to;almost,18944,1,يوشك:18944
8747,جَنْبَة,جنبة,noun,ج ن ب,sides+[fem.pl.],18940,1,جنبات:18940
8748,ضَهْر,ضهر,noun,ض ه ر,summit,18939,1,ضهر:18939
8749,مُتَنافَس,متنافس,adj,ن ف س,the+competed for+[fem.sg.],18938,1,المتنافسة:18938
8750,خَطِّيّ,خطي,adj,خ ط ط,the+handwritten;linear+[def.gen.],18937,1,الخطي:18937
8751,سَنْتِمِتر,سنتمتر,noun,,centimeter+[acc.indef.],18934,1,سنتيمترا:18934
8752,صَفّارَة,صفارة,noun,ص ف ر,whistle;siren+[fem.pl.],18927,1,صفارات:18927
8753,شَوّايَة,شواية,noun,,grill;gridiron+[fem.sg.],18915,1,شواية:18915
8754,تَعاضُدِيَّة,تعاضدية,noun,ع ض د,the+cooperative association;co-op+[fem.sg.],18914,1,التعاضدية:18914
8755,دَرْء,درء,noun,,and+prevention;averting,18911,1,ودرء:18911
8756,باطُون,باطون,noun,ب ط ن,the+concrete+[def.gen.],18907,1,الباطون:18907
8757,وَحْشِيَّة,وحشية,noun,,by;with+brutality+[fem.sg.],18900,1,بوحشية:18900
8758,دِينامُو,دينامو,noun,,dynamo;generator,18895,1,دينامو:18895
8759,دَهَم,دهم,verb,د ه م,surprise;raid+it;they;she <verb>,18893,1,دهمت:18893
8760,رُجُولِيَّة,رجولية,noun,ر ج ل,masculinity;virility+[fem.sg.],18886,1,رجولية:18886
8761,كِبْرِياء,كبرياء,noun,ك ب ر,arrogance,18877,1,كبرياء:18877
8762,مِصْداق,مصداق,noun,ص د ق,confirmation;substantiation,18867,1,مصداق:18867
8763,بانِي,باني,noun,,building;builder+[acc.indef.],18866,1,بانيا:18866
8764,وَعْظ,وعظ,noun,,the+admonition;sermon+[def.gen.],18865,1,الوعظ:18865
8765,ضَحّاك,ضحاك,noun,ض ح ك,the+laughing;joker,18847,1,الضحاك:18847
8766,وَحْل,وحل,noun,,mud;morass+its;their;her,18838,1,وحولها:18838
8767,أَنْكَر,أنكر,noun,ن ك ر,the+reprehensible;disapproving+[def.gen.],18837,1,النكراء:18837
8768,ذَيْل,ذيل,noun,,the+tail;end,18835,1,الذيل:18835
8769,جرانِيت,جرانيت,noun,,the+granite,18823,1,الجرانيت:18823
8770,تَدَرَّب,تدرب,verb,د ر ب,he;it+receive training;be skilled,18821,1,يتدرب:18821
8771,مَفْضُوح,مفضوح,adj,ف ض ح,disgraced;dishonored;ignominious+its;his,18817,1,مفضوحة:18817
8772,تَعْوِيم,تعويم,noun,,floating+[def.nom.],18810,1,تعويم:18810
8773,أَثْقَل,أثقل,verb,ث ق ل,burden;oppress+he;it <verb>,18807,1,أثقل:18807
8774,مُسَلِّي,مسلي,noun,,the+entertaining;comforting+[fem.sg.],18807,1,المسلية:18807
8775,مَأْجُور,مأجور,noun,,the+salaried,18786,1,الماجور:18786
8776,سَفّاح,سفاح,adj,س ف ح,shedder of blood;butcher,18785,1,سفاح:18785
8777,أَفاق,أفاق,verb,,we+be awakened,18779,1,نفاق:18779
8778,وَحْدَوِيّ,وحدوي,adj,,the+unionist+[def.gen.],18771,1,الوحدوي:18771
8779,رُعام,رعام,noun,ر ع م,by;with+glanders (infectious horse disease),18770,1,برعام:18770
8780,سِينُودُس,سينودس,noun,,synod,18741,1,سينودس:18741
8781,وَضْعِيَّة,وضعية,noun,,status;position+[fem.pl.],18737,1,وضعيات:18737
8782,عَقَدِيّ,عقدي,adj,ع ق د,the+dogmatic;doctrinaire+[fem.sg.],18728,1,العقدية:18728
8783,أُلْفَة,ألفة,noun,,the+familiarity;friendship;harmony+[fem.sg.],18724,1,الألفة:18724
8784,رَشّاشَة,رشاشة,noun,ر ش ش,machine gun+[def.gen.],18722,1,رشاش:18722
8785,بَئِس,بئس,verb,,be dejected;be miserable+he;it <verb>,18721,1,بئس:18721
8786,كَلِيب,كليب,noun,ك ل ب,the+rabid;raging,18720,1,الكلبي:18720
8787,نَشْء,نشء,noun,,the+youth;generation,18719,1,النشء:18719
8788,وارِث,وارث,adj,,the+inheriting,18718,1,الوارث:18718
8789,بِيلْيَه,بيليه,noun,,marble,18708,1,بيليه:18708
8790,جُذاذَة,جذاذة,noun,ج ذ ذ,slip;shred+[fem.pl.],18693,1,جذاذات:18693
8791,جُنْباز,جنباز,noun,ج ن ب ز,the+gymnastics;calisthenics+[def.gen.],18691,1,الجمباز:18691
8792,فُولِيك,فوليك,noun,,the+folic,18685,1,الفوليك:18685
8793,مُتَنافِس,متنافس,noun,ن ف س,the+competitor;opponent+[masc.pl.],18682,1,المتنافسين:18682
8794,باذِنْجان,باذنجان,noun,,the+eggplant,18675,1,الباذنجان:18675
8795,مِلاحِيّ,ملاحي,adj,م ل ح,the+navigational;shipping+[fem.sg.],18665,1,الملاحية:18665
8796,زَيان,زيان,noun,,beautiful,18663,1,زيان:18663
8797,تَكَدَّس,تكدس,verb,ك د س,pile up;accumulate+he;it <verb>,18657,1,تكدس:18657
8798,مُشَيِّن,مشين,adj,,the+disgraceful+[fem.sg.],18649,1,المشينة:18649
8799,مَغْلُوط,مغلوط,adj,غ ل ط,false;wrong+its;his,18636,1,مغلوطة:18636
8800,أَرِج,أرج,verb,,be aromatic+they <verb>,18625,1,ارجوا:18625
8801,طَبْل,طبل,noun,ط ب ل,the+drums+[def.nom.],18620,1,الطبول:18620
8802,تَكَفَّل,تكفل,verb,ك ف ل,you [masc.sg.]+become liable;be responsible;guarantee,18615,1,تتكفل:18615
8803,تَنْكِيل,تنكيل,noun,ن ك ل,[part.] + the+exemplary punishment;containment;maltreatment,18615,1,والتنكيل:18615
8804,صائِغ,صائغ,noun,,the+jeweler,18613,1,الصائغ:18613
8805,مُعَجَّل,معجل,adj,ع ج ل,the+in advance,18608,1,المعجل:18608
8806,مُلْحِد,ملحد,noun,ل ح د,the+atheist;heretic+two,18603,1,الملحدين:18603
8807,غَبِيّ,غبي,adj,,ignorant;stupid,18601,1,غبي:18601
8808,ذَمّ,ذم,noun,ذ م م,censure;criticism,18601,1,ذم:18601
8809,أَلَحّ,ألح,verb,ل ح ح,insist;harass;bother+he;it <verb>,18595,1,الح:18595
8810,مُحْتَلّ,محتل,noun,ح ل ل,the+occupying+[masc.pl.],18591,1,المحتلين:18591
8811,يائِس,يائس,adj,,hopeless;despairing+[fem.sg.],18580,1,يائسة:18580
8812,أَحْزَم,أحزم,noun,ح ز م,more;most determined+its;his,18577,1,أحزمة:18577
8813,كافَح,كافح,verb,ك ف ح,you [masc.sg.]+struggle against;fight against,18569,1,تكافح:18569
8814,وَطِيد,وطيد,adj,,strong;solid;unshakable+its;his,18564,1,وطيدة:18564
8815,شَوّاء,شواء,noun,,the+seller of roast meat;rotisseur,18563,1,الشواء:18563
8816,رَمَق,رمق,noun,ر م ق,the+last sign of life;last breath of life,18557,1,الرمق:18557
8817,حَظِيرَة,حظيرة,noun,ح ظ ر,enclosure;yard;hangar+[fem.sg.],18541,1,حظيرة:18541
8818,فاتِر,فاتر,adj,ف ت ر,the+lethargic;lukewarm,18539,1,الفاتر:18539
8819,ما,ما,pron_interrog,,with what,18534,1,بم:18534
8820,تَأْدِيب,تأديب,noun,,the+chastisement;education,18528,1,التأديب:18528
8821,قَيَّر,قير,verb,,apply tar to;apply pitch to+he;it <verb>,18527,1,قير:18527
8822,وَصِيف,وصيف,noun,,the+valet;lad;page,18525,1,الوصيف:18525
8823,غَرَّى,غرى,verb,,glue+you [masc.sg.] <verb>,18521,1,غريت:18521
8824,رَجُس,رجس,verb,ر ج س,be filthy;be disgraceful+he;it <verb>,18520,1,رجس:18520
8825,مُخَبَّأَة,مخبأة,noun,,hidden;secret+[fem.sg.],18507,1,مخبأة:18507
8826,شَفَق,شفق,noun,ش ف ق,dusk;twilight,18499,1,شفق:18499
8827,تَعَطَّل,تعطل,verb,ع ط ل,be hindered;be interrupted;be obstructed+it;they;she <verb>,18498,1,تعطلت:18498
8828,شاحّ,شاح,verb,ش ح ح,while+withhold;be stingy+he;it <verb>,18497,1,وشاح:18497
8829,حَضّ,حض,noun,ح ض ض,incitement;instigation+[def.nom.],18495,1,حض:18495
8830,حامِي,حامي,noun,,protector;patron+[masc.pl.],18495,1,حامي:18495
8831,قاصّ,قاص,noun,ق ص ص,the+novelist,18494,1,القاص:18494
8832,خاوِي,خاوي,noun,,empty;dreary;desolate+his;its,18490,1,خاوية:18490
8833,جَزَرِيّ,جزري,adj,ج ز ر,the+insular,18488,1,الجزري:18488
8834,إِضاعَة,إضاعة,noun,,waste;loss+[fem.sg.],18484,1,إضاعة:18484
8835,مَخِيلَة,مخيلة,noun,,symptoms;visions,18481,1,مخايل:18481
8836,ماسُونِيّ,ماسوني,noun,,the+Freemason;Masonic+[fem.sg.],18480,1,الماسونية:18480
8837,مُخْتَرَع,مخترع,noun,خ ر ع,the+invention,18480,1,المخترع:18480
8838,فاء,فاء,noun,,the+fa' (Arabic letter),18478,1,الفاء:18478
8839,سَبانَخ,سبانخ,noun,,the+spinach,18473,1,السبانخ:18473
8840,تَوْكِيد,توكيد,noun,,confirmation;assertion,18459,1,توكيد:18459
8841,تَفْوِيت,تفويت,noun,,alienation+[def.gen.],18452,1,تفويت:18452
8842,حَدَب,حدب,noun,ح د ب,affection;kindness+[indef.gen.],18444,1,حدب:18444
8843,أَضاع,أضاع,verb,,lose;miss;let go by+he;it <verb>,18423,1,أضاع:18423
8844,غَلَّف,غلف,verb,غ ل ف,you [masc.sg.]+wrap;envelope;cover,18422,1,تغلف:18422
8845,مُتَضارِب,متضارب,noun,ض ر ب,conflicting;contradictory+[fem.sg.],18406,1,متضاربة:18406
8846,مُعْسِر,معسر,adj,ع س ر,the+impoverished;indigent+two,18404,1,المعسرين:18404
8847,لَبِيس,لبيس,adj,ل ب س,by;with+worn;second-hand,18398,1,بلبيس:18398
8848,تَقِيَّة,تقية,noun,,the+dissimulation+[fem.sg.],18395,1,التقية:18395
8849,بَقْس,بقس,noun,,the+box,18394,1,البقس:18394
8850,تَمادَى,تمادى,verb,,go far;continue;persevere+he;it <verb>,18391,1,تمادى:18391
8851,صاغِي,صاغي,noun,,attentive;listening+[fem.sg.],18386,1,صاغية:18386
8852,جَرَب,جرب,noun,ج ر ب,mange;scabies+its;his,18385,1,جربة:18385
8853,لامَحْدُود,لامحدود,noun,ح د د,the+unlimited+[def.gen.],18380,1,اللامحدود:18380
8854,طاهِي,طاهي,noun,,the+cooks+[fem.sg.],18374,1,الطهاة:18374
8855,مَذْبَح,مذبح,noun,ذ ب ح,slaughterhouse+[def.gen.],18373,1,مذبح:18373
8856,فَرَّع,فرع,verb,ف ر ع,I+ramify,18373,1,افرع:18373
8857,مِصْيَدَة,مصيدة,noun,,trap;net+[fem.sg.],18372,1,مصيدة:18372
8858,عَشائِرِيّ,عشائري,noun,ع ش ر,the+tribalism;clannish+[fem.sg.],18368,1,العشائرية:18368
8859,بارَع,بارع,verb,ب ر ع,strive;work+he;it <verb>,18352,1,بارع:18352
8860,مُتَّسَع,متسع,noun,,space;room,18344,1,متسع:18344
8861,مُعَيِّب,معيب,noun,,the+critic;censurer+[def.gen.],18340,1,المعيب:18340
8862,حَشّاش,حشاش,noun,ح ش ش,hashish user,18328,1,حشاش:18328
8863,تَكْمِيم,تكميم,noun,ك م م,quantification;express in numbers,18315,1,تكميم:18315
8864,مَقْطُور,مقطور,noun,ق ط ر,trailer+[fem.pl.],18307,1,مقطورات:18307
8865,فَجّ,فج,noun,ف ج ج,road,18306,1,فج:18306
8866,نَسّاج,نساج,noun,ن س ج,the+weaver+[masc.pl.],18292,1,النساجون:18292
8867,خَرَز,خرز,noun,خ ر ز,the+beads,18288,1,الخرز:18288
