front,frequency,frequency_source,reason
کھولا,Zipf 4.25,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
کہلاتا,Zipf 4.25,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
گزرتے,Zipf 4.25,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
گلیوں,Zipf 4.25,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
گھاٹ,Zipf 4.25,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
ھ,Zipf 4.25,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
یاب,Zipf 4.25,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
ارباب,Zipf 4.24,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
ازم,Zipf 4.24,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
المومنین,Zipf 4.24,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
النبی,Zipf 4.24,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
برادران,Zipf 4.24,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
بسا,Zipf 4.24,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
بینظیر,Zipf 4.24,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
ترغیب,Zipf 4.24,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
تی,Zipf 4.24,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
جاگیر,Zipf 4.24,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
حفاظتی,Zipf 4.24,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
خطرات,Zipf 4.24,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
درخواستیں,Zipf 4.24,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
دیدیا,Zipf 4.24,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
ربیع,Zipf 4.24,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
رسوخ,Zipf 4.24,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
رقبہ,Zipf 4.24,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
روئے,Zipf 4.24,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
زین,Zipf 4.24,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
سین,Zipf 4.24,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
عطاء,Zipf 4.24,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
مالیت,Zipf 4.24,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
مجموعے,Zipf 4.24,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
معانی,Zipf 4.24,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
معرفت,Zipf 4.24,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
ممنون,Zipf 4.24,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
موڈ,Zipf 4.24,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
مکی,Zipf 4.24,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
وارڈ,Zipf 4.24,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
وقفے,Zipf 4.24,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
ویڈیوز,Zipf 4.24,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
ٹرائل,Zipf 4.24,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
ٹریڈنگ,Zipf 4.24,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
پھٹ,Zipf 4.24,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
کرائم,Zipf 4.24,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
کھائیں,Zipf 4.24,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
گزارنے,Zipf 4.24,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
ہاشم,Zipf 4.24,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
ہنگامہ,Zipf 4.24,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
اثاثہ,Zipf 4.23,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
اسمبلیوں,Zipf 4.23,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
ایڈووکیٹ,Zipf 4.23,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
بالائی,Zipf 4.23,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
برانڈ,Zipf 4.23,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
بریلوی,Zipf 4.23,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
بھارتیہ,Zipf 4.23,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
بھگت,Zipf 4.23,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
تسلط,Zipf 4.23,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
جزو,Zipf 4.23,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
جنید,Zipf 4.23,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
جہازوں,Zipf 4.23,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
حجاج,Zipf 4.23,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
حکومتیں,Zipf 4.23,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
خیالی,Zipf 4.23,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
رنگوں,Zipf 4.23,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
سائے,Zipf 4.23,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
سنتا,Zipf 4.23,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
شائقین,Zipf 4.23,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
شق,Zipf 4.23,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
صاحبزادے,Zipf 4.23,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
فضول,Zipf 4.23,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
قرب,Zipf 4.23,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
لائف,Zipf 4.23,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
لاک,Zipf 4.23,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
لیبر,Zipf 4.23,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
مانگتے,Zipf 4.23,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
مختص,Zipf 4.23,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
مشتبہ,Zipf 4.23,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
مطالبات,Zipf 4.23,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
مقتول,Zipf 4.23,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
موٹی,Zipf 4.23,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
مہینہ,Zipf 4.23,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
نکلتی,Zipf 4.23,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
پارٹیاں,Zipf 4.23,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
پرستوں,Zipf 4.23,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
پڑتال,Zipf 4.23,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
پکڑنے,Zipf 4.23,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
پھرتے,Zipf 4.23,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
چہروں,Zipf 4.23,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
ڈیٹ,Zipf 4.23,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
گارڈ,Zipf 4.23,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
گلوکار,Zipf 4.23,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
آدمیوں,Zipf 4.22,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
آوروں,Zipf 4.22,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
اعتزاز,Zipf 4.22,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
افسوسناک,Zipf 4.22,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
الاول,Zipf 4.22,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
العزت,Zipf 4.22,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
الی,Zipf 4.22,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
اٹھائی,Zipf 4.22,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
اکثریتی,Zipf 4.22,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
اکمل,Zipf 4.22,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
ایڈ,Zipf 4.22,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
بخشی,Zipf 4.22,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
بہبود,Zipf 4.22,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
تعمیرات,Zipf 4.22,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
تناؤ,Zipf 4.22,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
جارج,Zipf 4.22,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
ججز,Zipf 4.22,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
جلسوں,Zipf 4.22,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
جمشید,Zipf 4.22,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
جڑی,Zipf 4.22,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
خبردار,Zipf 4.22,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
خدائی,Zipf 4.22,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
خیل,Zipf 4.22,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
دعاؤں,Zipf 4.22,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
دلائی,Zipf 4.22,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
دہانی,Zipf 4.22,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
ربط,Zipf 4.22,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
رشتوں,Zipf 4.22,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
رفت,Zipf 4.22,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
رگ,Zipf 4.22,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
ریڈی,Zipf 4.22,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
سیزن,Zipf 4.22,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
شعراء,Zipf 4.22,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
عزائم,Zipf 4.22,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
فنون,Zipf 4.22,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
قحط,Zipf 4.22,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
لائیو,Zipf 4.22,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
لاشوں,Zipf 4.22,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
لڑی,Zipf 4.22,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
لیفٹیننٹ,Zipf 4.22,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
لیٹ,Zipf 4.22,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
ملاقاتیں,Zipf 4.22,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
میگزین,Zipf 4.22,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
وحدت,Zipf 4.22,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
وفاداری,Zipf 4.22,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
ٹیبل,Zipf 4.22,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
پتے,Zipf 4.22,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
پختونخواہ,Zipf 4.22,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
پرائمری,Zipf 4.22,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
پروان,Zipf 4.22,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
پیدل,Zipf 4.22,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
چیمپئن,Zipf 4.22,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
ڈیفنس,Zipf 4.22,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
کوفہ,Zipf 4.22,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
گزاری,Zipf 4.22,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
ھی,Zipf 4.22,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
ہالی,Zipf 4.22,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
ہمدرد,Zipf 4.22,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
آسٹریلوی,Zipf 4.21,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
آہنگی,Zipf 4.21,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
اتارا,Zipf 4.21,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
ارادے,Zipf 4.21,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
اسپین,Zipf 4.21,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
الحدیث,Zipf 4.21,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
انعامات,Zipf 4.21,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
اوائل,Zipf 4.21,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
اورنج,Zipf 4.21,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
اولیاء,Zipf 4.21,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
ایشین,Zipf 4.21,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
بالادستی,Zipf 4.21,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
بسی,Zipf 4.21,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
بلاشبہ,Zipf 4.21,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
بنادیا,Zipf 4.21,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
بوڑھے,Zipf 4.21,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
بھلے,Zipf 4.21,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
بیڈ,Zipf 4.21,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
تاب,Zipf 4.21,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
تحلیل,Zipf 4.21,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
ترمذی,Zipf 4.21,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
تھائی,Zipf 4.21,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
جاتاہے,Zipf 4.21,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
جذباتی,Zipf 4.21,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
حریف,Zipf 4.21,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
خو,Zipf 4.21,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
داخلے,Zipf 4.21,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
دارالعلوم,Zipf 4.21,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
داریاں,Zipf 4.21,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
راغب,Zipf 4.21,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
زاد,Zipf 4.21,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
سور,Zipf 4.21,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
سیٹھی,Zipf 4.21,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
شاکر,Zipf 4.21,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
شعرا,Zipf 4.21,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
شفیع,Zipf 4.21,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
شوری,Zipf 4.21,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
عبوری,Zipf 4.21,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
عنہا,Zipf 4.21,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
قصے,Zipf 4.21,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
قطرے,Zipf 4.21,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
مارکس,Zipf 4.21,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
مانگا,Zipf 4.21,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
محقق,Zipf 4.21,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
مظاہروں,Zipf 4.21,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
منافق,Zipf 4.21,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
منت,Zipf 4.21,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
مکانی,Zipf 4.21,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
میچوں,Zipf 4.21,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
نشے,Zipf 4.21,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
نصیر,Zipf 4.21,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
نکلیں,Zipf 4.21,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
واردات,Zipf 4.21,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
واٹس,Zipf 4.21,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
ورژن,Zipf 4.21,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
ٹریک,Zipf 4.21,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
ٹھکانے,Zipf 4.21,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
پائلٹ,Zipf 4.21,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
چھپی,Zipf 4.21,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
کمیونسٹ,Zipf 4.21,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
کھاتا,Zipf 4.21,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
گزارا,Zipf 4.21,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
گلزار,Zipf 4.21,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
ھم,Zipf 4.21,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
ہونٹوں,Zipf 4.21,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
۲,Zipf 4.21,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
اعلامیہ,Zipf 4.20,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
الٹا,Zipf 4.20,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
املاک,Zipf 4.20,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
انچارج,Zipf 4.20,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
اوراس,Zipf 4.20,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
باشندے,Zipf 4.20,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
بٹھا,Zipf 4.20,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
تابع,Zipf 4.20,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
تاحال,Zipf 4.20,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
تجدید,Zipf 4.20,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
تضاد,Zipf 4.20,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
تعمیراتی,Zipf 4.20,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
تھری,Zipf 4.20,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
جماعتی,Zipf 4.20,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
حسینی,Zipf 4.20,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
حقانی,Zipf 4.20,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
دیدی,Zipf 4.20,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
روتے,Zipf 4.20,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
ریٹ,Zipf 4.20,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
سیکڑوں,Zipf 4.20,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
شاعروں,Zipf 4.20,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
شہاب,Zipf 4.20,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
شہزادے,Zipf 4.20,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
شیشے,Zipf 4.20,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
عربوں,Zipf 4.20,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
عنقریب,Zipf 4.20,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
غلطیاں,Zipf 4.20,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
فرقے,Zipf 4.20,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
فرماتا,Zipf 4.20,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
فضائل,Zipf 4.20,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
فوڈ,Zipf 4.20,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
فیڈرل,Zipf 4.20,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
موقعہ,Zipf 4.20,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
نبیصلی,Zipf 4.20,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
نظمیں,Zipf 4.20,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
نگران,Zipf 4.20,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
پروین,Zipf 4.20,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
پڑھیے,Zipf 4.20,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
پہل,Zipf 4.20,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
پہلوؤں,Zipf 4.20,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
پہنچتا,Zipf 4.20,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
پہنچیں,Zipf 4.20,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
پین,Zipf 4.20,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
ڈ,Zipf 4.20,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
ڈیموکریٹک,Zipf 4.20,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
کرد,Zipf 4.20,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
کریک,Zipf 4.20,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
کنونشن,Zipf 4.20,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
گھوم,Zipf 4.20,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
آجائیں,Zipf 4.19,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
احمدیہ,Zipf 4.19,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
اسامہ,Zipf 4.19,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
اسسٹنٹ,Zipf 4.19,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
