rank,front,meaning,frequency_evidence,frequency_source,semantic_support,kaikki_readurdu_agree,kaikki_word2word_agree,readurdu_word2word_agree,kaikki_meaning,readurdu_meaning,word2word_meaning
2771,گھاس,hay; sod; grass,Zipf 4.20,wordfreq Urdu multi-corpus ranking (supplemental),Kaikki+ReadUrdu+word2word,True,True,True,hay; sod; grass,grass; sod; hay,grass; worms; dirt; eaten; covered
2772,بخشش,pardon,Zipf 4.19,wordfreq Urdu multi-corpus ranking (supplemental),Kaikki+ReadUrdu,True,False,False,pardon,n. pardon | Platts: (abst. s. fr. baḵẖsh,TIP; HAT; THE; ?
2773,برج,tower; turret; bastion,Zipf 4.19,wordfreq Urdu multi-corpus ranking (supplemental),Kaikki+ReadUrdu,True,False,False,tower; turret; bastion,n. bastion; tower; turret | Platts:,
2774,بندرگاہ,port,Zipf 4.19,wordfreq Urdu multi-corpus ranking (supplemental),ReadUrdu+word2word,False,False,True,,"port, harbour",port; Contracts; globe; base; tracked
2775,خانم,a lady; a woman of rank; a princess; title of the wife of a ḵẖān,Zipf 4.19,wordfreq Urdu multi-corpus ranking (supplemental),Kaikki+ReadUrdu,True,False,False,"a lady, a woman of rank, a princess; title of the wife of a ḵẖān","n. a lady, a woman of rank, a princess; title of the wife of a ḵẖān | Platts: (fem. of ḵẖān)",
2776,لقب,surname; nickname; title; appellation,Zipf 4.19,wordfreq Urdu multi-corpus ranking (supplemental),Kaikki+ReadUrdu,True,False,False,"surname; nickname; title, appellation, epithet","n. title, appellation, epithet; surname; nickname | Platts:",
2777,میکسیکو,Mexico (a country in North America),Zipf 4.19,wordfreq Urdu multi-corpus ranking (supplemental),Kaikki+ReadUrdu+word2word,True,True,True,Mexico (a country in North America),Mexico (a country in North America),Mexico; cartels; jurisdiction; Especially; specialty
2778,نکالنا,to extract; to remove; take out,Zipf 4.19,wordfreq Urdu multi-corpus ranking (supplemental),Kaikki+ReadUrdu,True,False,False,"to extract; to remove, take out","v. to remove, take out; to extract | Platts: v.t To pull or draw out; to take out (of, -se); to extract; to express; to distil; — to extricate; — to pick…",them; disclose; needs; head; responsible
2779,ٹھنڈی,feminine,Zipf 4.19,wordfreq Urdu multi-corpus ranking (supplemental),ReadUrdu+word2word,False,False,True,,feminine singular of ٹَھنْڈا (ṭhanḍā — cold),Cool; cold; get; don; want
2780,ٹھہر,stay,Zipf 4.19,wordfreq Urdu multi-corpus ranking (supplemental),ReadUrdu+word2word,False,False,True,,"form of ٹَھہَرْنا (ṭhaharnā — to wait, stay, stop)",keep; quiet; Stay; and; here
2781,پوچھتے,plural masculine of پُوچْھنا (pūchnā — to ask,Zipf 4.19,wordfreq Urdu multi-corpus ranking (supplemental),ReadUrdu+word2word,False,False,True,,"plural masculine of پُوچْھنا (pūchnā — to ask, enquire)",ask; coffee; let; gotta; guys
2782,گھی,ghee; clarified butter,Zipf 4.19,wordfreq Urdu multi-corpus ranking (supplemental),Kaikki+ReadUrdu,True,False,False,ghee; clarified butter,ghee; clarified butter,
2783,ترانہ,anthem; melody,Zipf 4.18,wordfreq Urdu multi-corpus ranking (supplemental),Kaikki+ReadUrdu,True,False,False,"anthem, melody","n. anthem, melody | Platts: (S.",
2784,حسرت,longing,Zipf 4.18,wordfreq Urdu multi-corpus ranking (supplemental),Kaikki+ReadUrdu,True,False,False,"grief, wistfulness; longing, wish, desire","unfulfilled longing, regret",
2785,شرک,polytheism; idolatry,Zipf 4.18,wordfreq Urdu multi-corpus ranking (supplemental),Kaikki+ReadUrdu,True,False,False,"polytheism, idolatry","n. polytheism, idolatry | Platts: (inf. n. of شرك 'to share,' &c.)",
2786,قاتلوں,plural,Zipf 4.18,wordfreq Urdu multi-corpus ranking (supplemental),ReadUrdu+word2word,False,False,True,,"plural oblique of قاتِل (qātil — killer, murderer, assassin)",killers; ain; cutthroat; murderers; murdered
2787,قوی,robust; strong; mighty,Zipf 4.18,wordfreq Urdu multi-corpus ranking (supplemental),Kaikki+ReadUrdu,True,False,False,"robust, strong, mighty","adj. robust, strong, mighty | n. irregular plural of قوت (quvvat, “strength, force”) | Platts:",
2788,لمبائی,height; length,Zipf 4.18,wordfreq Urdu multi-corpus ranking (supplemental),Kaikki+ReadUrdu,True,False,False,height; length,n. length; height | Platts:,
2789,لڑتے,plural masculine of لَڑْنا (laṛnā — to fight,Zipf 4.18,wordfreq Urdu multi-corpus ranking (supplemental),ReadUrdu+word2word,False,False,True,,"plural masculine of لَڑْنا (laṛnā — to fight, combat; battle)",fight; RINGING; CELL; PHONE; (
2790,ملائیشیا,Malaysia (a country in Southeast Asia),Zipf 4.18,wordfreq Urdu multi-corpus ranking (supplemental),Kaikki+ReadUrdu+word2word,True,True,True,Malaysia (a country in Southeast Asia),Malaysia (a country in Southeast Asia),guy; Malaysia; Malaysian; nephew; station
2791,ڈھاکہ,Dhaka (the capital city of Bangladesh); Dhaka District (a district of Bangladesh); Dhaka Division (a division of Bangladesh),Zipf 4.18,wordfreq Urdu multi-corpus ranking (supplemental),Kaikki+ReadUrdu,True,False,False,Dhaka (the capital city of Bangladesh); Dhaka District (a district of Bangladesh); Dhaka Division (a division of Bangladesh),Dhaka (the capital city of Bangladesh); Dhaka District (a district of Bangladesh); Dhaka Division (a division of Bangladesh),
2792,کنارہ,edge,Zipf 4.18,wordfreq Urdu multi-corpus ranking (supplemental),Kaikki+ReadUrdu,True,False,False,edge; side; limit,"edge, bank, shore",torch; tie; end; Now; this
2793,ہاتھی,elephant,Zipf 4.18,wordfreq Urdu multi-corpus ranking (supplemental),Kaikki+ReadUrdu,True,False,False,elephant,elephant,
2794,ہوس,curiosity; lust; greed; inordinate desire,Zipf 4.18,wordfreq Urdu multi-corpus ranking (supplemental),Kaikki+ReadUrdu,True,False,False,"curiosity; lust, greed, inordinate desire","n. lust, greed, inordinate desire; curiosity | Platts:",
2795,الیاس,Ilyas,Zipf 4.17,wordfreq Urdu multi-corpus ranking (supplemental),Kaikki+ReadUrdu,True,False,False,Ilyas,"Ilyas; a male given name, Ilyas, from Arabic إِلْيَاس (ʔilyās)",
2796,تعجب,surprise; astonishment,Zipf 4.17,wordfreq Urdu multi-corpus ranking (supplemental),Kaikki+ReadUrdu+word2word,True,True,False,"surprise, astonishment",astonishment,surprise; Yo; Sheriff; proceedings; someone
2797,خزاں,autumn; fall; autumn (season of the year),Zipf 4.17,wordfreq Urdu multi-corpus ranking (supplemental),Kaikki+ReadUrdu+word2word,True,True,True,"decay; autumn, old age; fall, autumn (season of the year)",autumn,fall; Israelis; autumn; All; caught
2798,خطیب,a reader; an orator; preacher (one who delivers a sermon); representative (one who speaks for a community,Zipf 4.17,wordfreq Urdu multi-corpus ranking (supplemental),Kaikki+ReadUrdu,True,False,False,"a reader; an orator, preacher (one who delivers a sermon); representative (one who speaks for a community; group)","n. an orator, preacher (one who delivers a sermon); representative (one who speaks for a community; group); a reader | Platts: (fr. خطب 'to recite')",
2799,راجستھان,Rajasthan (a state in northwestern India; created in 1949 and replacing the former province of Rajputana),Zipf 4.17,wordfreq Urdu multi-corpus ranking (supplemental),Kaikki+ReadUrdu,True,False,False,"Rajasthan (a state in northwestern India, created in 1949 and replacing the former province of Rajputana)","Rajasthan (a state in northwestern India, created in 1949 and replacing the former province of Rajputana)",
2800,ستون,obelisk; pillar; support; column,Zipf 4.17,wordfreq Urdu multi-corpus ranking (supplemental),Kaikki+ReadUrdu,True,False,False,"obelisk,; pillar, support, column, prop, beam","n. pillar, support, column, prop, beam; obelisk, | Platts:",
2801,سنیں,plural perfective of سُنْنا (sunnā — to listen,Zipf 4.17,wordfreq Urdu multi-corpus ranking (supplemental),ReadUrdu+word2word,False,False,True,,"plural perfective of سُنْنا (sunnā — to listen, to hear)",listen; Listen; CRAZY; SOUNDS; LISTEN
2802,غلاموں,servant”),Zipf 4.17,wordfreq Urdu multi-corpus ranking (supplemental),ReadUrdu+word2word,False,False,True,,"oblique plural of غُلام (ġulām, “slave; servant”)",slaves; servants; valley; Lurs; headed
2803,لطیفہ,a meme; joke; jest; a strange,Zipf 4.17,wordfreq Urdu multi-corpus ranking (supplemental),Kaikki+ReadUrdu,True,False,False,"a meme; joke, jest; a strange; unique thing","n. joke, jest; a meme.; a strange; unique thing. | Platts: (for A. لطيفة lat̤īfat, fem. of lat̤īf)",
2804,ویزا,visa,Zipf 4.17,wordfreq Urdu multi-corpus ranking (supplemental),ReadUrdu+word2word,False,False,True,,visa,visa; secure; knowing; Which; stamps
2805,پوجا,worship; puja; a Hindu ritual offered to various deities; distinguished persons,Zipf 4.17,wordfreq Urdu multi-corpus ranking (supplemental),Kaikki+ReadUrdu,True,False,False,"worship; puja, a Hindu ritual offered to various deities, distinguished persons, or special guests","n. worship; puja, a Hindu ritual offered to various deities, distinguished persons, or special guests. | Platts:",
2806,پیج,solemn declaration; agreement; engagement; promise,Zipf 4.17,wordfreq Urdu multi-corpus ranking (supplemental),Kaikki+ReadUrdu,True,False,False,"solemn declaration, agreement, engagement, promise, vow","n. solemn declaration, agreement, engagement, promise, vow | Platts:",Page; Unger; only; medics; area
2807,چنا,chickpea (Cicer arietinum),Zipf 4.17,wordfreq Urdu multi-corpus ranking (supplemental),Kaikki+ReadUrdu,True,False,False,"chana, chickpea (Cicer arietinum)","s.m. The chick-pea, Cicer arietenum, commonly called 'gram': — ćane bhūnnā, ćane-se bhūnnā or bhūn-denā, v.t.…",
2808,کمان,arc; bow,Zipf 4.17,wordfreq Urdu multi-corpus ranking (supplemental),Kaikki+ReadUrdu,True,False,False,arc; bow,n. bow; arch; arc | Platts:,
2809,ہوشیار,clever; smart,Zipf 4.17,wordfreq Urdu multi-corpus ranking (supplemental),Kaikki+ReadUrdu+word2word,True,True,True,"clever, smart","clever, smart",smart; careful; Be; Attention; clever
2810,یوٹیوب,YouTube (online video sharing platform),Zipf 4.17,wordfreq Urdu multi-corpus ranking (supplemental),ReadUrdu+word2word,False,False,True,,YouTube (online video sharing platform),"47,000; hits; YouTube; already; ransom"
2811,آسمانی,sky blue; of or relating to the sky; celestial; heavenly,Zipf 4.16,wordfreq Urdu multi-corpus ranking (supplemental),Kaikki+ReadUrdu+word2word,True,True,True,"sky blue; of or relating to the sky; celestial, heavenly","adj. sky blue; of or relating to the sky; celestial, heavenly | Platts: adj. Heavenly, celestial; from heaven, divine; sky-coloured, azure, cerulean…",angels; heavenly; Like; Mom; host
2812,بارود,gunpowder,Zipf 4.16,wordfreq Urdu multi-corpus ranking (supplemental),Kaikki+ReadUrdu,True,False,False,gunpowder,gunpowder,Ammo; gun; fast; permit; yet
2813,باہم,mutually; conjointly; together; jointly,Zipf 4.16,wordfreq Urdu multi-corpus ranking (supplemental),Kaikki+ReadUrdu,True,False,False,"mutually, conjointly, together, jointly","mutually, conjointly, together, jointly",
2814,بحیرہ,sea,Zipf 4.16,wordfreq Urdu multi-corpus ranking (supplemental),Kaikki+ReadUrdu,True,False,False,sea,n. sea | Platts: (dim. of baḥr),stretched; steppes; shores; Mediterranean; rose
2815,بخت,fortune; luck; prosperity; fate,Zipf 4.16,wordfreq Urdu multi-corpus ranking (supplemental),Kaikki+ReadUrdu,True,False,False,"fortune, luck, prosperity, fate","n. fortune, luck, prosperity, fate | Platts:",
2816,جانشین,heir; successor,Zipf 4.16,wordfreq Urdu multi-corpus ranking (supplemental),Kaikki+ReadUrdu,True,False,False,"son; heir, successor; substitute, vicegerent","successor, heir",
2817,دکھائیں,infinitive of دِکھانا (dikhānā — to show),Zipf 4.16,wordfreq Urdu multi-corpus ranking (supplemental),ReadUrdu+word2word,False,False,True,,infinitive of دِکھانا (dikhānā — to show),Show; Exit; teeth; show; OK
2818,دھرتی,earth; soil; ground,Zipf 4.16,wordfreq Urdu multi-corpus ranking (supplemental),Kaikki+ReadUrdu,True,False,False,"earth, soil, ground","earth, soil, ground",
2819,سالار,head,Zipf 4.16,wordfreq Urdu multi-corpus ranking (supplemental),ReadUrdu+word2word,False,False,True,,"s.m. lit. 'Advanced in years'; chieftain, prince, chief, head, leader, captain, commander, general: —…",ride; head; at; Army; Persian
2820,سننا,to listen; to hear,Zipf 4.16,wordfreq Urdu multi-corpus ranking (supplemental),Kaikki+ReadUrdu+word2word,True,True,True,"to listen, to hear","v. to listen, to hear | Platts: (see the trans. sānnā), v.n. To be impregnated; to be soiled, be stained, be smeared, be defiled; to be mixed…",listen; hear; YOU; -Don; REGRETTED
2821,صوابی,Swabi (a city in Swabi district; Khyber Pakhtunkhwa; Pakistan),Zipf 4.16,wordfreq Urdu multi-corpus ranking (supplemental),Kaikki+ReadUrdu,True,False,False,"Swabi (a city in Swabi district, Khyber Pakhtunkhwa, Pakistan)","Swabi (a city in Swabi district, Khyber Pakhtunkhwa, Pakistan)",
2822,عیسائیوں,plural,Zipf 4.16,wordfreq Urdu multi-corpus ranking (supplemental),ReadUrdu+word2word,False,False,True,,plural oblique of عِیسائی ('īsāī — Christian),Christians; perhaps; add; enter; Library
2823,فحش,immoral; pornography; smut; pornographic,Zipf 4.16,wordfreq Urdu multi-corpus ranking (supplemental),Kaikki+ReadUrdu,True,False,False,"immoral; pornography, smut; pornographic, smutty","adj. vulgar, obscene, indecent; pornographic, smutty; immoral | n. vulgarity, obscenity; pornography, smut | Platts: (inf. n. of فحش 'to be gross, or lewd, or indecent,' &c.)",
2824,منشور,a manifesto,Zipf 4.16,wordfreq Urdu multi-corpus ranking (supplemental),Kaikki+ReadUrdu,True,False,False,a prism; diffused; a manifesto,n. a manifesto; diploma; patent; constitution; regulation; law,
2825,موتی,star; pearl,Zipf 4.16,wordfreq Urdu multi-corpus ranking (supplemental),Kaikki+ReadUrdu+word2word,True,True,True,star; pearl; a given name for a dog,n. pearl; star | Platts:,or; ...; braided; pearls; expensive
2826,مہاراشٹر,Maharashtra (a state in western India),Zipf 4.16,wordfreq Urdu multi-corpus ranking (supplemental),Kaikki+ReadUrdu,True,False,False,Maharashtra (a state in western India),Maharashtra (a state in western India),
2827,پٹ,crack,Zipf 4.16,wordfreq Urdu multi-corpus ranking (supplemental),Kaikki+ReadUrdu,True,False,False,crack,crack,input; cockpit; exercise; needed; anybody
2828,استقامت,adherence; rectitude; uprightness,Zipf 4.15,wordfreq Urdu multi-corpus ranking (supplemental),Kaikki+ReadUrdu,True,False,False,"adherence, rectitude, uprightness","n. adherence, rectitude, uprightness | Platts:",
2829,اونچا,high; tall; lofty; high-minded,Zipf 4.15,wordfreq Urdu multi-corpus ranking (supplemental),Kaikki+ReadUrdu,True,False,False,"high, tall, lofty; high-minded, aloof","high, tall, lofty; high-minded, aloof",
2830,ذرہ,atom; particle; mote; speck,Zipf 4.15,wordfreq Urdu multi-corpus ranking (supplemental),Kaikki+ReadUrdu,True,False,False,"atom; particle, mote, speck","n. particle, mote, speck; atom | Platts: (for A. ذرة ẕarrat, n. of un. fr. ذرّ 'to sprinkle, scatter,' &c.)",
2831,رانجھا,beloved; lover; a surname; Ranjha,Zipf 4.15,wordfreq Urdu multi-corpus ranking (supplemental),Kaikki+ReadUrdu,True,False,False,"beloved, lover; a surname, Ranjha, from Punjabi; Ranjha (the hero of the folk tragedy Heer Ranjha.)","name: a surname, Ranjha, from Punjabi | n. beloved, lover",
2832,رومی,a Grecian; a native of Rūm,Zipf 4.15,wordfreq Urdu multi-corpus ranking (supplemental),Kaikki+ReadUrdu,True,False,False,"a Turk; a Grecian,; a native of Rūm","adj. of or belonging to Rūm,; a native of Rūm,; a Grecian, | Platts: (rel. n. fr. rūm",Haider; Roomi; Taimur; Mmm-hmm; Said
2833,عرش,throne; heaven (sky); roof; canopy,Zipf 4.15,wordfreq Urdu multi-corpus ranking (supplemental),Kaikki+ReadUrdu,True,False,False,"throne; heaven (sky); roof, canopy","n. heaven (sky); throne; roof, canopy | Platts: (inf. n. of عرش 'to construct a house,' &c.)",
2834,عیسوی,Christian Era (Gregorian calendar); CE (Christian Era),Zipf 4.15,wordfreq Urdu multi-corpus ranking (supplemental),Kaikki+ReadUrdu,True,False,False,"Christian Era (Gregorian calendar); CE (Christian Era), AD (Anno Domini)",name: Christian Era (Gregorian calendar),
2835,غرق,drowned; immersed; sunk,Zipf 4.15,wordfreq Urdu multi-corpus ranking (supplemental),Kaikki+ReadUrdu+word2word,True,True,True,"drowned, immersed, sunk","drowned, sunk, immersed",drown; Let; them; ?
2836,قسط,tax; share; portion,Zipf 4.15,wordfreq Urdu multi-corpus ranking (supplemental),Kaikki+ReadUrdu,True,False,False,"tax; share, portion; equality; justice","n. share, portion; installment (ie. partial payment of a loan or debt); tax | Platts: (inf. n. of قسط 'to appoint what is just,' &c.)",Favorite; episode; Doomsday; cames; loose
2837,قطار,queue; line; row; train,Zipf 4.15,wordfreq Urdu multi-corpus ranking (supplemental),Kaikki+ReadUrdu+word2word,True,True,True,"queue, line, row; train, railway vehicle","queue, line, row; train, railway vehicle",row; Line; remembers; Women; lining
2838,لاٹھی,stick,Zipf 4.15,wordfreq Urdu multi-corpus ranking (supplemental),Kaikki+word2word,False,True,False,"stick, club, cudgel, staff; lathi (bamboo used by police)",,laptops; USB; electronic; sticks; devices
2839,ماموں,snake; maternal uncle,Zipf 4.15,wordfreq Urdu multi-corpus ranking (supplemental),Kaikki+ReadUrdu,True,False,False,snake; maternal uncle,maternal uncle; snake,
2840,مبلغ,a missionary; a sum of money,Zipf 4.15,wordfreq Urdu multi-corpus ranking (supplemental),Kaikki+ReadUrdu,True,False,False,"a missionary; a sum of money; amount, quantity","n. a missionary.; limit, reach, access; a sum of money | Platts: corr. mublag̠ (n. of place fr. بلغ 'to reach,' &c.)",WARM; D; SAFE; BE; AND
2841,وارد,incident; occurrence,Zipf 4.15,wordfreq Urdu multi-corpus ranking (supplemental),Kaikki+ReadUrdu,True,False,False,"incident, occurrence","n. incident, occurrence | Platts: (S. vāri-da)",
2842,پارہ,bribe; portion; bit; piece,Zipf 4.15,wordfreq Urdu multi-corpus ranking (supplemental),Kaikki+ReadUrdu,True,False,False,"bribe; portion, bit, piece, slip, scrap, fragment; juz; any of thirty parts of varying length into which the Qur'an is sometimes divided","n. portion, bit, piece, slip, scrap, fragment; juz; any of thirty parts of varying length into which the Qur'an is sometimes divided; bribe | Platts:",
2843,پیچھا,chase,Zipf 4.15,wordfreq Urdu multi-corpus ranking (supplemental),ReadUrdu+word2word,False,False,True,,"rear, hind part; chase, pursuit",stalking; chase; princes; buck; aware
2844,چکوال,Chakwal; a city in Punjab; Pakistan. It is the capital of Chakwal District,Zipf 4.15,wordfreq Urdu multi-corpus ranking (supplemental),Kaikki+ReadUrdu,True,False,False,"Chakwal, a city in Punjab, Pakistan. It is the capital of Chakwal District","Chakwal, a city in Punjab, Pakistan. It is the capital of Chakwal District",
2845,کیمرہ,camera,Zipf 4.15,wordfreq Urdu multi-corpus ranking (supplemental),Kaikki+ReadUrdu+word2word,True,True,True,camera,camera,camera; cameras; shitholes; bored; Moses
2846,گلا,neck; voice; throat,Zipf 4.15,wordfreq Urdu multi-corpus ranking (supplemental),Kaikki+ReadUrdu,True,False,False,neck; voice; throat,n. neck; throat; voice | Platts:,strangled; numb; nuts; yourself; smother
2847,گنگا,Ganges (a major river in the states of Uttarakhand; Uttar Pradesh; Bihar and West Bengal; India,Zipf 4.15,wordfreq Urdu multi-corpus ranking (supplemental),Kaikki+ReadUrdu,True,False,False,"Ganges (a major river in the states of Uttarakhand, Uttar Pradesh, Bihar and West Bengal, India; a major river in Rajshahi, Dhaka, Chittagong and Barisal Divisions, Bangladesh)","name: Ganges (a major river in the states of Uttarakhand, Uttar Pradesh, Bihar and West Bengal, India; a major… | Platts:",
2848,بندگی,worship; obedience; devotion; servitude,Zipf 4.14,wordfreq Urdu multi-corpus ranking (supplemental),Kaikki+ReadUrdu,True,False,False,"worship, obedience, devotion; servitude, mode of salutation, slavery","n. servitude, mode of salutation, slavery; worship, obedience, devotion | Platts: (from banda)",
2849,جزوی,partial,Zipf 4.14,wordfreq Urdu multi-corpus ranking (supplemental),Kaikki+ReadUrdu+word2word,True,True,True,partial,"adj. partial. | Platts: adj. Relating to a part or portion, pantial, in part, few; particular; trivial, petty; —",partly; fault; neglect; partial; picture
2850,حسد,jealousy; envy; jealous,Zipf 4.14,wordfreq Urdu multi-corpus ranking (supplemental),Kaikki+ReadUrdu+word2word,True,True,True,"emulation, ambition; jealousy, envy, malevolence, jealous","envy, jealousy",-; Gaze; envy; upon; jealous
2851,ذبح,slaughter; slaughtering; sacrifice,Zipf 4.14,wordfreq Urdu multi-corpus ranking (supplemental),Kaikki+ReadUrdu,True,False,False,"slaughter, slaughtering, sacrifice","n. slaughter, slaughtering, sacrifice | Platts: (inf. n. of ذبح 'to slaughter,' &c.)",unkillable; saying; it; m; s
2852,سنو,subjunctive of سُنْنا (sunnā — to listen,Zipf 4.14,wordfreq Urdu multi-corpus ranking (supplemental),ReadUrdu+word2word,False,False,True,,"subjunctive of سُنْنا (sunnā — to listen, to hear)",Listen; listen; secure; Talk; Target
2853,سیاح,tourist; traveller,Zipf 4.14,wordfreq Urdu multi-corpus ranking (supplemental),Kaikki+ReadUrdu,True,False,False,"tourist, traveller","tourist, traveller",looks; BAER; :; government; like
2854,ضعیف,the old; weak; feeble; old (of a person),Zipf 4.14,wordfreq Urdu multi-corpus ranking (supplemental),Kaikki+ReadUrdu,True,False,False,the old; weak; feeble; old (of a person),adj. weak; feeble; old (of a person); weak; slow (of mind; opinion etc.) | n. a weak; old; poor (person or man); the old,
2855,غنیمت,boon; blessing; loot; booty,Zipf 4.14,wordfreq Urdu multi-corpus ranking (supplemental),Kaikki+ReadUrdu,True,False,False,"boon, blessing; loot, booty, plunder; good luck, good fortune","n. loot, booty, plunder; boon, blessing; good luck, good fortune | Platts: (for A. غنيمة, inf. n. of غنم 'to get, or take, as spoil,' &c.)",
2856,محمدی,a Muslim; Mohammedan; pertaining to Muhammad; for example in comparison with other prophets,Zipf 4.14,wordfreq Urdu multi-corpus ranking (supplemental),Kaikki+ReadUrdu,True,False,False,"a Muslim, Mohammedan; pertaining to Muhammad, for example in comparison with other prophets","adj. pertaining to Muhammad, for example in comparison with other prophets. | n. a Muslim, Mohammedan. | Platts: adj. Of Muḥammad; Muḥammadan",
2857,پایہ,status; foundation; foot or leg of an object,Zipf 4.14,wordfreq Urdu multi-corpus ranking (supplemental),Kaikki+ReadUrdu,True,False,False,status; foundation; foot or leg of an object,n. foot or leg of an object; foundation; status | Platts: (see pā),
2858,ہیرا,diamond,Zipf 4.14,wordfreq Urdu multi-corpus ranking (supplemental),Kaikki+ReadUrdu,True,False,False,"unique; diamond; fine, delicate",n. diamond; a necklace made from precious stones,jewel; hilt; presented; fewer; waited
2859,اوکاڑہ,Okara (a city in Okara district; Punjab; Pakistan),Zipf 4.13,wordfreq Urdu multi-corpus ranking (supplemental),Kaikki+ReadUrdu,True,False,False,"Okara (a city in Okara district, Punjab, Pakistan)","Okara (a city in Okara district, Punjab, Pakistan)",
2860,بادشاہوں,plural,Zipf 4.13,wordfreq Urdu multi-corpus ranking (supplemental),ReadUrdu+word2word,False,False,True,,"plural oblique of بَادْشَاہ (bādśāh — king, monarch)",kings; disbanded; force; ordered; killing
2861,باور,belief,Zipf 4.13,wordfreq Urdu multi-corpus ranking (supplemental),Kaikki+ReadUrdu,True,False,False,belief,n. belief | Platts:,
2862,برلن,Berlin (the capital and largest city of Germany); Berlin (a state of Germany; containing the capital city),Zipf 4.13,wordfreq Urdu multi-corpus ranking (supplemental),Kaikki+ReadUrdu+word2word,True,True,True,"Berlin (the capital and largest city of Germany); Berlin (a state of Germany, containing the capital city)","Berlin (the capital and largest city of Germany); Berlin (a state of Germany, containing the capital city)",Berlin; nervous; folks; edit; newest
2863,بغض,s.m. Malice,Zipf 4.13,wordfreq Urdu multi-corpus ranking (supplemental),ReadUrdu+word2word,False,False,True,,"s.m. Malice, spite, animosity, resentment, grudge, hatred, rancour, malignity, revenge: — bug̠ẓ-ě-liʼl-lāhī,…",malice; This; than; more; is
2864,تاثیر,effect; impression,Zipf 4.13,wordfreq Urdu multi-corpus ranking (supplemental),Kaikki+ReadUrdu,True,False,False,effect; impression; penetration,"n. impression; effect; result, outcome | Platts:",
2865,تقدس,sanctity (ie. sacredness; holiness),Zipf 4.13,wordfreq Urdu multi-corpus ranking (supplemental),Kaikki+ReadUrdu,True,False,False,"sanctity (ie. sacredness, holiness)","n. sanctity (ie. sacredness, holiness) | Platts: lit. 'He is sanctified or holy'; (optat.) may (He) be sanctified; —",
2866,جلانے,oblique infinitive of جَلانا (jalānā — to burn),Zipf 4.13,wordfreq Urdu multi-corpus ranking (supplemental),ReadUrdu+word2word,False,False,True,,oblique infinitive of جَلانا (jalānā — to burn),wagon-burning; son; bitch; -; of
2867,سوراخ,s.m. Hole,Zipf 4.13,wordfreq Urdu multi-corpus ranking (supplemental),ReadUrdu+word2word,False,False,True,,"s.m. Hole, opening, orifice; foramen; perforation; passage, inlet, outlet; eye, eyelet: — sūrāḵẖ-dār",hole; holes; inches; Death; shorter
2868,سوڈان,Sudan (a country in North Africa and East Africa),Zipf 4.13,wordfreq Urdu multi-corpus ranking (supplemental),Kaikki+ReadUrdu+word2word,True,True,True,Sudan (a country in North Africa and East Africa),Sudan (a country in North Africa and East Africa),Sudan; warriors; heart; In; known
2869,صلہ,reward; connection; recompense,Zipf 4.13,wordfreq Urdu multi-corpus ranking (supplemental),Kaikki+ReadUrdu,True,False,False,reward; connection; recompense,"n. reward; recompense; connection | Platts: (for A. صلة, inf. n. of وصل 'to join, unite,' &c.)",
2870,فرش,floor; pavement; carpet; carpeting,Zipf 4.13,wordfreq Urdu multi-corpus ranking (supplemental),Kaikki+ReadUrdu+word2word,True,True,True,"floor; pavement; carpet, carpeting, rug","n. carpet, carpeting, rug; floor; pavement | Platts: (inf. n. of فرش 'to spread')",floor; Sweeping; dropped; rules; follow
2871,قاہرہ,Cairo (the capital city of Egypt); Cairo (a governorate of Egypt; containing the capital city),Zipf 4.13,wordfreq Urdu multi-corpus ranking (supplemental),Kaikki+ReadUrdu,True,False,False,"Cairo (the capital city of Egypt); Cairo (a governorate of Egypt, containing the capital city)","name: Cairo (the capital city of Egypt); Cairo (a governorate of Egypt, containing the capital city) | Platts: f. (for A. قاهرة qāhirat, fem. of qāhir). = A قاهر qāhir, m. (act. part. of قہر, 'toconquer,' &c.)",
2872,نظارہ,view,Zipf 4.13,wordfreq Urdu multi-corpus ranking (supplemental),Kaikki+ReadUrdu,True,False,False,"scene; panorama; sight, view","view, spectacle",
2873,نوشہرہ,Nowshera (a city in Nowshera district; Khyber Pakhtunkhwa; Pakistan),Zipf 4.13,wordfreq Urdu multi-corpus ranking (supplemental),Kaikki+ReadUrdu,True,False,False,"Nowshera (a city in Nowshera district, Khyber Pakhtunkhwa, Pakistan)","Nowshera (a city in Nowshera district, Khyber Pakhtunkhwa, Pakistan)",
2874,چھوڑنا,to let go,Zipf 4.13,wordfreq Urdu multi-corpus ranking (supplemental),Kaikki+ReadUrdu,True,False,True,to let go; to pardon; to abstain from,to let go; to drop (ie. drop off or drop on the floor); to leave (ie. leave behind items or reminiscence),leave; done; messages; bad; trying
2875,آہنگ,sound; design,Zipf 4.12,wordfreq Urdu multi-corpus ranking (supplemental),Kaikki+ReadUrdu,True,False,False,"sound; design; method, manner","n. tune, melody, song, composition; sound; design | Platts:",
2876,اینٹ,brick; ingot; diamond,Zipf 4.12,wordfreq Urdu multi-corpus ranking (supplemental),Kaikki+ReadUrdu,True,False,False,brick; ingot; diamond,brick; ingot; diamond,
2877,بتاؤ,infinitive of بَتانا (batānā — to tell,Zipf 4.12,wordfreq Urdu multi-corpus ranking (supplemental),ReadUrdu+word2word,False,False,True,,"infinitive of بَتانا (batānā — to tell, to inform)",Tell; tell; Russian-speakers; descendants; émigrés
