frequency_evidence,frequency_source,front,kaikki,readurdu,reason,word2word
Zipf 3.91,wordfreq Urdu multi-corpus ranking (supplemental),منزلہ,,s.m. = P منزلت manzilat,direct_mapping_without_independent_corroboration,Remember; Colfax; duplex; Street; lived
Zipf 3.91,wordfreq Urdu multi-corpus ranking (supplemental),نابینا,"blind, sightless","blind, sightless",ambiguous_direct_mapping_tied_after_corroboration,blind; Here; would; instead; girl
Zipf 3.91,wordfreq Urdu multi-corpus ranking (supplemental),ناکافی,,,direct_mapping_without_independent_corroboration,
Zipf 3.91,wordfreq Urdu multi-corpus ranking (supplemental),پتر,"a son, child; Pitrs; (paternal ancestor)","n. Pitrs; (paternal ancestor); a son, child | Platts:",direct_mapping_without_independent_corroboration,
Zipf 3.91,wordfreq Urdu multi-corpus ranking (supplemental),پروپیگنڈا,,material created to influence or persuade,direct_mapping_without_independent_corroboration,
Zipf 3.90,wordfreq Urdu multi-corpus ranking (supplemental),ار,,,direct_mapping_without_independent_corroboration,couple; single; combat; billed; proximity
Zipf 3.90,wordfreq Urdu multi-corpus ranking (supplemental),اقتصادیات,,,direct_mapping_without_independent_corroboration,
Zipf 3.90,wordfreq Urdu multi-corpus ranking (supplemental),بھینس,buffalo; a fat woman; the name of a special type of grass,buffalo; water buffalo (Bubalus bubalis); a fat woman,ambiguous_direct_mapping_tied_after_corroboration,
Zipf 3.90,wordfreq Urdu multi-corpus ranking (supplemental),تذلیل,,"s.f. Debasing, degrading, humiliating; bringing under subjection; debasement, abasement, humiliation;…",direct_mapping_without_independent_corroboration,
Zipf 3.90,wordfreq Urdu multi-corpus ranking (supplemental),دھونا,gum; resin; rosin,n. gum; resin; rosin | v. to wash; to cleanse,ambiguous_direct_mapping_tied_after_corroboration,
Zipf 3.90,wordfreq Urdu multi-corpus ranking (supplemental),دھچکا,"loss; jolt, shock, dexterity damage",,ambiguous_direct_mapping_tied_after_corroboration,blow; Watch; late; that; !
Zipf 3.90,wordfreq Urdu multi-corpus ranking (supplemental),دینار,,"s.m.f. A coin, a gold coin, a ducat, a dinar; a weight of gold (about a drachm and a half; but it is…",ambiguous_direct_mapping_tied_after_corroboration,
Zipf 3.90,wordfreq Urdu multi-corpus ranking (supplemental),رغبت,,"(for A. رغبة, inf. n. of رغب 'to desire,' &c.)",ambiguous_direct_mapping_tied_after_corroboration,
Zipf 3.90,wordfreq Urdu multi-corpus ranking (supplemental),سعی,,,direct_mapping_without_independent_corroboration,
Zipf 3.90,wordfreq Urdu multi-corpus ranking (supplemental),سیراب,,,direct_mapping_without_independent_corroboration,
Zipf 3.90,wordfreq Urdu multi-corpus ranking (supplemental),طوفانی,,(rel. n. fr. t̤ūfān),direct_mapping_without_independent_corroboration,
Zipf 3.90,wordfreq Urdu multi-corpus ranking (supplemental),غبار,,,direct_mapping_without_independent_corroboration,
Zipf 3.90,wordfreq Urdu multi-corpus ranking (supplemental),فحاشی,,"s.f. Obscenity, &c. ( = fǒḥsh)",direct_mapping_without_independent_corroboration,
Zipf 3.90,wordfreq Urdu multi-corpus ranking (supplemental),قصر,,"(inf. n. of قصر 'to be or become short; to diminish,' &c.)",direct_mapping_without_independent_corroboration,
Zipf 3.90,wordfreq Urdu multi-corpus ranking (supplemental),قلبی,,(rel. n. fr. qalbī),direct_mapping_without_independent_corroboration,
Zipf 3.90,wordfreq Urdu multi-corpus ranking (supplemental),لوٹی,,"perfective feminine of لُوٹنا (lūṭnā — to loot, steal)",direct_mapping_without_independent_corroboration,My; relations; engaging; employee; attention
Zipf 3.90,wordfreq Urdu multi-corpus ranking (supplemental),لگاتار,"continuously, uninterrupted","adv. continuously, uninterrupted | Platts:",direct_mapping_without_independent_corroboration,concise; Be; Smoke; thermals; damn
Zipf 3.90,wordfreq Urdu multi-corpus ranking (supplemental),لیلی,"dusky, dark (of skin); Juliet (a woman who is with a great lover.); a female given name, Layla or Laila, equivalent to English Leila","name: a female given name, Layla or Laila, equivalent to English Leila",direct_mapping_without_independent_corroboration,
Zipf 3.90,wordfreq Urdu multi-corpus ranking (supplemental),مدمقابل,,,direct_mapping_without_independent_corroboration,contender; middleweight; beating; reminding; working
Zipf 3.90,wordfreq Urdu multi-corpus ranking (supplemental),ملایا,,,direct_mapping_without_independent_corroboration,compare; yourself; dare; God; How
Zipf 3.90,wordfreq Urdu multi-corpus ranking (supplemental),وہابی,,(rel. n. fr. wahhāb),direct_mapping_without_independent_corroboration,
Zipf 3.90,wordfreq Urdu multi-corpus ranking (supplemental),پیاز,leek; onion,n. onion; leek | Platts:,ambiguous_direct_mapping_tied_after_corroboration,
Zipf 3.90,wordfreq Urdu multi-corpus ranking (supplemental),پیمائش,,process of assigning quantities to objects or events,ambiguous_direct_mapping_tied_after_corroboration,
Zipf 3.90,wordfreq Urdu multi-corpus ranking (supplemental),کانگو,,,direct_mapping_without_independent_corroboration,
Zipf 3.90,wordfreq Urdu multi-corpus ranking (supplemental),کروٹ,,,direct_mapping_without_independent_corroboration,
Zipf 3.90,wordfreq Urdu multi-corpus ranking (supplemental),گوری,,"s.f. (see gorā), A fair-complexioned woman; — a beauty, belle; a mistress",direct_mapping_without_independent_corroboration,
Zipf 3.89,wordfreq Urdu multi-corpus ranking (supplemental),آمدورفت,,,direct_mapping_without_independent_corroboration,
Zipf 3.89,wordfreq Urdu multi-corpus ranking (supplemental),اٹیک,,,direct_mapping_without_independent_corroboration,confirms; pulled; top; spy; Richard
Zipf 3.89,wordfreq Urdu multi-corpus ranking (supplemental),بلو,,plural vocative of بُلّا (bullā — bubble),direct_mapping_without_independent_corroboration,
Zipf 3.89,wordfreq Urdu multi-corpus ranking (supplemental),بینائی,,(see bīnā),direct_mapping_without_independent_corroboration,
Zipf 3.89,wordfreq Urdu multi-corpus ranking (supplemental),دشواری,,,direct_mapping_without_independent_corroboration,problems; Of; problem; course; small
Zipf 3.89,wordfreq Urdu multi-corpus ranking (supplemental),رومن,,,ambiguous_direct_mapping_tied_after_corroboration,Roman; Shine; brightly; Pearce; freaking
Zipf 3.89,wordfreq Urdu multi-corpus ranking (supplemental),سبکدوش,,,direct_mapping_without_independent_corroboration,
Zipf 3.89,wordfreq Urdu multi-corpus ranking (supplemental),سوالیہ,,,direct_mapping_without_independent_corroboration,
Zipf 3.89,wordfreq Urdu multi-corpus ranking (supplemental),سکونت,,"(for A. سکونة, fr. sukūn",direct_mapping_without_independent_corroboration,
Zipf 3.89,wordfreq Urdu multi-corpus ranking (supplemental),طلبی,,"adj. Requisite, desirable; —",direct_mapping_without_independent_corroboration,
Zipf 3.89,wordfreq Urdu multi-corpus ranking (supplemental),فدا,,"(inf. n. of فدي 'to give a ransom; to ransom,' &c.)",direct_mapping_without_independent_corroboration,
Zipf 3.89,wordfreq Urdu multi-corpus ranking (supplemental),فلائٹ,flight (a trip made by an aircraft),flight (a trip made by an aircraft),ambiguous_direct_mapping_tied_after_corroboration,flight; attendant; advising; reps; pilot
Zipf 3.89,wordfreq Urdu multi-corpus ranking (supplemental),مجنوں,,a Romeo,direct_mapping_without_independent_corroboration,
Zipf 3.89,wordfreq Urdu multi-corpus ranking (supplemental),وافر,,"(act. part. of وفر 'to become full, or complete,' &c.)",direct_mapping_without_independent_corroboration,
Zipf 3.89,wordfreq Urdu multi-corpus ranking (supplemental),وحشی,,(rel. n. fr. waḥsh),direct_mapping_without_independent_corroboration,savage; savages; grew; mob; frenzy
Zipf 3.89,wordfreq Urdu multi-corpus ranking (supplemental),ٹھکانہ,,,ambiguous_direct_mapping_tied_after_corroboration,techs; four; house; safe; in
Zipf 3.89,wordfreq Urdu multi-corpus ranking (supplemental),پروپیگنڈہ,,,direct_mapping_without_independent_corroboration,rumours; propaganda; latest; somehow; These
Zipf 3.89,wordfreq Urdu multi-corpus ranking (supplemental),پیچ,,"s.f. Water in which rice has been boiled, rice-gruel; gruel ( = pīćh)",direct_mapping_without_independent_corroboration,patch; told; find; You; me
Zipf 3.89,wordfreq Urdu multi-corpus ranking (supplemental),کاغذی,,,direct_mapping_without_independent_corroboration,
Zipf 3.89,wordfreq Urdu multi-corpus ranking (supplemental),کھڑکی,window,window,ambiguous_direct_mapping_tied_after_corroboration,window; WINDOW; BREAK; windshield; miss
Zipf 3.88,wordfreq Urdu multi-corpus ranking (supplemental),اعزازی,,,direct_mapping_without_independent_corroboration,
Zipf 3.88,wordfreq Urdu multi-corpus ranking (supplemental),انار,pomegranate,n. pomegranate | Platts:,ambiguous_direct_mapping_tied_after_corroboration,
Zipf 3.88,wordfreq Urdu multi-corpus ranking (supplemental),بھوکا,"hungry; starved; stingy, needy","adj. hungry; starved; stingy, needy | n. same as adjective, above",ambiguous_direct_mapping_tied_after_corroboration,hungry; wore; Actually; starving; homeless
Zipf 3.88,wordfreq Urdu multi-corpus ranking (supplemental),بھگوان,"God, the Almighty","God, the Almighty",ambiguous_direct_mapping_tied_after_corroboration,God; GOD; OH; goodness; damn
Zipf 3.88,wordfreq Urdu multi-corpus ranking (supplemental),خواہاں,,,direct_mapping_without_independent_corroboration,Right; want; front; where; be
Zipf 3.88,wordfreq Urdu multi-corpus ranking (supplemental),دائم,,"(act. part. n. of دام (for دوم), 'to continue')",direct_mapping_without_independent_corroboration,
Zipf 3.88,wordfreq Urdu multi-corpus ranking (supplemental),رضاکارانہ,,,direct_mapping_without_independent_corroboration,volunteer; volunteered; inter-agency; task; force
Zipf 3.88,wordfreq Urdu multi-corpus ranking (supplemental),رکا,,,direct_mapping_without_independent_corroboration,instead; remains; At; his; he
Zipf 3.88,wordfreq Urdu multi-corpus ranking (supplemental),ساحر,,"(act. part. of سحر 'to turn from its course,' &c.)",direct_mapping_without_independent_corroboration,
Zipf 3.88,wordfreq Urdu multi-corpus ranking (supplemental),سیب,chin; apple (fruit),n. apple (fruit); chin | Platts: ( = S.,ambiguous_direct_mapping_tied_after_corroboration,Apples; cost; nickel; represents; Rebels
Zipf 3.88,wordfreq Urdu multi-corpus ranking (supplemental),عبرانی,"Hebrew; Israeli, Jew","adj. Hebrew | name: Hebrew (language); Israeli, Jew | Platts: adj. &",direct_mapping_without_independent_corroboration,
Zipf 3.88,wordfreq Urdu multi-corpus ranking (supplemental),فوقیت,,"(for A. فوقية, abst. s. fr. fauqī, rel. n. fr. fauq)",direct_mapping_without_independent_corroboration,
Zipf 3.88,wordfreq Urdu multi-corpus ranking (supplemental),ملبہ,,,direct_mapping_without_independent_corroboration,
Zipf 3.88,wordfreq Urdu multi-corpus ranking (supplemental),نر,"man, male; male, masculine","adj. male, masculine | n. man, male | Platts:",ambiguous_direct_mapping_tied_after_corroboration,
Zipf 3.88,wordfreq Urdu multi-corpus ranking (supplemental),نگری,,s.f. A small town; a town; a village,direct_mapping_without_independent_corroboration,
Zipf 3.88,wordfreq Urdu multi-corpus ranking (supplemental),وزنی,,(rel. n. fr. wazn),direct_mapping_without_independent_corroboration,
Zipf 3.88,wordfreq Urdu multi-corpus ranking (supplemental),پالتو,pet; tamed,pet; tamed,direct_mapping_without_independent_corroboration,
Zipf 3.88,wordfreq Urdu multi-corpus ranking (supplemental),پرکشش,,,direct_mapping_without_independent_corroboration,
Zipf 3.88,wordfreq Urdu multi-corpus ranking (supplemental),پیشتر,,,direct_mapping_without_independent_corroboration,
Zipf 3.88,wordfreq Urdu multi-corpus ranking (supplemental),ڈرامائی,,,ambiguous_direct_mapping_tied_after_corroboration,DRAMATIC; MUSIC; PLAYS; dramatic; dramatically
Zipf 3.88,wordfreq Urdu multi-corpus ranking (supplemental),ڈھول,"dhol, drum","dhol, drum",ambiguous_direct_mapping_tied_after_corroboration,drum; above; off; Section; Army
Zipf 3.88,wordfreq Urdu multi-corpus ranking (supplemental),گلابی,pink; rosy,adj. rosy; pink | Platts: (gulāb,ambiguous_direct_mapping_tied_after_corroboration,pink; plump; Pink; See; flesh
Zipf 3.87,wordfreq Urdu multi-corpus ranking (supplemental),استقلال,"independence, self-rule; determination, firmness, resolution; supremacy, absolute power, sovereignty","n. independence, determination, firmness, resolution | Platts:",ambiguous_direct_mapping_tied_after_corroboration,
Zipf 3.87,wordfreq Urdu multi-corpus ranking (supplemental),الم,"enough, sufficient, adequate, equal to","adv. enough, sufficient, adequate, equal to | Platts:",direct_mapping_without_independent_corroboration,
Zipf 3.87,wordfreq Urdu multi-corpus ranking (supplemental),ایما,,"s.f. Sign, nod, beck, hint, suggestion, indirect reference or allusion; emblem, symptom",direct_mapping_without_independent_corroboration,
Zipf 3.87,wordfreq Urdu multi-corpus ranking (supplemental),ایڈمرل,,,direct_mapping_without_independent_corroboration,Granddad; admiral; retired; an; FBI
Zipf 3.87,wordfreq Urdu multi-corpus ranking (supplemental),باوقار,,,direct_mapping_without_independent_corroboration,
Zipf 3.87,wordfreq Urdu multi-corpus ranking (supplemental),بھرمیں,,,direct_mapping_without_independent_corroboration,
Zipf 3.87,wordfreq Urdu multi-corpus ranking (supplemental),تہمت,imputation; accusation; libel; slander; calumny,n. imputation; accusation; libel; slander; calumny | Platts: (for A. تہمة),ambiguous_direct_mapping_tied_after_corroboration,
Zipf 3.87,wordfreq Urdu multi-corpus ranking (supplemental),حیرانی,,(fr. ḥairān),direct_mapping_without_independent_corroboration,
Zipf 3.87,wordfreq Urdu multi-corpus ranking (supplemental),ریموٹ,,,direct_mapping_without_independent_corroboration,
Zipf 3.87,wordfreq Urdu multi-corpus ranking (supplemental),سیٹھ,,merchant; banker,direct_mapping_without_independent_corroboration,
Zipf 3.87,wordfreq Urdu multi-corpus ranking (supplemental),طاق,niche,n. niche | Platts: (Ar. form of old P. تاك tāk; and of Pehl. tāk = P. tāh or tā,direct_mapping_without_independent_corroboration,
Zipf 3.87,wordfreq Urdu multi-corpus ranking (supplemental),فلسفیانہ,,,direct_mapping_without_independent_corroboration,
Zipf 3.87,wordfreq Urdu multi-corpus ranking (supplemental),مبالغہ,,"(for A. مبالغة mubālagat, inf. n. of بالغ 'to exceed ordinary or proper bounds,' &c., iii of بلغ 'to reach,…",ambiguous_direct_mapping_tied_after_corroboration,Exaggeration
Zipf 3.87,wordfreq Urdu multi-corpus ranking (supplemental),مشکور,,"(pass. part. of شکر 'to thank, praise,' &c.), part.",direct_mapping_without_independent_corroboration,
Zipf 3.87,wordfreq Urdu multi-corpus ranking (supplemental),مصدقہ,,"(for A. مصدقة muṣaddaqat, fem. of muṣaddaq), part. = muṣaddaq, q.v",direct_mapping_without_independent_corroboration,
Zipf 3.87,wordfreq Urdu multi-corpus ranking (supplemental),مضافات,,"(pl. of muẓāfat, fem. of muẓāf)",direct_mapping_without_independent_corroboration,
Zipf 3.87,wordfreq Urdu multi-corpus ranking (supplemental),ٹوٹا,"fractured; broken; damaged; cracked, shattered","cracked, shattered; broken; damaged; fractured",direct_mapping_without_independent_corroboration,
Zipf 3.87,wordfreq Urdu multi-corpus ranking (supplemental),ٹک,big saw,big saw,direct_mapping_without_independent_corroboration,
Zipf 3.87,wordfreq Urdu multi-corpus ranking (supplemental),پھرتی,,"activity, liveliness, alertness",direct_mapping_without_independent_corroboration,
Zipf 3.87,wordfreq Urdu multi-corpus ranking (supplemental),ڈنر,,,direct_mapping_without_independent_corroboration,
Zipf 3.87,wordfreq Urdu multi-corpus ranking (supplemental),کندہ,,(perf. part. of kandan,direct_mapping_without_independent_corroboration,
Zipf 3.87,wordfreq Urdu multi-corpus ranking (supplemental),کچرا,,s.m. The Curcuma zerumbet; also C. pubescens: — a small unripe melon (ḵẖarbuza); — a pod of cotton,direct_mapping_without_independent_corroboration,
Zipf 3.87,wordfreq Urdu multi-corpus ranking (supplemental),گریجویٹ,,,direct_mapping_without_independent_corroboration,
Zipf 3.86,wordfreq Urdu multi-corpus ranking (supplemental),اڑان,flight,flight,ambiguous_direct_mapping_tied_after_corroboration,manifests; Flight; did; got; QRF-46
Zipf 3.86,wordfreq Urdu multi-corpus ranking (supplemental),بغل,"underarm; flank, margin; in between, within","n. armpit, oxter, axilla; underarm; the bosom (in relation to something which is held or guarded close to it) | Platts:",ambiguous_direct_mapping_tied_after_corroboration,
Zipf 3.86,wordfreq Urdu multi-corpus ranking (supplemental),بلاوجہ,,,direct_mapping_without_independent_corroboration,
Zipf 3.86,wordfreq Urdu multi-corpus ranking (supplemental),تعمیری,,,direct_mapping_without_independent_corroboration,
Zipf 3.86,wordfreq Urdu multi-corpus ranking (supplemental),رسک,,adj. &,direct_mapping_without_independent_corroboration,deductive; reasoning; inference; supposition; duress
Zipf 3.86,wordfreq Urdu multi-corpus ranking (supplemental),ریزہ,,(rel. n. fr. rez,direct_mapping_without_independent_corroboration,
Zipf 3.86,wordfreq Urdu multi-corpus ranking (supplemental),سلامی,,(salām+ī = Zend aff. i = S.,direct_mapping_without_independent_corroboration,
Zipf 3.86,wordfreq Urdu multi-corpus ranking (supplemental),شاعرانہ,,,direct_mapping_without_independent_corroboration,
Zipf 3.86,wordfreq Urdu multi-corpus ranking (supplemental),طبیب,"doctor, physician","doctor, physician",ambiguous_direct_mapping_tied_after_corroboration,
Zipf 3.86,wordfreq Urdu multi-corpus ranking (supplemental),قاتلانہ,,,direct_mapping_without_independent_corroboration,murderously; decapitate; accurate; aim; strike
Zipf 3.86,wordfreq Urdu multi-corpus ranking (supplemental),مزاجی,,(rel. n. fr. mizāj),direct_mapping_without_independent_corroboration,
Zipf 3.86,wordfreq Urdu multi-corpus ranking (supplemental),مہتمم,,"(for mǒhtammuṉ, act. part. of اِهْتمّ 'to be anxious (about),' &c.), viii of همّ 'to keep (one) in an…",direct_mapping_without_independent_corroboration,
Zipf 3.86,wordfreq Urdu multi-corpus ranking (supplemental),پستی,,(from past),direct_mapping_without_independent_corroboration,
Zipf 3.86,wordfreq Urdu multi-corpus ranking (supplemental),یادداشت,memory,memory,ambiguous_direct_mapping_tied_after_corroboration,them; disclose; needs; head; got
Zipf 3.85,wordfreq Urdu multi-corpus ranking (supplemental),آگرہ,power; seizing; patronage,n. seizing; surpassing; patronage | Platts:,direct_mapping_without_independent_corroboration,
Zipf 3.85,wordfreq Urdu multi-corpus ranking (supplemental),اثبات,"attestation, ascertainment, proof, verification","s.m. Establishing, confirming; confirmation, corroboration, verification, proof, demonstration;…",direct_mapping_without_independent_corroboration,
Zipf 3.85,wordfreq Urdu multi-corpus ranking (supplemental),ادنی,under; abject,"adj. abject; cad, coarse, immaterial, inconsequential, inferior, little, low, menial, minor, picayune, regardless,… | n. nothing, underdog | prep under",ambiguous_direct_mapping_tied_after_corroboration,
Zipf 3.85,wordfreq Urdu multi-corpus ranking (supplemental),انکم,,,direct_mapping_without_independent_corroboration,
Zipf 3.85,wordfreq Urdu multi-corpus ranking (supplemental),اوزار,,(pl. of وزر),direct_mapping_without_independent_corroboration,
Zipf 3.85,wordfreq Urdu multi-corpus ranking (supplemental),اکادمی,academy,academy,ambiguous_direct_mapping_tied_after_corroboration,
Zipf 3.85,wordfreq Urdu multi-corpus ranking (supplemental),بدلی,,(from badlā,direct_mapping_without_independent_corroboration,
Zipf 3.85,wordfreq Urdu multi-corpus ranking (supplemental),بناوٹ,"form, shape; creation, making","creation, making; form, shape",ambiguous_direct_mapping_tied_after_corroboration,Swords; workmanship; criticized; whimsical; mechanism
Zipf 3.85,wordfreq Urdu multi-corpus ranking (supplemental),بڑھانا,,"to increase, make greater; to extend, reach out; to praise",ambiguous_direct_mapping_tied_after_corroboration,
Zipf 3.85,wordfreq Urdu multi-corpus ranking (supplemental),بہاری,,"adj. Of, or relating to, the spring; vernal",direct_mapping_without_independent_corroboration,
Zipf 3.85,wordfreq Urdu multi-corpus ranking (supplemental),تربت,"Turbat (a city in Kech district, Balochistan, Pakistan)","name: Turbat (a city in Kech district, Balochistan, Pakistan) | Platts: (for A. تربة)",direct_mapping_without_independent_corroboration,
Zipf 3.85,wordfreq Urdu multi-corpus ranking (supplemental),تعزیرات,,,direct_mapping_without_independent_corroboration,
Zipf 3.85,wordfreq Urdu multi-corpus ranking (supplemental),تنظیمی,organizational,organizational,direct_mapping_without_independent_corroboration,
Zipf 3.85,wordfreq Urdu multi-corpus ranking (supplemental),تہلکہ,,"(for A. تہلکة tahlukat, fem., inf. n. of هلك)",direct_mapping_without_independent_corroboration,
Zipf 3.85,wordfreq Urdu multi-corpus ranking (supplemental),دکاندار,,,direct_mapping_without_independent_corroboration,
Zipf 3.85,wordfreq Urdu multi-corpus ranking (supplemental),رنگا,,"(perf. part. of raṅgnā), part.",direct_mapping_without_independent_corroboration,
Zipf 3.85,wordfreq Urdu multi-corpus ranking (supplemental),سیڑھی,"ladder; stair, step of a staircase","stair, step of a staircase; ladder",ambiguous_direct_mapping_tied_after_corroboration,
Zipf 3.85,wordfreq Urdu multi-corpus ranking (supplemental),شگاف,,(another form of shuguft,ambiguous_direct_mapping_tied_after_corroboration,bunch; crack; too; they; re
Zipf 3.85,wordfreq Urdu multi-corpus ranking (supplemental),طلائی,,,ambiguous_direct_mapping_tied_after_corroboration,Where; pieces; five; are; gold
Zipf 3.85,wordfreq Urdu multi-corpus ranking (supplemental),منتظم,"moderator, supervisor, administrator, manager","n. moderator, supervisor, administrator, manager | Platts: (act. part. of اِنْتظم 'to be ordered, or arranged,' &c., viii of نظم 'to join, string; to order, arrange,'…",ambiguous_direct_mapping_tied_after_corroboration,organize; promoter; skills; matter; an
Zipf 3.85,wordfreq Urdu multi-corpus ranking (supplemental),مکس,,,direct_mapping_without_independent_corroboration,
Zipf 3.85,wordfreq Urdu multi-corpus ranking (supplemental),نالی,"sewer, gutter; drain, tube, pipe","n. drain, tube, pipe; sewer, gutter | Platts:",ambiguous_direct_mapping_tied_after_corroboration,Gettin; groove; huh; your; on
Zipf 3.85,wordfreq Urdu multi-corpus ranking (supplemental),چلن,gait; going; usage,n. behavior; demeanor; manner | Platts:,direct_mapping_without_independent_corroboration,
Zipf 3.85,wordfreq Urdu multi-corpus ranking (supplemental),کیتھولک,"a Roman Catholic; Catholic, Roman Catholic","adj. Catholic, Roman Catholic | name: a Roman Catholic",ambiguous_direct_mapping_tied_after_corroboration,
Zipf 3.85,wordfreq Urdu multi-corpus ranking (supplemental),کیپ,,,direct_mapping_without_independent_corroboration,cape; Two; hood; Cap; slash
Zipf 3.85,wordfreq Urdu multi-corpus ranking (supplemental),ہرن,"deer, hart, gazelle, antelope","n. deer, hart, gazelle, antelope | Platts: (rt.",ambiguous_direct_mapping_tied_after_corroboration,deer; reindeer; stalking; Come; ain
Zipf 3.84,wordfreq Urdu multi-corpus ranking (supplemental),آہنی,,,direct_mapping_without_independent_corroboration,
Zipf 3.84,wordfreq Urdu multi-corpus ranking (supplemental),بعدازاں,,,direct_mapping_without_independent_corroboration,
Zipf 3.84,wordfreq Urdu multi-corpus ranking (supplemental),بیٹ,,bird's dropping,ambiguous_direct_mapping_tied_after_corroboration,Bat; HA; Batman; BATMAN; guts
Zipf 3.84,wordfreq Urdu multi-corpus ranking (supplemental),تابوت,coffin,"n. coffin | Platts: (orig. توبوت tawabūt, or تابوة tābuwat, rt. توب)",ambiguous_direct_mapping_tied_after_corroboration,coffin; wooden; indicate; cell; climbed
Zipf 3.84,wordfreq Urdu multi-corpus ranking (supplemental),سرجیکل,,,direct_mapping_without_independent_corroboration,
Zipf 3.84,wordfreq Urdu multi-corpus ranking (supplemental),سماں,"time, occasion; weather, season","time, occasion; weather, season",direct_mapping_without_independent_corroboration,
Zipf 3.84,wordfreq Urdu multi-corpus ranking (supplemental),سیا,,,direct_mapping_without_independent_corroboration,
Zipf 3.84,wordfreq Urdu multi-corpus ranking (supplemental),غلاف,,"s.m. A covering, an envelope, a wrapper, a case, cover, sheath, scabbard; a pillow-case; a quilt; — a…",ambiguous_direct_mapping_tied_after_corroboration,
Zipf 3.84,wordfreq Urdu multi-corpus ranking (supplemental),غیبت,,"(for A. غيبة, inf. n. of غيب; see g̠aib)",direct_mapping_without_independent_corroboration,
Zipf 3.84,wordfreq Urdu multi-corpus ranking (supplemental),لفٹ,,"lift, elevator (mechanical device for vertically transporting goods or people)",ambiguous_direct_mapping_tied_after_corroboration,Elevator; elevator; LIFT; stairs; Let
Zipf 3.84,wordfreq Urdu multi-corpus ranking (supplemental),ماڈرن,,,direct_mapping_without_independent_corroboration,
Zipf 3.84,wordfreq Urdu multi-corpus ranking (supplemental),مناظرہ,,"(for A. مناظرة munāz̤arat, inf. n. of ناظر 'to dispute with,' &c., iii of نظر 'to turn the eyes (to), to look…",direct_mapping_without_independent_corroboration,
Zipf 3.84,wordfreq Urdu multi-corpus ranking (supplemental),میلان,,,direct_mapping_without_independent_corroboration,
Zipf 3.84,wordfreq Urdu multi-corpus ranking (supplemental),نقص,,"(inf. n. of نقص 'to diminish,' &c.)",direct_mapping_without_independent_corroboration,
Zipf 3.84,wordfreq Urdu multi-corpus ranking (supplemental),وان,"forms adjectives and nouns which are properly masculines, chiefly from nouns, having the sense possessed of",pronom.,direct_mapping_without_independent_corroboration,Recent; revelations; Wan; wider; spotlight
Zipf 3.84,wordfreq Urdu multi-corpus ranking (supplemental),پات,,"s.m. Falling; sin, wickedness",direct_mapping_without_independent_corroboration,
Zipf 3.84,wordfreq Urdu multi-corpus ranking (supplemental),کبوتر,"innocent; pigeon, dove; beloved; a young maiden","adj. innocent | n. pigeon, dove; beloved; a young maiden | Platts: ( = S.",ambiguous_direct_mapping_tied_after_corroboration,
Zipf 3.84,wordfreq Urdu multi-corpus ranking (supplemental),گانڈ,"asshole, butthole (the anus)","asshole, butthole (the anus)",direct_mapping_without_independent_corroboration,
Zipf 3.84,wordfreq Urdu multi-corpus ranking (supplemental),گدھا,"fool, ass; a fool; ass; donkey, ass","n. donkey, ass; fool, ass",ambiguous_direct_mapping_tied_after_corroboration,rat; ass; give; principles; don
Zipf 3.83,wordfreq Urdu multi-corpus ranking (supplemental),اختتامی,last,last,direct_mapping_without_independent_corroboration,
Zipf 3.83,wordfreq Urdu multi-corpus ranking (supplemental),افراتفری,,"s.f. Hurry-skurry; confusion, disorder; bustle, tumult, commotion, uproar; alarm, consternation, panic;…",ambiguous_direct_mapping_tied_after_corroboration,chaos; create; opportunity; giving; absolute
Zipf 3.83,wordfreq Urdu multi-corpus ranking (supplemental),انکاری,denial,n. denial | Platts:,direct_mapping_without_independent_corroboration,
Zipf 3.83,wordfreq Urdu multi-corpus ranking (supplemental),اکائی,"unit; measure; a single unit, digit; ones; an administrative unit of a country","n. a single unit, digit; ones; unit; measure; an administrative unit of a country | Platts:",ambiguous_direct_mapping_tied_after_corroboration,
Zipf 3.83,wordfreq Urdu multi-corpus ranking (supplemental),بابل,,"prop. n. Babel, or Babylon",direct_mapping_without_independent_corroboration,
Zipf 3.83,wordfreq Urdu multi-corpus ranking (supplemental),بزدل,,coward,direct_mapping_without_independent_corroboration,coward; CYNTHIA; Copy; alert; Service
Zipf 3.83,wordfreq Urdu multi-corpus ranking (supplemental),تلخی,"vicissitude; bitterness, acrimony, unpleasantness","n. bitterness, unpleasantness; vicissitude | Platts:",ambiguous_direct_mapping_tied_after_corroboration,
Zipf 3.83,wordfreq Urdu multi-corpus ranking (supplemental),تما,,"s.m. Heat, pungency, &c. ( = tigma",direct_mapping_without_independent_corroboration,
Zipf 3.83,wordfreq Urdu multi-corpus ranking (supplemental),تماشہ,fun; amusement; exhibition,amusement; fun; exhibition,direct_mapping_without_independent_corroboration,
Zipf 3.83,wordfreq Urdu multi-corpus ranking (supplemental),دانا,,,direct_mapping_without_independent_corroboration,
Zipf 3.83,wordfreq Urdu multi-corpus ranking (supplemental),دانہ,bead; corn; food,n. grain; seed; corn | Platts:,ambiguous_direct_mapping_tied_after_corroboration,
Zipf 3.83,wordfreq Urdu multi-corpus ranking (supplemental),دیرینہ,,,direct_mapping_without_independent_corroboration,
