rank,front,meaning,wordfreq_zipf,dictionary_source,opus_strength,opus_details
2526,آلو,potato,4.22,Kaikki,23.077,"[{""stem"":""potato"",""cooccurrence_sentences"":43,""urdu_sentences"":64,""english_sentences"":57,""observed_rate"":0.67188,""lift"":2828.04}]"
2527,آمریت,dictatorship,4.22,Kaikki,15.295,"[{""stem"":""dictatorship"",""cooccurrence_sentences"":6,""urdu_sentences"":19,""english_sentences"":15,""observed_rate"":0.31579,""lift"":5051.01}]"
2528,آہ,sigh,4.22,Kaikki,13.969,"[{""stem"":""sigh"",""cooccurrence_sentences"":4,""urdu_sentences"":14,""english_sentences"":9,""observed_rate"":0.28571,""lift"":7616.6}]"
2529,اکیلا,alone,4.22,Kaikki,19.251,"[{""stem"":""alone"",""cooccurrence_sentences"":17,""urdu_sentences"":46,""english_sentences"":313,""observed_rate"":0.36957,""lift"":283.28}]"
2530,بخشی,general,4.22,ReadUrdu,9.181,"[{""stem"":""gener"",""cooccurrence_sentences"":5,""urdu_sentences"":59,""english_sentences"":3716,""observed_rate"":0.08475,""lift"":5.47}]"
2531,برازیل,Brazil,4.22,Kaikki,27.874,"[{""stem"":""brazil"",""cooccurrence_sentences"":145,""urdu_sentences"":199,""english_sentences"":192,""observed_rate"":0.72864,""lift"":910.51}]"
2532,بقا,survival,4.22,Kaikki,18.11,"[{""stem"":""surviv"",""cooccurrence_sentences"":13,""urdu_sentences"":41,""english_sentences"":76,""observed_rate"":0.31707,""lift"":1000.96}]"
2533,جوڑا,connect,4.22,ReadUrdu,22.202,"[{""stem"":""connect"",""cooccurrence_sentences"":41,""urdu_sentences"":255,""english_sentences"":1010,""observed_rate"":0.16078,""lift"":38.19}]"
2534,رگ,a vein,4.22,ReadUrdu,12.673,"[{""stem"":""vein"",""cooccurrence_sentences"":3,""urdu_sentences"":32,""english_sentences"":20,""observed_rate"":0.09375,""lift"":1124.64}]"
2535,سنے,to hear,4.22,ReadUrdu,13.768,"[{""stem"":""hear"",""cooccurrence_sentences"":4,""urdu_sentences"":20,""english_sentences"":489,""observed_rate"":0.2,""lift"":98.13}]"
2536,عثمانی,Usmani,4.22,Kaikki,12.947,"[{""stem"":""usmani"",""cooccurrence_sentences"":3,""urdu_sentences"":13,""english_sentences"":4,""observed_rate"":0.23077,""lift"":13841.71}]"
2537,فنون,— arts,4.22,ReadUrdu,23.273,"[{""stem"":""arts"",""cooccurrence_sentences"":50,""urdu_sentences"":165,""english_sentences"":227,""observed_rate"":0.30303,""lift"":320.28}]"
2538,قابلیت,ability,4.22,Kaikki,17.398,"[{""stem"":""abil"",""cooccurrence_sentences"":12,""urdu_sentences"":115,""english_sentences"":210,""observed_rate"":0.10435,""lift"":119.22}]"
2539,قحط,drought,4.22,ReadUrdu,14.764,"[{""stem"":""drought"",""cooccurrence_sentences"":5,""urdu_sentences"":15,""english_sentences"":116,""observed_rate"":0.33333,""lift"":689.43}]"
2540,لڑی,fight,4.22,ReadUrdu,15.579,"[{""stem"":""fight"",""cooccurrence_sentences"":7,""urdu_sentences"":45,""english_sentences"":1019,""observed_rate"":0.15556,""lift"":36.63}]"
2541,نشریات,broadcasting,4.22,Kaikki,29.133,"[{""stem"":""broadcast"",""cooccurrence_sentences"":202,""urdu_sentences"":364,""english_sentences"":471,""observed_rate"":0.55495,""lift"":282.68}]"
2542,وراثت,heritage,4.22,Kaikki,30.224,"[{""stem"":""heritage"",""cooccurrence_sentences"":263,""urdu_sentences"":492,""english_sentences"":684,""observed_rate"":0.53455,""lift"":187.5}]"
2543,ٹوپی,hat,4.22,Kaikki,17.695,"[{""stem"":""hat"",""cooccurrence_sentences"":11,""urdu_sentences"":28,""english_sentences"":24,""observed_rate"":0.39286,""lift"":3927.31}]"
2544,ٹیچر,teacher,4.22,Kaikki,27.551,"[{""stem"":""teacher"",""cooccurrence_sentences"":134,""urdu_sentences"":170,""english_sentences"":1238,""observed_rate"":0.78824,""lift"":152.76}]"
2545,پڑوسی,neighbour,4.22,Kaikki,25.342,"[{""stem"":""neighbour"",""cooccurrence_sentences"":84,""urdu_sentences"":254,""english_sentences"":161,""observed_rate"":0.33071,""lift"":492.82}]"
2546,پیدل,& Walking,4.22,ReadUrdu,20.23,"[{""stem"":""walk"",""cooccurrence_sentences"":24,""urdu_sentences"":108,""english_sentences"":400,""observed_rate"":0.22222,""lift"":133.29}]"
2547,چوتھا,fourth,4.22,Kaikki,24.046,"[{""stem"":""fourth"",""cooccurrence_sentences"":59,""urdu_sentences"":162,""english_sentences"":309,""observed_rate"":0.3642,""lift"":282.78}]"
2548,گونج,echo,4.22,Kaikki,12.736,"[{""stem"":""echo"",""cooccurrence_sentences"":3,""urdu_sentences"":26,""english_sentences"":41,""observed_rate"":0.11538,""lift"":675.21}]"
2549,آرزو,desire,4.21,Kaikki,12.685,"[{""stem"":""desire"",""cooccurrence_sentences"":3,""urdu_sentences"":30,""english_sentences"":116,""observed_rate"":0.1,""lift"":206.83}]"
2550,اوائل,beginning,4.21,ReadUrdu,11.378,"[{""stem"":""beginn"",""cooccurrence_sentences"":3,""urdu_sentences"":99,""english_sentences"":434,""observed_rate"":0.0303,""lift"":16.75}]"
2551,بالغ,adult,4.21,Kaikki,23.755,"[{""stem"":""adult"",""cooccurrence_sentences"":51,""urdu_sentences"":93,""english_sentences"":137,""observed_rate"":0.54839,""lift"":960.37}]"
2552,بمقابلہ,versus,4.21,Kaikki,13.726,"[{""stem"":""versu"",""cooccurrence_sentences"":4,""urdu_sentences"":23,""english_sentences"":20,""observed_rate"":0.17391,""lift"":2086.29}]"
2553,بوتل,bottle,4.21,Kaikki,20.899,"[{""stem"":""bottle"",""cooccurrence_sentences"":26,""urdu_sentences"":67,""english_sentences"":47,""observed_rate"":0.38806,""lift"":1980.95}]"
2554,تحلیل,dissolving,4.21,ReadUrdu,17.173,"[{""stem"":""dissolv"",""cooccurrence_sentences"":11,""urdu_sentences"":66,""english_sentences"":22,""observed_rate"":0.16667,""lift"":1817.6}]"
2555,راکٹ,rocket,4.21,Kaikki,21.926,"[{""stem"":""rocket"",""cooccurrence_sentences"":32,""urdu_sentences"":51,""english_sentences"":45,""observed_rate"":0.62745,""lift"":3345.33}]"
2556,رونا,weep,4.21,Kaikki,14.92,"[{""stem"":""weep"",""cooccurrence_sentences"":6,""urdu_sentences"":68,""english_sentences"":13,""observed_rate"":0.08824,""lift"":1628.44}]"
2557,ساحلی,coastal,4.21,Kaikki,33.85,"[{""stem"":""coast"",""cooccurrence_sentences"":651,""urdu_sentences"":887,""english_sentences"":1279,""observed_rate"":0.73393,""lift"":137.68}]"
2558,سبزی,vegetable,4.21,Kaikki,18.907,"[{""stem"":""vegetable"",""cooccurrence_sentences"":17,""urdu_sentences"":78,""english_sentences"":68,""observed_rate"":0.21795,""lift"":768.98}]"
2559,شرمناک,shameful,4.21,ReadUrdu,12.927,"[{""stem"":""shameful"",""cooccurrence_sentences"":3,""urdu_sentences"":13,""english_sentences"":5,""observed_rate"":0.23077,""lift"":11073.37}]"
2560,شعرا,Poets,4.21,ReadUrdu,13.495,"[{""stem"":""poet"",""cooccurrence_sentences"":3,""urdu_sentences"":6,""english_sentences"":90,""observed_rate"":0.5,""lift"":1332.91}]"
2561,صحن,courtyard,4.21,Kaikki,14.148,"[{""stem"":""courtyard"",""cooccurrence_sentences"":4,""urdu_sentences"":10,""english_sentences"":8,""observed_rate"":0.4,""lift"":11996.15}]"
2562,غار,cave,4.21,Kaikki,21.289,"[{""stem"":""cave"",""cooccurrence_sentences"":27,""urdu_sentences"":34,""english_sentences"":49,""observed_rate"":0.79412,""lift"":3888.31}]"
2563,مانگا,Asked for,4.21,ReadUrdu,14.955,"[{""stem"":""asked"",""cooccurrence_sentences"":6,""urdu_sentences"":46,""english_sentences"":1027,""observed_rate"":0.13043,""lift"":30.47}]"
2564,مٹھی,fist,4.21,Kaikki,13.969,"[{""stem"":""fist"",""cooccurrence_sentences"":4,""urdu_sentences"":14,""english_sentences"":13,""observed_rate"":0.28571,""lift"":5273.03}]"
2565,نغمہ,song,4.21,Kaikki,15.886,"[{""stem"":""song"",""cooccurrence_sentences"":7,""urdu_sentences"":23,""english_sentences"":119,""observed_rate"":0.30435,""lift"":613.61}]"
2566,نیپال,Nepal,4.21,Kaikki,30.671,"[{""stem"":""nepal"",""cooccurrence_sentences"":292,""urdu_sentences"":378,""english_sentences"":355,""observed_rate"":0.77249,""lift"":522.08}]"
2567,کتا,dog,4.21,Kaikki,20.334,"[{""stem"":""dog"",""cooccurrence_sentences"":21,""urdu_sentences"":33,""english_sentences"":84,""observed_rate"":0.63636,""lift"":1817.6}]"
2568,کھاتا,account,4.21,ReadUrdu,19.673,"[{""stem"":""account"",""cooccurrence_sentences"":19,""urdu_sentences"":50,""english_sentences"":1606,""observed_rate"":0.38,""lift"":56.77}]"
2569,ہرا,green,4.21,Kaikki,14.487,"[{""stem"":""green"",""cooccurrence_sentences"":5,""urdu_sentences"":27,""english_sentences"":639,""observed_rate"":0.18519,""lift"":69.53}]"
2570,ارے,hey,4.20,Kaikki,20.142,"[{""stem"":""hey"",""cooccurrence_sentences"":21,""urdu_sentences"":52,""english_sentences"":152,""observed_rate"":0.40385,""lift"":637.45}]"
2571,املاک,property,4.20,ReadUrdu,28.533,"[{""stem"":""property"",""cooccurrence_sentences"":172,""urdu_sentences"":306,""english_sentences"":529,""observed_rate"":0.56209,""lift"":254.93}]"
2572,برسی,death anniversary,4.20,Kaikki,22.759,"[{""stem"":""anniversary"",""cooccurrence_sentences"":61,""urdu_sentences"":95,""english_sentences"":1109,""observed_rate"":0.64211,""lift"":138.91},{""stem"":""death"",""cooccurrence_sentences"":42,""urdu_sentences"":95,""english_sentences"":1276,""observed_rate"":0.44211,""lift"":83.13}]"
2573,بھیڑ,mob,4.20,Kaikki,21.284,"[{""stem"":""mob"",""cooccurrence_sentences"":33,""urdu_sentences"":317,""english_sentences"":105,""observed_rate"":0.1041,""lift"":237.87}]"
2574,تجدید,Renewing,4.20,ReadUrdu,24.525,"[{""stem"":""renew"",""cooccurrence_sentences"":78,""urdu_sentences"":1224,""english_sentences"":204,""observed_rate"":0.06373,""lift"":74.95}]"
2575,تختہ,board,4.20,Kaikki,13.721,"[{""stem"":""board"",""cooccurrence_sentences"":4,""urdu_sentences"":24,""english_sentences"":1900,""observed_rate"":0.16667,""lift"":21.05}]"
2576,تضاد,contradiction,4.20,ReadUrdu,15.726,"[{""stem"":""contradiction"",""cooccurrence_sentences"":7,""urdu_sentences"":26,""english_sentences"":19,""observed_rate"":0.26923,""lift"":3399.72}]"
2577,تکبر,arrogance,4.20,Kaikki,14.348,"[{""stem"":""arrogance"",""cooccurrence_sentences"":4,""urdu_sentences"":5,""english_sentences"":9,""observed_rate"":0.8,""lift"":21326.49}]"
2578,جاہل,ignorant,4.20,Kaikki,12.314,"[{""stem"":""ignorant"",""cooccurrence_sentences"":2,""urdu_sentences"":2,""english_sentences"":3,""observed_rate"":1.0,""lift"":79974.33}]"
2579,خوفناک,horrible,4.20,Kaikki,17.998,"[{""stem"":""horrible"",""cooccurrence_sentences"":14,""urdu_sentences"":114,""english_sentences"":26,""observed_rate"":0.12281,""lift"":1133.24}]"
2580,خیمہ,tent,4.20,Kaikki,11.621,"[{""stem"":""tent"",""cooccurrence_sentences"":2,""urdu_sentences"":15,""english_sentences"":25,""observed_rate"":0.13333,""lift"":1279.59}]"
2581,دھواں,smoke,4.20,Kaikki,14.886,"[{""stem"":""smoke"",""cooccurrence_sentences"":5,""urdu_sentences"":13,""english_sentences"":32,""observed_rate"":0.38462,""lift"":2883.69}]"
2582,دیدی,didi,4.20,ReadUrdu,15.172,"[{""stem"":""didi"",""cooccurrence_sentences"":6,""urdu_sentences"":28,""english_sentences"":10,""observed_rate"":0.21429,""lift"":5141.21}]"
2583,ریٹ,rate,4.20,ReadUrdu,27.076,"[{""stem"":""rate"",""cooccurrence_sentences"":118,""urdu_sentences"":176,""english_sentences"":2289,""observed_rate"":0.67045,""lift"":70.27}]"
2584,سردی,the cold,4.20,Kaikki,21.656,"[{""stem"":""cold"",""cooccurrence_sentences"":31,""urdu_sentences"":71,""english_sentences"":243,""observed_rate"":0.43662,""lift"":431.09}]"
2585,سٹار,star,4.20,ReadUrdu,15.127,"[{""stem"":""star"",""cooccurrence_sentences"":5,""urdu_sentences"":5,""english_sentences"":258,""observed_rate"":1.0,""lift"":929.93}]"
2586,عیاں,clear,4.20,Kaikki,12.87,"[{""stem"":""clear"",""cooccurrence_sentences"":3,""urdu_sentences"":16,""english_sentences"":533,""observed_rate"":0.1875,""lift"":84.4}]"
2587,فرشتہ,angel,4.20,Kaikki,15.734,"[{""stem"":""angel"",""cooccurrence_sentences"":6,""urdu_sentences"":9,""english_sentences"":62,""observed_rate"":0.66667,""lift"":2579.82}]"
2588,لغت,dictionary,4.20,Kaikki,21.559,"[{""stem"":""dictionary"",""cooccurrence_sentences"":30,""urdu_sentences"":65,""english_sentences"":46,""observed_rate"":0.46154,""lift"":2407.25}]"
2589,ناراضگی,disappointment,4.20,Kaikki,13.472,"[{""stem"":""disappoint"",""cooccurrence_sentences"":4,""urdu_sentences"":46,""english_sentences"":48,""observed_rate"":0.08696,""lift"":434.64}]"
2590,ندی,river,4.20,Kaikki,28.374,"[{""stem"":""river"",""cooccurrence_sentences"":164,""urdu_sentences"":285,""english_sentences"":1057,""observed_rate"":0.57544,""lift"":130.62}]"
2591,پہنچتا,to reach,4.20,ReadUrdu,16.005,"[{""stem"":""reach"",""cooccurrence_sentences"":8,""urdu_sentences"":54,""english_sentences"":1501,""observed_rate"":0.14815,""lift"":23.68}]"
2592,پہنچیں,to reach,4.20,ReadUrdu,21.527,"[{""stem"":""reach"",""cooccurrence_sentences"":32,""urdu_sentences"":103,""english_sentences"":1501,""observed_rate"":0.31068,""lift"":49.66}]"
2593,گھاس,grass,4.20,Kaikki,17.231,"[{""stem"":""gras"",""cooccurrence_sentences"":10,""urdu_sentences"":29,""english_sentences"":63,""observed_rate"":0.34483,""lift"":1313.21}]"
2594,اندراج,registration,4.19,Kaikki,24.309,"[{""stem"":""registr"",""cooccurrence_sentences"":73,""urdu_sentences"":686,""english_sentences"":507,""observed_rate"":0.10641,""lift"":50.36}]"
2595,باریک,thin,4.19,Kaikki,12.652,"[{""stem"":""thin"",""cooccurrence_sentences"":3,""urdu_sentences"":41,""english_sentences"":30,""observed_rate"":0.07317,""lift"":585.18}]"
2596,بندرگاہ,port,4.19,ReadUrdu,30.398,"[{""stem"":""port"",""cooccurrence_sentences"":272,""urdu_sentences"":382,""english_sentences"":1817,""observed_rate"":0.71204,""lift"":94.02}]"
2597,تدفین,Burial,4.19,ReadUrdu,14.267,"[{""stem"":""buri"",""cooccurrence_sentences"":4,""urdu_sentences"":9,""english_sentences"":31,""observed_rate"":0.44444,""lift"":3439.76}]"
2598,ترسیل,Sending,4.19,ReadUrdu,10.94,"[{""stem"":""send"",""cooccurrence_sentences"":5,""urdu_sentences"":261,""english_sentences"":423,""observed_rate"":0.01916,""lift"":10.87}]"
2599,تمنا,wish,4.19,Kaikki,18.675,"[{""stem"":""wish"",""cooccurrence_sentences"":15,""urdu_sentences"":48,""english_sentences"":950,""observed_rate"":0.3125,""lift"":78.92}]"
2600,ذہانت,Intelligence,4.19,ReadUrdu,27.288,"[{""stem"":""intelligence"",""cooccurrence_sentences"":127,""urdu_sentences"":241,""english_sentences"":502,""observed_rate"":0.52697,""lift"":251.86}]"
2601,روزی,employment,4.19,ReadUrdu,16.769,"[{""stem"":""employ"",""cooccurrence_sentences"":22,""urdu_sentences"":278,""english_sentences"":1594,""observed_rate"":0.07914,""lift"":11.91}]"
2602,لقب,title,4.19,Kaikki,12.895,"[{""stem"":""title"",""cooccurrence_sentences"":3,""urdu_sentences"":15,""english_sentences"":259,""observed_rate"":0.2,""lift"":185.27}]"
2603,مزدوری,to labour: —…,4.19,ReadUrdu,26.169,"[{""stem"":""labour"",""cooccurrence_sentences"":96,""urdu_sentences"":160,""english_sentences"":821,""observed_rate"":0.6,""lift"":175.34}]"
2604,میکسیکو,Mexico,4.19,Kaikki,23.821,"[{""stem"":""mexico"",""cooccurrence_sentences"":52,""urdu_sentences"":66,""english_sentences"":84,""observed_rate"":0.78788,""lift"":2250.36}]"
2605,نثر,prose,4.19,Kaikki,15.734,"[{""stem"":""prose"",""cooccurrence_sentences"":6,""urdu_sentences"":8,""english_sentences"":8,""observed_rate"":0.75,""lift"":22492.78}]"
2606,نکالنا,to extract,4.19,Kaikki,12.54,"[{""stem"":""extract"",""cooccurrence_sentences"":3,""urdu_sentences"":63,""english_sentences"":251,""observed_rate"":0.04762,""lift"":45.52}]"
2607,پوچھتے,ask,4.19,ReadUrdu,20.33,"[{""stem"":""ask"",""cooccurrence_sentences"":23,""urdu_sentences"":71,""english_sentences"":362,""observed_rate"":0.32394,""lift"":214.7}]"
2608,پیٹرول,petrol,4.19,Kaikki,24.934,"[{""stem"":""petrol"",""cooccurrence_sentences"":69,""urdu_sentences"":111,""english_sentences"":128,""observed_rate"":0.62162,""lift"":1165.17}]"
2609,چوٹ,injury,4.19,Kaikki,19.845,"[{""stem"":""injury"",""cooccurrence_sentences"":20,""urdu_sentences"":55,""english_sentences"":108,""observed_rate"":0.36364,""lift"":807.82}]"
2610,ڈیسک,desk,4.19,ReadUrdu,22.047,"[{""stem"":""desk"",""cooccurrence_sentences"":36,""urdu_sentences"":112,""english_sentences"":75,""observed_rate"":0.32143,""lift"":1028.24}]"
2611,گھی,ghee,4.19,Kaikki,17.118,"[{""stem"":""ghee"",""cooccurrence_sentences"":9,""urdu_sentences"":19,""english_sentences"":12,""observed_rate"":0.47368,""lift"":9470.64}]"
2612,ہمسایہ,neighbor,4.19,Kaikki,14.883,"[{""stem"":""neighbor"",""cooccurrence_sentences"":6,""urdu_sentences"":67,""english_sentences"":85,""observed_rate"":0.08955,""lift"":252.77}]"
2613,اردگرد,Around,4.18,ReadUrdu,21.676,"[{""stem"":""around"",""cooccurrence_sentences"":30,""urdu_sentences"":42,""english_sentences"":1959,""observed_rate"":0.71429,""lift"":87.48}]"
2614,تاثر,impression,4.18,ReadUrdu,16.825,"[{""stem"":""impression"",""cooccurrence_sentences"":10,""urdu_sentences"":60,""english_sentences"":28,""observed_rate"":0.16667,""lift"":1428.11}]"
2615,ترانہ,anthem,4.18,Kaikki,18.772,"[{""stem"":""anthem"",""cooccurrence_sentences"":14,""urdu_sentences"":22,""english_sentences"":22,""observed_rate"":0.63636,""lift"":6939.92}]"
2616,تفریق,division,4.18,ReadUrdu,12.268,"[{""stem"":""division"",""cooccurrence_sentences"":8,""urdu_sentences"":358,""english_sentences"":534,""observed_rate"":0.02235,""lift"":10.04}]"
2617,جنگلی,wild,4.18,ReadUrdu,22.44,"[{""stem"":""wild"",""cooccurrence_sentences"":41,""urdu_sentences"":155,""english_sentences"":77,""observed_rate"":0.26452,""lift"":824.2}]"
2618,قطعی,final,4.18,Kaikki,24.857,"[{""stem"":""final"",""cooccurrence_sentences"":75,""urdu_sentences"":257,""english_sentences"":540,""observed_rate"":0.29183,""lift"":129.66}]"
2619,قوی,strong,4.18,Kaikki,12.08,"[{""stem"":""strong"",""cooccurrence_sentences"":6,""urdu_sentences"":108,""english_sentences"":1099,""observed_rate"":0.05556,""lift"":12.13}]"
2620,لمبائی,length,4.18,Kaikki,27.847,"[{""stem"":""length"",""cooccurrence_sentences"":144,""urdu_sentences"":232,""english_sentences"":357,""observed_rate"":0.62069,""lift"":417.14}]"
2621,لڑتے,fight,4.18,ReadUrdu,18.435,"[{""stem"":""fight"",""cooccurrence_sentences"":13,""urdu_sentences"":28,""english_sentences"":1019,""observed_rate"":0.46429,""lift"":109.32}]"
2622,مادر,mother,4.18,Kaikki,20.374,"[{""stem"":""mother"",""cooccurrence_sentences"":24,""urdu_sentences"":86,""english_sentences"":630,""observed_rate"":0.27907,""lift"":106.28}]"
2623,مخلوط,mixed,4.18,Kaikki,15.494,"[{""stem"":""mixed"",""cooccurrence_sentences"":7,""urdu_sentences"":62,""english_sentences"":69,""observed_rate"":0.1129,""lift"":392.58}]"
2624,مساوی,equivalent,4.18,ReadUrdu,26.027,"[{""stem"":""equivalent"",""cooccurrence_sentences"":106,""urdu_sentences"":487,""english_sentences"":255,""observed_rate"":0.21766,""lift"":204.79}]"
2625,ملائیشیا,Malaysia,4.18,Kaikki,16.238,"[{""stem"":""malaysia"",""cooccurrence_sentences"":7,""urdu_sentences"":13,""english_sentences"":143,""observed_rate"":0.53846,""lift"":903.42}]"
2626,منقطع,disconnected,4.18,ReadUrdu,21.743,"[{""stem"":""disconnect"",""cooccurrence_sentences"":31,""urdu_sentences"":52,""english_sentences"":69,""observed_rate"":0.59615,""lift"":2072.91}]"
2627,ناقص,lacking,4.18,Kaikki,14.195,"[{""stem"":""lack"",""cooccurrence_sentences"":5,""urdu_sentences"":102,""english_sentences"":228,""observed_rate"":0.04902,""lift"":51.58}]"
2628,ڈھاکہ,Dhaka,4.18,Kaikki,23.677,"[{""stem"":""dhaka"",""cooccurrence_sentences"":50,""urdu_sentences"":72,""english_sentences"":63,""observed_rate"":0.69444,""lift"":2644.65}]"
2629,ہاتھی,elephant,4.18,Kaikki,21.783,"[{""stem"":""elephant"",""cooccurrence_sentences"":31,""urdu_sentences"":40,""english_sentences"":53,""observed_rate"":0.775,""lift"":3508.31}]"
2630,ہوس,lust,4.18,Kaikki,14.064,"[{""stem"":""lust"",""cooccurrence_sentences"":4,""urdu_sentences"":12,""english_sentences"":6,""observed_rate"":0.33333,""lift"":13329.06}]"
2631,ادراک,understanding,4.17,Kaikki,16.391,"[{""stem"":""understand"",""cooccurrence_sentences"":9,""urdu_sentences"":58,""english_sentences"":1732,""observed_rate"":0.15517,""lift"":21.5}]"
2632,تعجب,surprise,4.17,Kaikki,14.97,"[{""stem"":""surprise"",""cooccurrence_sentences"":6,""urdu_sentences"":45,""english_sentences"":46,""observed_rate"":0.13333,""lift"":695.43}]"
2633,جین,a Jain,4.17,Kaikki,27.103,"[{""stem"":""jain"",""cooccurrence_sentences"":124,""urdu_sentences"":292,""english_sentences"":196,""observed_rate"":0.42466,""lift"":519.82}]"
2634,خزاں,fall,4.17,Kaikki,20.324,"[{""stem"":""fall"",""cooccurrence_sentences"":21,""urdu_sentences"":32,""english_sentences"":648,""observed_rate"":0.65625,""lift"":242.98}]"
2635,خطیب,an orator,4.17,Kaikki,12.304,"[{""stem"":""orator"",""cooccurrence_sentences"":2,""urdu_sentences"":2,""english_sentences"":8,""observed_rate"":1.0,""lift"":29990.38}]"
2636,دماغی,Of the brain,4.17,ReadUrdu,16.214,"[{""stem"":""brain"",""cooccurrence_sentences"":9,""urdu_sentences"":145,""english_sentences"":242,""observed_rate"":0.06207,""lift"":61.54}]"
2637,راجستھان,Rajasthan,4.17,Kaikki,35.948,"[{""stem"":""rajasthan"",""cooccurrence_sentences"":1106,""urdu_sentences"":1498,""english_sentences"":1418,""observed_rate"":0.73832,""lift"":124.92}]"
2638,ستون,pillar,4.17,Kaikki,27.379,"[{""stem"":""pillar"",""cooccurrence_sentences"":128,""urdu_sentences"":223,""english_sentences"":221,""observed_rate"":0.57399,""lift"":623.14}]"
2639,سست,slow,4.17,Kaikki,23.232,"[{""stem"":""slow"",""cooccurrence_sentences"":49,""urdu_sentences"":157,""english_sentences"":111,""observed_rate"":0.3121,""lift"":674.6}]"
2640,سنیں,to hear,4.17,ReadUrdu,18.153,"[{""stem"":""hear"",""cooccurrence_sentences"":13,""urdu_sentences"":39,""english_sentences"":489,""observed_rate"":0.33333,""lift"":163.55}]"
2641,شہد,honey,4.17,Kaikki,25.305,"[{""stem"":""honey"",""cooccurrence_sentences"":77,""urdu_sentences"":166,""english_sentences"":113,""observed_rate"":0.46386,""lift"":984.86}]"
2642,لطیفہ,joke,4.17,Kaikki,14.259,"[{""stem"":""joke"",""cooccurrence_sentences"":5,""urdu_sentences"":76,""english_sentences"":29,""observed_rate"":0.06579,""lift"":544.29}]"
2643,ویزا,visa,4.17,ReadUrdu,29.932,"[{""stem"":""visa"",""cooccurrence_sentences"":242,""urdu_sentences"":285,""english_sentences"":289,""observed_rate"":0.84912,""lift"":704.93}]"
2644,ٹکر,hit,4.17,Kaikki,14.762,"[{""stem"":""hit"",""cooccurrence_sentences"":5,""urdu_sentences"":16,""english_sentences"":194,""observed_rate"":0.3125,""lift"":386.47}]"
2645,پوجا,puja,4.17,Kaikki,21.071,"[{""stem"":""puja"",""cooccurrence_sentences"":30,""urdu_sentences"":160,""english_sentences"":40,""observed_rate"":0.1875,""lift"":1124.64}]"
2646,چنا,chana,4.17,Kaikki,17.048,"[{""stem"":""chana"",""cooccurrence_sentences"":11,""urdu_sentences"":139,""english_sentences"":21,""observed_rate"":0.07914,""lift"":904.13}]"
2647,گندگی,filth,4.17,Kaikki,14.302,"[{""stem"":""filth"",""cooccurrence_sentences"":5,""urdu_sentences"":54,""english_sentences"":5,""observed_rate"":0.09259,""lift"":4443.02}]"
2648,ہوشیار,smart,4.17,Kaikki,16.899,"[{""stem"":""smart"",""cooccurrence_sentences"":10,""urdu_sentences"":56,""english_sentences"":703,""observed_rate"":0.17857,""lift"":60.94}]"
2649,یوٹیوب,YouTube,4.17,ReadUrdu,24.808,"[{""stem"":""youtube"",""cooccurrence_sentences"":67,""urdu_sentences"":92,""english_sentences"":159,""observed_rate"":0.72826,""lift"":1098.91}]"
2650,آسمانی,heavenly,4.16,Kaikki,11.622,"[{""stem"":""heavenly"",""cooccurrence_sentences"":2,""urdu_sentences"":13,""english_sentences"":4,""observed_rate"":0.15385,""lift"":9227.81}]"
2651,اعتدال,equinox,4.16,Kaikki,12.622,"[{""stem"":""equinox"",""cooccurrence_sentences"":3,""urdu_sentences"":41,""english_sentences"":5,""observed_rate"":0.07317,""lift"":3511.07}]"
2652,باہم,together,4.16,Kaikki,19.929,"[{""stem"":""together"",""cooccurrence_sentences"":34,""urdu_sentences"":392,""english_sentences"":1297,""observed_rate"":0.08673,""lift"":16.04}]"
2653,بحیرہ,sea,4.16,Kaikki,26.057,"[{""stem"":""sea"",""cooccurrence_sentences"":91,""urdu_sentences"":104,""english_sentences"":809,""observed_rate"":0.875,""lift"":259.5}]"
2654,بہانہ,Excuse,4.16,ReadUrdu,14.876,"[{""stem"":""excuse"",""cooccurrence_sentences"":5,""urdu_sentences"":13,""english_sentences"":30,""observed_rate"":0.38462,""lift"":3075.94}]"
2655,بیوہ,widow,4.16,Kaikki,17.89,"[{""stem"":""widow"",""cooccurrence_sentences"":11,""urdu_sentences"":17,""english_sentences"":75,""observed_rate"":0.64706,""lift"":2069.92}]"
2656,جانشین,successor,4.16,Kaikki,15.694,"[{""stem"":""successor"",""cooccurrence_sentences"":6,""urdu_sentences"":12,""english_sentences"":19,""observed_rate"":0.5,""lift"":6313.76}]"
2657,جغرافیائی,geographical,4.16,Kaikki,26.911,"[{""stem"":""geographic"",""cooccurrence_sentences"":121,""urdu_sentences"":297,""english_sentences"":145,""observed_rate"":0.40741,""lift"":674.11}]"
2658,دکھائیں,show,4.16,ReadUrdu,27.976,"[{""stem"":""show"",""cooccurrence_sentences"":148,""urdu_sentences"":240,""english_sentences"":1720,""observed_rate"":0.61667,""lift"":86.02}]"
2659,دھرتی,earth,4.16,Kaikki,16.539,"[{""stem"":""earth"",""cooccurrence_sentences"":8,""urdu_sentences"":20,""english_sentences"":619,""observed_rate"":0.4,""lift"":155.04}]"
2660,دہشتگرد,terrorist,4.16,ReadUrdu,15.694,"[{""stem"":""terrorist"",""cooccurrence_sentences"":6,""urdu_sentences"":7,""english_sentences"":343,""observed_rate"":0.85714,""lift"":599.56}]"
