rank,front,meaning,frequency_evidence,frequency_source,evidence_tier,iwn_en_english_ids,iwn_en_direct_sense_count,external_selector_score,kaikki_meaning,readurdu_meaning,word2word_meaning,semantic_basis
2441,عقلمند,smart as a whip,Zipf 3.90,wordfreq Urdu multi-corpus ranking (supplemental),A_direct_corroborated,1385804,5,2,"cunning; intelligent, smart","intelligent, smart; cunning",wise; those; yet; And; say,CFILT IWN-En Direct sense uniquely selected and corroborated by 2 independent bilingual source(s)
2442,غلہ,grain,Zipf 3.90,wordfreq Urdu multi-corpus ranking (supplemental),A_direct_corroborated,11988862,3,2,"grain, corn","n. grain, corn | Platts: (for A. غلة g̠allat, v.n. fr. غل 'to enter,' &c.)",,CFILT IWN-En Direct sense uniquely selected and corroborated by 2 independent bilingual source(s)
2443,مشعل,torch,Zipf 3.90,wordfreq Urdu multi-corpus ranking (supplemental),A_direct_corroborated,4403073,1,2,"a lantern; a sort of cresset; a torch, flambeau","n. a sort of cresset; a torch, flambeau; a lantern | Platts: (n. of place fr. شعل 'to burn,' &c.)",flames; relation; extreme; represent; each,CFILT IWN-En Direct sense uniquely selected and corroborated by 2 independent bilingual source(s)
2444,معطلی,dismissal; dismission; discharge,Zipf 3.90,wordfreq Urdu multi-corpus ranking (supplemental),A_direct_corroborated,212596,1,1,,(fr. muʻat̤t̤al),suspension; differentials; travel; limited; them,CFILT IWN-En Direct sense uniquely selected and corroborated by 1 independent bilingual source(s)
2445,مفاہمت,compromise,Zipf 3.90,wordfreq Urdu multi-corpus ranking (supplemental),A_direct_corroborated,7080800,2,2,compromise; understanding; reconciliation,understanding; compromise; reconciliation,,CFILT IWN-En Direct sense uniquely selected and corroborated by 2 independent bilingual source(s)
2446,ملبوس,clothed,Zipf 3.90,wordfreq Urdu multi-corpus ranking (supplemental),A_direct_corroborated,477593,1,2,"clothed, dressed; garment, dress, clothes","n. garment, dress, clothes",,CFILT IWN-En Direct sense uniquely selected and corroborated by 2 independent bilingual source(s)
2447,ناچ,dancing; dance,Zipf 3.90,wordfreq Urdu multi-corpus ranking (supplemental),A_direct_corroborated,423640,1,3,"dance, dancing; dance (the occasion, or party)","n. dance, dancing; dance (the occasion, or party) | Platts:",environment; dance; works; Do; how,CFILT IWN-En Direct sense uniquely selected and corroborated by 3 independent bilingual source(s)
2448,ٹھہرایا,scheduled,Zipf 3.90,wordfreq Urdu multi-corpus ranking (supplemental),A_direct_corroborated,2447220,1,1,,,BLAMED; BECAUSE; NEVER; YOU; blamed,CFILT IWN-En Direct sense uniquely selected and corroborated by 1 independent bilingual source(s)
2449,پودا,herb; herbaceous plant,Zipf 3.90,wordfreq Urdu multi-corpus ranking (supplemental),A_direct_corroborated,12037548,2,2,herb; plant,n. plant; herb | Platts:,,CFILT IWN-En Direct sense uniquely selected and corroborated by 2 independent bilingual source(s)
2450,چالان,bill of lading; waybill,Zipf 3.90,wordfreq Urdu multi-corpus ranking (supplemental),A_direct_corroborated,6434133,1,2,remittance; waybill; bill of lading; list of letters and records sent,n. challan (for registering a criminal case sent to a court); ticket (for a traffic violation etc.); waybill; bill of lading | Platts:,,CFILT IWN-En Direct sense uniquely selected and corroborated by 2 independent bilingual source(s)
2451,گھرانہ,family; family line,Zipf 3.90,wordfreq Urdu multi-corpus ranking (supplemental),A_direct_corroborated,7862536,1,1,,"form of گَھرَانَا (gharānā — family, household)",,CFILT IWN-En Direct sense uniquely selected and corroborated by 1 independent bilingual source(s)
2452,ہٹلر,Hitler; Adolf Hitler,Zipf 3.90,wordfreq Urdu multi-corpus ranking (supplemental),A_direct_corroborated,10889980,1,1,,,Hitler; flags; marching; occult; Teutonic,CFILT IWN-En Direct sense uniquely selected and corroborated by 1 independent bilingual source(s)
2453,اتری,northern,Zipf 3.89,wordfreq Urdu multi-corpus ranking (supplemental),A_direct_corroborated,1659648,1,2,upper; farther; northern,northern; farther; upper,,CFILT IWN-En Direct sense uniquely selected and corroborated by 2 independent bilingual source(s)
2454,باقیات,fossil,Zipf 3.89,wordfreq Urdu multi-corpus ranking (supplemental),A_direct_corroborated,9151591,3,1,,(pl. of bāqī),remains; decedent; testing; tesisa; Which,CFILT IWN-En Direct sense uniquely selected and corroborated by 1 independent bilingual source(s)
2455,تنبیہ,reproof; reprimand,Zipf 3.89,wordfreq Urdu multi-corpus ranking (supplemental),A_direct_corroborated,6622134,4,1,,"s.f. Admonition, reproof, censure, reprimand; correction, punishment: — tambīh denā, tambīh karnā, v.t. To…",,CFILT IWN-En Direct sense uniquely selected and corroborated by 1 independent bilingual source(s)
2456,تہتر,seventy-three,Zipf 3.89,wordfreq Urdu multi-corpus ranking (supplemental),A_direct_corroborated,2269704,1,2,seventy-three,num. seventy-three | Platts:,,CFILT IWN-En Direct sense uniquely selected and corroborated by 2 independent bilingual source(s)
2457,جوس,chaff; husk; shuck,Zipf 3.89,wordfreq Urdu multi-corpus ranking (supplemental),A_direct_corroborated,14611171,1,1,,"s.m. Broth; pease-soup, pease-porridge; the water in which pulse has been boiled",,CFILT IWN-En Direct sense uniquely selected and corroborated by 1 independent bilingual source(s)
2458,سیارہ,planet; major planet,Zipf 3.89,wordfreq Urdu multi-corpus ranking (supplemental),A_direct_corroborated,9259207,2,3,planet,"n. planet | Platts: (for A. سيارة, saiyārat, fem. of saiyār",Mars; Aquarius; Venus; share; wanderer,CFILT IWN-En Direct sense uniquely selected and corroborated by 3 independent bilingual source(s)
2459,شرٹ,shirt,Zipf 3.89,wordfreq Urdu multi-corpus ranking (supplemental),A_direct_corroborated,4148809,1,2,,fabric garment worn on the upper part of the body,T-shirt; LONG; HAIR; SLICKED; T-SHIRT,CFILT IWN-En Direct sense uniquely selected and corroborated by 2 independent bilingual source(s)
2460,عینک,spectacles; glasses,Zipf 3.89,wordfreq Urdu multi-corpus ranking (supplemental),A_direct_corroborated,4221504,1,3,"glasses, spectacles","n. glasses, spectacles | Platts:",Glasses; Fairfax; Fire; glasses; Department,CFILT IWN-En Direct sense uniquely selected and corroborated by 3 independent bilingual source(s)
2461,مدعی,enemy,Zipf 3.89,wordfreq Urdu multi-corpus ranking (supplemental),A_direct_corroborated,7839085,3,2,"an enemy; object of search, stolen property; a pretender, pretentious man; a boaster","n. a claimant, suitor; plaintiff (in a law-suit), complainant, prosecutor, accuser; an enemy; a pretender, pretentious man; a boaster",,CFILT IWN-En Direct sense uniquely selected and corroborated by 2 independent bilingual source(s)
2462,مٹھائی,sweet,Zipf 3.89,wordfreq Urdu multi-corpus ranking (supplemental),A_direct_corroborated,7493524,1,2,"bribe; mithai; prize, reward","mithai; sweet dish, dessert; prize, reward",sweets; sweet; Vladimir; Putin; regime,CFILT IWN-En Direct sense uniquely selected and corroborated by 2 independent bilingual source(s)
2463,ٹیپو,tipu; tipu tree,Zipf 3.89,wordfreq Urdu multi-corpus ranking (supplemental),A_direct_corroborated,12405694,1,1,,,Tipu; signal; got; We; for,CFILT IWN-En Direct sense uniquely selected and corroborated by 1 independent bilingual source(s)
2464,چھاپ,impression,Zipf 3.89,wordfreq Urdu multi-corpus ranking (supplemental),A_direct_corroborated,13711459,3,1,,"stamp, marking, impression; stamp; mould",HUMAN; TRAFFICKER; GETS; MARK; THE,CFILT IWN-En Direct sense uniquely selected and corroborated by 1 independent bilingual source(s)
2465,کٹھن,difficult,Zipf 3.89,wordfreq Urdu multi-corpus ranking (supplemental),A_direct_corroborated,875587,2,1,hard; stiff; thorny,difficult; hard; arduous,,CFILT IWN-En Direct sense uniquely selected and corroborated by 1 independent bilingual source(s)
2466,اختصار,abbreviation,Zipf 3.88,wordfreq Urdu multi-corpus ranking (supplemental),A_direct_corroborated,355225,1,2,"brief, summary; abridgement; abbreviation; simplification (of fractions)","n. brief, summary; abridgement; abbreviation; conciseness; brevity; condensation | Platts:",,CFILT IWN-En Direct sense uniquely selected and corroborated by 2 independent bilingual source(s)
2467,الہام,revelation,Zipf 3.88,wordfreq Urdu multi-corpus ranking (supplemental),A_direct_corroborated,7114338,1,2,revelation; intuition; or occurrence,n. revelation; intuition; or occurrence. | Platts:,,CFILT IWN-En Direct sense uniquely selected and corroborated by 2 independent bilingual source(s)
2468,بلبل,nightingale,Zipf 3.88,wordfreq Urdu multi-corpus ranking (supplemental),A_direct_corroborated,1542013,1,2,beloved; nightingale; bulbul,nightingale,,CFILT IWN-En Direct sense uniquely selected and corroborated by 2 independent bilingual source(s)
2469,بوری,sack,Zipf 3.88,wordfreq Urdu multi-corpus ranking (supplemental),A_direct_corroborated,4076684,1,1,,(dim. of borā),sack; fox; Axis; mast; smart,CFILT IWN-En Direct sense uniquely selected and corroborated by 1 independent bilingual source(s)
2470,شبنم,dew,Zipf 3.88,wordfreq Urdu multi-corpus ranking (supplemental),A_direct_corroborated,14638511,1,2,"dew; a female given name, Shabnam, from Persian",dew,,CFILT IWN-En Direct sense uniquely selected and corroborated by 2 independent bilingual source(s)
2471,عجائب,wonder,Zipf 3.88,wordfreq Urdu multi-corpus ranking (supplemental),A_direct_corroborated,7189655,1,2,rarity; wonder; curiosity,n. wonder; curiosity; rarity | Platts: (pl. of عجيب ʻajīb,,CFILT IWN-En Direct sense uniquely selected and corroborated by 2 independent bilingual source(s)
2472,فالج,paralysis; palsy,Zipf 3.88,wordfreq Urdu multi-corpus ranking (supplemental),A_direct_corroborated,14365468,1,2,"Bactrian camel; paralysis, palsy (ie. hemiplegia)","paralysis, palsy (ie. hemiplegia); Bactrian camel",,CFILT IWN-En Direct sense uniquely selected and corroborated by 2 independent bilingual source(s)
2473,مہک,spirit; tone; feel,Zipf 3.88,wordfreq Urdu multi-corpus ranking (supplemental),A_direct_corroborated,14333555,2,1,"aroma; effect; perfume, scent","fragrance, scent",,CFILT IWN-En Direct sense uniquely selected and corroborated by 1 independent bilingual source(s)
2474,چھڑی,walking stick,Zipf 3.88,wordfreq Urdu multi-corpus ranking (supplemental),A_direct_corroborated,4491742,2,2,,"stick (made of wood); cane, walking stick",Fritz; l; Thin; cane; stick,CFILT IWN-En Direct sense uniquely selected and corroborated by 2 independent bilingual source(s)
2475,گمشدہ,lost,Zipf 3.88,wordfreq Urdu multi-corpus ranking (supplemental),A_direct_corroborated,1502128,1,1,,,unclaimed; Lost; Found; Knowing; items,CFILT IWN-En Direct sense uniquely selected and corroborated by 1 independent bilingual source(s)
2476,انبار,heap,Zipf 3.87,wordfreq Urdu multi-corpus ranking (supplemental),A_direct_corroborated,13593557,5,2,"heap, pile, stock; stack, hoard, collection","n. heap, pile, stock; stack, hoard, collection | Platts:",,CFILT IWN-En Direct sense uniquely selected and corroborated by 2 independent bilingual source(s)
2477,بتی,wick,Zipf 3.87,wordfreq Urdu multi-corpus ranking (supplemental),A_direct_corroborated,4527170,5,2,lamp; wick; word,n. word; speech; candle | Platts: (dim. of bāt),,CFILT IWN-En Direct sense uniquely selected and corroborated by 2 independent bilingual source(s)
2478,بنجر,barren; waste; wasteland,Zipf 3.87,wordfreq Urdu multi-corpus ranking (supplemental),A_direct_corroborated,8386855,2,2,,"s.m. Waste land unfit for cultivation; unproductive land, fallow land…",wasteland; barren; its; That; would,CFILT IWN-En Direct sense uniquely selected and corroborated by 2 independent bilingual source(s)
2479,تضحیک,laughter,Zipf 3.87,wordfreq Urdu multi-corpus ranking (supplemental),A_direct_corroborated,1058086,2,1,,"s.f. Laughing at, mocking; ridicule, derision",,CFILT IWN-En Direct sense uniquely selected and corroborated by 1 independent bilingual source(s)
2480,جرأت,courage,Zipf 3.87,wordfreq Urdu multi-corpus ranking (supplemental),A_direct_corroborated,4801792,1,1,courage; nerve; temerity; audacity; dare,,,CFILT IWN-En Direct sense uniquely selected and corroborated by 1 independent bilingual source(s)
2481,حوا,Eve,Zipf 3.87,wordfreq Urdu multi-corpus ranking (supplemental),A_direct_corroborated,9450556,1,1,,(fr. A. حيو; Heb. היה 'to live'),Eve; trained; age; since; father,CFILT IWN-En Direct sense uniquely selected and corroborated by 1 independent bilingual source(s)
2482,خریدنا,take,Zipf 3.87,wordfreq Urdu multi-corpus ranking (supplemental),A_direct_corroborated,2187678,1,2,"to buy, to purchase","to buy, to purchase",motivated; rewards; assuming; members; financial,CFILT IWN-En Direct sense uniquely selected and corroborated by 2 independent bilingual source(s)
2483,دختر,daughter; girl,Zipf 3.87,wordfreq Urdu multi-corpus ranking (supplemental),A_direct_corroborated,9844392,1,2,girl; daughter,daughter; girl,,CFILT IWN-En Direct sense uniquely selected and corroborated by 2 independent bilingual source(s)
2484,دلدل,marsh,Zipf 3.87,wordfreq Urdu multi-corpus ranking (supplemental),A_direct_corroborated,9213446,1,1,,"s.f. Marshy land, mire, mud, marsh, swamp, bog, quagmire, slough, quicksand",banished; swamp; island; middle; an,CFILT IWN-En Direct sense uniquely selected and corroborated by 1 independent bilingual source(s)
2485,طوائف,prostitute; whore; harlot,Zipf 3.87,wordfreq Urdu multi-corpus ranking (supplemental),A_direct_corroborated,10328478,3,2,"tawaif, courtesan; harlot, whore, prostitute","n. tawaif, courtesan; harlot, whore, prostitute | Platts: (pl. of t̤āʼifa",,CFILT IWN-En Direct sense uniquely selected and corroborated by 2 independent bilingual source(s)
2486,فرسودہ,creaky; decrepit; derelict,Zipf 3.87,wordfreq Urdu multi-corpus ranking (supplemental),A_direct_corroborated,2666397,8,1,,"(perf. part. of farsūdan; see farsā), part. Rubbed, worn; effaced, obliterated; destroyed, torn; spoiled by…",degenerate; naked; enjoying; bet; this,CFILT IWN-En Direct sense uniquely selected and corroborated by 1 independent bilingual source(s)
2487,لوہار,blacksmith,Zipf 3.87,wordfreq Urdu multi-corpus ranking (supplemental),A_direct_corroborated,9713526,1,2,"blacksmith, ironmonger, ironsmith","blacksmith, ironmonger, ironsmith",,CFILT IWN-En Direct sense uniquely selected and corroborated by 2 independent bilingual source(s)
2488,پرت,layer,Zipf 3.87,wordfreq Urdu multi-corpus ranking (supplemental),A_direct_corroborated,8471718,2,2,,"s.m. Fold, plait, ply; coat, layer, crust, incrustation, stratum; sheet (of paper, &c.); —",layer; armor; It; this; or,CFILT IWN-En Direct sense uniquely selected and corroborated by 2 independent bilingual source(s)
2489,پینتیس,thirty-five,Zipf 3.87,wordfreq Urdu multi-corpus ranking (supplemental),A_direct_corroborated,2266082,1,3,thirty-five,num. thirty-five | Platts:,THIRTY-FIVE; SOUTHEAST; VEGAS; OF; MILES,CFILT IWN-En Direct sense uniquely selected and corroborated by 3 independent bilingual source(s)
2490,کلوگرام,kilogram,Zipf 3.87,wordfreq Urdu multi-corpus ranking (supplemental),A_direct_corroborated,13544036,1,1,,kilogram,,CFILT IWN-En Direct sense uniquely selected and corroborated by 1 independent bilingual source(s)
2491,کولمبیا,Colombia; Republic of Colombia,Zipf 3.87,wordfreq Urdu multi-corpus ranking (supplemental),A_direct_corroborated,8609571,1,3,Colombia (a country in South America); Columbia (a federal district of the United States); Columbia (a river in the western United States and Canada),"Colombia (a country in South America); Columbia (a river in the western United States and Canada); Columbia (numerous cities, towns, unincorporated communities and census-designated places in the United…",Colombia; Colombian; Cartel; works; Alejandro,CFILT IWN-En Direct sense uniquely selected and corroborated by 3 independent bilingual source(s)
2492,اشک,tear,Zipf 3.86,wordfreq Urdu multi-corpus ranking (supplemental),A_direct_corroborated,5340576,1,2,tears,n. tears | Platts: ( = S.,,CFILT IWN-En Direct sense uniquely selected and corroborated by 2 independent bilingual source(s)
2493,بدتمیزی,discourtesy; rudeness,Zipf 3.86,wordfreq Urdu multi-corpus ranking (supplemental),A_direct_corroborated,4859048,2,1,,"act of rudeness, discourtesy, disrespect; insolence",abuse; women; do; have; right,CFILT IWN-En Direct sense uniquely selected and corroborated by 1 independent bilingual source(s)
2494,بیروت,Beirut; capital of Lebanon,Zipf 3.86,wordfreq Urdu multi-corpus ranking (supplemental),A_direct_corroborated,8829462,1,3,Beirut (the capital city of Lebanon),Beirut (the capital city of Lebanon),banker; Iranian; Beirut; operating; shady,CFILT IWN-En Direct sense uniquely selected and corroborated by 3 independent bilingual source(s)
2495,تعطل,inaction; inactivity; inactiveness,Zipf 3.86,wordfreq Urdu multi-corpus ranking (supplemental),A_direct_corroborated,13824014,2,1,,s.m. Being without bracelets or other ornaments (a woman); being or remaining without work or occupation;…,GRIDLOCK; NIGHTMARE; IS; BE; COMPLETE,CFILT IWN-En Direct sense uniquely selected and corroborated by 1 independent bilingual source(s)
2496,تلفظ,pronunciation,Zipf 3.86,wordfreq Urdu multi-corpus ranking (supplemental),A_direct_corroborated,7030958,1,2,pronunciation,n. pronunciation | Platts:,Queen; accent; Victoria; `; What,CFILT IWN-En Direct sense uniquely selected and corroborated by 2 independent bilingual source(s)
2497,دفتری,official,Zipf 3.86,wordfreq Urdu multi-corpus ranking (supplemental),A_direct_corroborated,3074154,3,1,,"s.m. An office-keeper; a man who has charge of the stationery, &c…",after-hour; poker; game; running; been,CFILT IWN-En Direct sense uniquely selected and corroborated by 1 independent bilingual source(s)
2498,دھکا,shock,Zipf 3.86,wordfreq Urdu multi-corpus ranking (supplemental),A_direct_corroborated,7408493,3,2,"shock; shove, push; loss, damage","shove, push; shock; loss, damage",chit; He; would; push; unacceptable,CFILT IWN-En Direct sense uniquely selected and corroborated by 2 independent bilingual source(s)
2499,ریڑھ,spine; backbone,Zipf 3.86,wordfreq Urdu multi-corpus ranking (supplemental),A_direct_corroborated,5518690,2,2,,"spine, backbone; foundation, backbone",SPINE; UP; RUNS; THE; RIGHT,CFILT IWN-En Direct sense uniquely selected and corroborated by 2 independent bilingual source(s)
2500,شفٹ,shift; work shift,Zipf 3.86,wordfreq Urdu multi-corpus ranking (supplemental),A_direct_corroborated,15091066,1,1,,,Shift; K.S.M; went; A; them,CFILT IWN-En Direct sense uniquely selected and corroborated by 1 independent bilingual source(s)
2501,طبیعیات,physics,Zipf 3.86,wordfreq Urdu multi-corpus ranking (supplemental),A_direct_corroborated,6011371,1,3,physics,physics,physics; Physics; okay; game; getting,CFILT IWN-En Direct sense uniquely selected and corroborated by 3 independent bilingual source(s)
2502,مانگنا,request,Zipf 3.86,wordfreq Urdu multi-corpus ranking (supplemental),A_direct_corroborated,744308,1,2,to borrow; to demand; to ask for,"v. to ask for; to entreat; to demand | Platts: v.t. To ask for, request, demand, beg, solicit, entreat, pray, crave; to want, desire, seek; to borrow; — to…",,CFILT IWN-En Direct sense uniquely selected and corroborated by 2 independent bilingual source(s)
2503,مبہم,apprehensive,Zipf 3.86,wordfreq Urdu multi-corpus ranking (supplemental),A_direct_corroborated,85014,5,1,,"(pass. part. of ابہم 'to close or lock' (a door), &c., iv of بہم 'to stay (in); to be confounded or…",bunch; Just; people; useless; of,CFILT IWN-En Direct sense uniquely selected and corroborated by 1 independent bilingual source(s)
2504,متوازی,parallel,Zipf 3.86,wordfreq Urdu multi-corpus ranking (supplemental),A_direct_corroborated,1780078,1,1,,"(act. part. of توازي 'to be parallel to one another' (lines), vi of وزي 'to be assembled')",unparalleled; institute; This; generous; history,CFILT IWN-En Direct sense uniquely selected and corroborated by 1 independent bilingual source(s)
2505,مطیع,obedient,Zipf 3.86,wordfreq Urdu multi-corpus ranking (supplemental),A_direct_corroborated,1670743,4,1,,"(act. part. of اطاع, iv of (and syn. with) طاع (for طوع) 'to be gentle, or submissive, or obedient,' &c.),…",,CFILT IWN-En Direct sense uniquely selected and corroborated by 1 independent bilingual source(s)
2506,منبع,stream; watercourse,Zipf 3.86,wordfreq Urdu multi-corpus ranking (supplemental),A_direct_corroborated,9312839,1,2,"source, origin; spring, fountain; water channel laid from canal to field","n. spring, fountain; source, origin; water channel laid from canal to field | Platts: (n. of place fr. نبع 'to spring or burst from' (as water from a fountain))",,CFILT IWN-En Direct sense uniquely selected and corroborated by 2 independent bilingual source(s)
2507,مہاراجہ,maharaja; maharajah,Zipf 3.86,wordfreq Urdu multi-corpus ranking (supplemental),A_direct_corroborated,10128048,1,1,,Hindu Indian ruler title,,CFILT IWN-En Direct sense uniquely selected and corroborated by 1 independent bilingual source(s)
2508,چہارم,fourth,Zipf 3.86,wordfreq Urdu multi-corpus ranking (supplemental),A_direct_corroborated,2278631,1,2,fourth,"adj. fourth | n. fourth, quarter | Platts: (S. ćaturtha), adj. &",,CFILT IWN-En Direct sense uniquely selected and corroborated by 2 independent bilingual source(s)
2509,کہاوت,proverb; adage,Zipf 3.86,wordfreq Urdu multi-corpus ranking (supplemental),A_direct_corroborated,7055650,3,3,adage; saying; proverb,n. proverb; saying; adage | Platts:,Idiots; saying; Have; :; heard,CFILT IWN-En Direct sense uniquely selected and corroborated by 3 independent bilingual source(s)
2510,کیچڑ,sludge; slime; muck,Zipf 3.86,wordfreq Urdu multi-corpus ranking (supplemental),A_direct_corroborated,14759713,2,2,"rheum; a mess; slime, muck, sludge","slime, muck, sludge; rheum; a mess",,CFILT IWN-En Direct sense uniquely selected and corroborated by 2 independent bilingual source(s)
2511,گرجا,church; church building,Zipf 3.86,wordfreq Urdu multi-corpus ranking (supplemental),A_direct_corroborated,2998121,2,2,chapel; church,n. church; chapel | Platts:,,CFILT IWN-En Direct sense uniquely selected and corroborated by 2 independent bilingual source(s)
2512,افواہ,rumor,Zipf 3.85,wordfreq Urdu multi-corpus ranking (supplemental),A_direct_corroborated,7124554,3,3,"rumor, speculation; idle talk",rumor,fire; rumored; linked; rumors; cartels,CFILT IWN-En Direct sense uniquely selected and corroborated by 3 independent bilingual source(s)
2513,بیکٹیریا,bacteria; bacterium,Zipf 3.85,wordfreq Urdu multi-corpus ranking (supplemental),A_direct_corroborated,1332092,1,1,,domain of micro-organisms,,CFILT IWN-En Direct sense uniquely selected and corroborated by 1 independent bilingual source(s)
2514,تان,tension,Zipf 3.85,wordfreq Urdu multi-corpus ranking (supplemental),A_direct_corroborated,362764,2,1,,"s.f. A tone; a tune; the key-note (in music); — stretching, tension; knitting (the eyebrows); — a thread; a…",Head; stumping; strides; chest; held,CFILT IWN-En Direct sense uniquely selected and corroborated by 1 independent bilingual source(s)
2515,تعطیل,recess; break,Zipf 3.85,wordfreq Urdu multi-corpus ranking (supplemental),A_direct_corroborated,1048692,1,2,rest; break; recess,n. adjournment; holiday; break | Platts:,,CFILT IWN-En Direct sense uniquely selected and corroborated by 2 independent bilingual source(s)
2516,ساقی,cupbearer,Zipf 3.85,wordfreq Urdu multi-corpus ranking (supplemental),A_direct_corroborated,9834768,3,2,lover; bartender; cupbearer,"cupbearer, one who pours the wine",,CFILT IWN-En Direct sense uniquely selected and corroborated by 2 independent bilingual source(s)
2517,عداوت,enmity,Zipf 3.85,wordfreq Urdu multi-corpus ranking (supplemental),A_direct_corroborated,7445217,4,1,,"enmity, animosity, antagonism",,CFILT IWN-En Direct sense uniquely selected and corroborated by 1 independent bilingual source(s)
2518,لات,kick; kicking,Zipf 3.85,wordfreq Urdu multi-corpus ranking (supplemental),A_direct_corroborated,133748,3,2,,"s.f. A kick: — lāt ćalānā (-par), or lāt mārnā or mār-denā (-ko, or -meṅ), To kick…",damn; Damn; kick; DAMN; bitch,CFILT IWN-En Direct sense uniquely selected and corroborated by 2 independent bilingual source(s)
2519,نائیجیریا,Nigeria; Federal Republic of Nigeria,Zipf 3.85,wordfreq Urdu multi-corpus ranking (supplemental),A_direct_corroborated,8845293,1,2,"Nigeria (a country in the West Africa, Africa)","Nigeria (a country in the West Africa, Africa)",,CFILT IWN-En Direct sense uniquely selected and corroborated by 2 independent bilingual source(s)
2520,ٹوکری,basket,Zipf 3.85,wordfreq Urdu multi-corpus ranking (supplemental),A_direct_corroborated,2775347,1,3,basket,basket,basket; shift; BASKET; FORGET; sort,CFILT IWN-En Direct sense uniquely selected and corroborated by 3 independent bilingual source(s)
2521,پت,bile; gall,Zipf 3.85,wordfreq Urdu multi-corpus ranking (supplemental),A_direct_corroborated,5341825,1,2,anger; bile; gall,"n. bile; gall; anger | combining form combining form of پَتّا (pattā, “leaf”) | Platts:",,CFILT IWN-En Direct sense uniquely selected and corroborated by 2 independent bilingual source(s)
2522,پھونک,puff,Zipf 3.85,wordfreq Urdu multi-corpus ranking (supplemental),A_direct_corroborated,825599,1,2,blow; puff; breath,"puff, blowing (sharp exhalation of a small amount of breath through the mouth)",,CFILT IWN-En Direct sense uniquely selected and corroborated by 2 independent bilingual source(s)
2523,چربی,fat,Zipf 3.85,wordfreq Urdu multi-corpus ranking (supplemental),A_direct_corroborated,5206015,1,3,"grease, fat, lard","n. grease, fat, lard | Platts: (fr. ćarb)",be; fat; cry; fine; supposed,CFILT IWN-En Direct sense uniquely selected and corroborated by 3 independent bilingual source(s)
2524,کباب,kebab; shish kebab,Zipf 3.85,wordfreq Urdu multi-corpus ranking (supplemental),A_direct_corroborated,7763212,1,3,kebab,n. kebab | Platts:,kebab; sometime; eat; Maybe; buy,CFILT IWN-En Direct sense uniquely selected and corroborated by 3 independent bilingual source(s)
2525,کہکشاں,Milky Way; Milky Way Galaxy; Milky Way System,Zipf 3.85,wordfreq Urdu multi-corpus ranking (supplemental),A_direct_corroborated,9220614,1,2,galaxy; Milky Way,galaxy; Milky Way,,CFILT IWN-En Direct sense uniquely selected and corroborated by 2 independent bilingual source(s)
2526,گرہ,knot,Zipf 3.85,wordfreq Urdu multi-corpus ranking (supplemental),A_direct_corroborated,3587208,4,3,knot; planet; eclipse,n. planet; eclipse; knot | Platts:,Gordian; Knot; blade; cut; knot,CFILT IWN-En Direct sense uniquely selected and corroborated by 3 independent bilingual source(s)
2527,ہینڈل,handle,Zipf 3.85,wordfreq Urdu multi-corpus ranking (supplemental),A_direct_corroborated,3448131,1,1,,,handle; Show; handles; billionaires; bunch,CFILT IWN-En Direct sense uniquely selected and corroborated by 1 independent bilingual source(s)
2528,احمق,stupid,Zipf 3.84,wordfreq Urdu multi-corpus ranking (supplemental),A_direct_corroborated,1387235,4,3,"moron, idiot, fool; stupid, idiotic, foolish","adj. stupid, idiotic, foolish | n. moron, idiot, fool | Platts: adj. &",cliché; asshole; stupid; biggest; breaking,CFILT IWN-En Direct sense uniquely selected and corroborated by 3 independent bilingual source(s)
2529,باسی,stale,Zipf 3.84,wordfreq Urdu multi-corpus ranking (supplemental),A_direct_corroborated,1110077,4,1,inhabitant; dweller,n. inhabitant; dweller | Platts:,stale; crackers,CFILT IWN-En Direct sense uniquely selected and corroborated by 1 independent bilingual source(s)
2530,زیتون,olive; European olive tree,Zipf 3.84,wordfreq Urdu multi-corpus ranking (supplemental),A_direct_corroborated,12133036,1,2,olive,n. olive | Platts:,,CFILT IWN-En Direct sense uniquely selected and corroborated by 2 independent bilingual source(s)
2531,سرسبز,verdant,Zipf 3.84,wordfreq Urdu multi-corpus ranking (supplemental),A_direct_corroborated,17217,4,1,,"verdant, green; flourishing, prosperous",lush; especially; This; one; s,CFILT IWN-En Direct sense uniquely selected and corroborated by 1 independent bilingual source(s)
2532,شاٹ,shot,Zipf 3.84,wordfreq Urdu multi-corpus ranking (supplemental),A_direct_corroborated,4157186,2,1,,,shot; controller; Taking; cheap; jacket,CFILT IWN-En Direct sense uniquely selected and corroborated by 1 independent bilingual source(s)
2533,طعنہ,jibe,Zipf 3.84,wordfreq Urdu multi-corpus ranking (supplemental),A_direct_corroborated,6677147,1,2,taunt; jeer; sneer; jibe,"n. taunt; jeer; sneer; jibe | Platts: (for A. طعنة, n. of un. fr. t̤aʻn",,CFILT IWN-En Direct sense uniquely selected and corroborated by 2 independent bilingual source(s)
2534,ناظر,viewer; watcher,Zipf 3.84,wordfreq Urdu multi-corpus ranking (supplemental),A_direct_corroborated,10473874,4,2,seeing; viewer; bailiff,"adj. omniscient; seeing; looking | n. watcher; viewer; supervisor | Platts: (act. part. of نظر 'to see,' &c.), part. adj. &",,CFILT IWN-En Direct sense uniquely selected and corroborated by 2 independent bilingual source(s)
