rank,front,meaning,wordfreq_zipf,semantic_support,kaikki_meaning,readurdu_meaning,word2word_meaning
2475,برازیل,Brazil,4.22,Kaikki+ReadUrdu+word2word,Brazil (a large Portuguese-speaking country in South America),Brazil (a large Portuguese-speaking country in South America),Brazil; Every; bring; webbing; leaves
2476,بقا,survival; continuation,4.22,Kaikki+ReadUrdu+word2word,survival; continuation,"n. survival; continuation | Platts: (inf. n. of بقي 'to remain,' &c.), s.f. Remaining; duration, permanence; eternity; immortality",survival; vital; They; humanity; are
2477,جلوہ,manifestation; splendor,4.22,Kaikki+ReadUrdu,"manifestation; splendor, luster; the ceremony when the bridegroom sees the bride in a mirror","manifestation, splendor, display",
2478,جوڑا,pair,4.22,ReadUrdu+word2word,a pair; a match; a couple,"a pair; a couple; a match | also: perfective masculine of جوڑْنا (joṛnā — to join, connect, link, unite, attach)",common; pair; rumored; linked; cartels
2479,دلہن,bride,4.22,ReadUrdu+word2word,bride; daughter,"n. bride; daughter-in-law (son's wife); daughter | Platts: s.f. Any sort of pulse, &c. which may be split (as dāl, gram &c.); split pulse. | also: feminine of دُولْہا (dūlhā — bridegroom; groom)",bride; true; sit; ride; his
2480,دیوبندی,Deobandi,4.22,Kaikki+ReadUrdu,Deobandi,Deobandi,
2481,رگ,a vein; An artery,4.22,ReadUrdu+word2word,,"( = S. रक्त or रक्तक; cf. Prk. रग्गो), s.f. An artery, a vein; tendon, nerve, sinew, fibre; (met.) a…",vein; artery; difference; between; an
2482,رہبر,leader; guide,4.22,Kaikki+ReadUrdu,"leader, conductor, guide","leader, conductor, guide",
2483,سنے,listens,4.22,ReadUrdu+word2word,,"plural perfective of سُنْنا (sunnā — to listen, to hear) | also: masculine of سُنْنا (sunnā — to listen, to hear)",listens; Yes; hope; brother; have
2484,شاہین,falcon,4.22,Kaikki+ReadUrdu,"falcon, especially the peregrine falcon subspecies Falco peregrinus peregrinator",falcon,
2485,عثمانی,Ottoman; a surname,4.22,Kaikki+ReadUrdu,"Ottoman; a surname, Usmani","adj. Ottoman | n. Ottoman (member of the Ottoman dynasty); Ottoman (citizen of the Ottoman Empire) | name: a surname, Usmani",
2486,عیب,fault; imperfection,4.22,Kaikki+ReadUrdu,"faultiness, unsoundness, imperfection, something amiss, fault, defect, blemish, infirmity, vice, crime, sin; disgrace, infamy","n. faultiness, unsoundness, imperfection, something amiss, fault, defect, blemish, infirmity, vice, crime, sin;… | Platts: (inf. n. of عيب 'to be faulty, or unsound,' &c.), s.m. Faultiness, unsoundness, imperfection, something…",
2487,قابلیت,ability; capability,4.22,Kaikki+ReadUrdu,"ability, capability","n. ability, capability | Platts: (for A. قابلية; qābil+abst. aff. īyat), s.f. Aptitude to receive, capacity, capability, fitness,…",
2488,نشریات,broadcasting,4.22,Kaikki+ReadUrdu,broadcasting,"plural of نَشْرِیّہ (naśriyyah, “broadcast”); broadcasting | also: plural formal of نَشْرِیَہ (naśriya — broadcast)",
2489,نظامی,Nizami Ganjawi,4.22,Kaikki+ReadUrdu,Nizami Ganjawi,Nizami Ganjawi,
2490,وراثت,heritage; inheritance,4.22,Kaikki+ReadUrdu,"heredity; pangenesis; inheritance, heritage, birthright","inheritance, heritage",
2491,ٹوپی,hat; royal crown,4.22,Kaikki+ReadUrdu+word2word,"hat; royal crown; rule, reign","hat; royal crown; rule, reign",hat; TIP; HAT; THE; Cap
2492,ٹیچر,teacher,4.22,Kaikki+ReadUrdu+word2word,teacher,teacher,teacher; Philly; school; auditorium; watch
2493,پڑوسی,neighbour,4.22,Kaikki+ReadUrdu,neighbour (living next-door or adjacent to land),neighbour (living next-door or adjacent to land),
2494,پیدل,& Walking,4.22,ReadUrdu+word2word,,adj. & adv. Walking; on foot; — s.m. Foot-soldier; infantry,foot; bleeding; walking; location; Repeat
2495,چوتھا,fourth,4.22,Kaikki+ReadUrdu,fourth,fourth,descending; Rashad; Evans; Stephan; Bonnar
2496,گونج,echo; resonance,4.22,Kaikki+ReadUrdu,"echo, resonance, reverberation","n. echo, resonance, reverberation | Platts: s.f. Humming, buzzing; hum, buzz; resounding; hollow sound; reverberation, echo; roar",
2497,آرزو,wish; desire,4.21,Kaikki+ReadUrdu,wish; desire; longing,"desire, wish",
2498,اذان,call to prayer; adhan,4.21,Kaikki+ReadUrdu,"call to prayer, adhan; a male given name from Arabic","n. call to prayer, adhan | name: a male given name from Arabic | Platts: s.f. The notification or announcement of prayer and of the time thereof; the call to prayer (usually chanted…",call; answering; somehow; Mosque; P.A
2499,اٹک,doubt; obstacle,4.21,Kaikki+ReadUrdu,doubt; obstacle; stoppage,obstacle; stoppage; doubt,
2500,اڑ,fly,4.21,ReadUrdu+word2word,,"infinitive of اُڑْنا (uṛnā — to fly, glide) | also: infinitive of اَڑْنا (aṛnā — to get stuck)",fly; breach; YOU; FLY; ANYWHERE
2501,بالغ,adult,4.21,Kaikki+ReadUrdu+word2word,adult,"n. an adult | adj. adult | Platts: (act. part. of بلغ 'to attain to'), adj. & s.m. Attaining, or having attained, to puberty, virility, ripeness…",precaution; diapers; adult; glove; compartment
2502,بمقابلہ,in opposition to; versus,4.21,Kaikki+ReadUrdu,"versus; in opposition to; versus; compared with, as opposed to","versus; in opposition to; versus; compared with, as opposed to",vs; Day; man; night; Bat
2503,بوتل,bottle,4.21,Kaikki+ReadUrdu+word2word,bottle,"n. bottle; wine bottle | Platts: (corr. from the English), s.f. Bottle: botal-ḵẖāna, s.m. Room where bottles, crockery, &c. are kept; pantry",bottle; Bring; shaky; Got; give
2504,ثانیہ,second; moment,4.21,Kaikki+ReadUrdu,moment; second (unit of time),"n. second (unit of time); moment | Platts: (for A. ثانية s̤āniyat, fem. of s̤ānī), adj. & s.f. Second; — a second, a moment",
2505,داماد,son-in-law; bridegroom,4.21,Kaikki+ReadUrdu,bridegroom; son-in-law (daughter's husband),s.m. A son-in-law; a bridegroom,
2506,راکٹ,rocket,4.21,Kaikki+ReadUrdu,rocket,rocket,
2507,رونا,to cry; weep,4.21,Kaikki+ReadUrdu+word2word,"to cry, weep","v. to cry, weep | Platts: v.n. To give forth sound, to sound, to make a noise; — s.m. A thing that gives forth sound (as a rattle,…",cry; sister; making; little; whining
2508,ساحلی,coastal,4.21,Kaikki+ReadUrdu,coastal,coastal,BAY; AS; AREA; SURROUNDING; FAR
2509,سبزی,vegetable; verdure,4.21,Kaikki+ReadUrdu,verdure; vegetable,"n. vegetable; verdure | Platts: s.f. Greenness, verdure; greens, pot-herbs. vegetables; the large leaves and capsules of the hemp plant…",vegetarian; spice; district; meat; eat
2510,سکھر,Sukkur,4.21,Kaikki+ReadUrdu,"Sukkur (a city in Sukkur district, Sindh, Pakistan)","Sukkur (a city in Sukkur district, Sindh, Pakistan)",
2511,شاد,happy; glad,4.21,Kaikki+ReadUrdu,"happy, glad, cheerful, joyful","adj. happy, glad, cheerful, joyful | Platts: adj. Pleased, delighted, exulting, joyful, happy, glad, cheerful, rejoicing (in); (in comp.) full (of); much:…",
2512,شرمناک,shameful,4.21,ReadUrdu+word2word,,"shameful, deplorable, disgraceful",shameful; things; ?
2513,صحن,courtyard,4.21,Kaikki+ReadUrdu,courtyard,"n. courtyard | Platts: s.m. A large cup or goblet; a small dish or plate; — a court, court-yard, area, square; a level or plain…",yard; fights; toughest; d; start
2514,غار,cave; pit,4.21,Kaikki+ReadUrdu+word2word,pit; cavern; cave; a terrible wound,"n. cavern; cave; pit; a terrible wound. | Platts: (act. part. of غرّ 'to deceive,' &c.), s.m. A deceiver",cave; interconnected; global; cells; run
2515,مٹھی,fist,4.21,Kaikki+ReadUrdu+word2word,fist,fist,fist; intervened; abominations; deliver; hammer
2516,نغمہ,song; musical note,4.21,Kaikki+ReadUrdu,"musical note; melody, song, tune; a a sweet, soft voice","n. melody, song, tune; musical note; a a sweet, soft voice | name: a female given name, Naghma, from Arabic | Platts: (for A. نغمة nag̠mat, n. of un. fr. nagm), = A نغم nag̠am (inf. n. of نغم 'to read or sing' (in a low…",
2517,نیپال,Nepal,4.21,Kaikki+ReadUrdu,"Nepal (a country in South Asia, located between China and India)","name: Nepal (a country in South Asia, located between China and India) | Platts: s.m. The country of Nepal in the north of India",
2518,ٹھنڈا,cold; apathetic,4.21,Kaikki+ReadUrdu,"cold; apathetic; impotent, eunuch","adj. cold; apathetic; impotent, eunuch | n. a cold, refreshing drink",cool; TOTALLY; COOL; eased; clearance
2519,پکا,ripe; sure,4.21,Kaikki+ReadUrdu+word2word,"solid; ripe (of fruit); certain, sure, definite","adj. certain, sure, definite; ripe (of fruit); strong, firm (of a material) | Platts: perf. part. (of paknā), Cooked, dressed, prepared, &c.: — pakā-pakāyā, adj. Ready cooked",Ripe; fruit; murderously; decapitate; accurate
2520,چندر,moon,4.21,Kaikki+ReadUrdu,"moon; understanding, comprehension","n. moon | Platts: s.m. The moon; a moon-like spot: — ćandrātap (ćandra+ātapa), s.m. Moonlight; — an open hall, one only…",
2521,کتا,dog,4.21,Kaikki+ReadUrdu+word2word,dog,"n. dog | Platts: adj. (f. -ī), How much? what quantity? — kitte, how many (see kitnā)",dog; corporation; garbage; -Come; clarification
2522,ہرا,green-colored; raw,4.21,Kaikki+ReadUrdu,raw; unripe; green (color); green-colored,"adj. green-colored; raw; unripe | n. green (color) | Platts: adj. (f. -ī), Green, verdant; fresh; — gladsome; — blooming, flourishing; — green (as a wound); — half-raw;… | also: infinitive of ہَرانا (harānā — to defeat, beat)",anyone; beats; defeat; Without; faster
2523,ہل,plough,4.21,Kaikki+ReadUrdu,plough,"n. plough | Platts: s.m. A plough (i.q. har): — halāyudh (˚la+āy˚), s.m. (lit. 'plough-weaponed'), An epithet of Balarām (as…",Hill; Wait; at; Excuse; Seventh
2524,ہلال,crescent,4.21,Kaikki+ReadUrdu,crescent,adj. crescent | Platts: s.m. The new moon; crescent-moon; the first and last two or three days of the moon (whether when new or on…,
2525,ہونٹ,lip,4.21,Kaikki+ReadUrdu+word2word,lip,lip,THAT; LIP; CLASSIC; LIKE; THING
2526,ارے,hey; oh,4.20,Kaikki+ReadUrdu+word2word,"hey, ho, oh, whew, yo (used chiefly in calling to or addressing inferiors)","interj. hey, ho, oh, whew, yo (used chiefly in calling to or addressing inferiors) | Platts: (fem. arī), intj. (used chiefly in calling to or addressing inferiors), Holla! ho! O! Sirrah! hark ye!: —…",Hey; Shit; HEY; hey; whoa
2527,املاک,estates,4.20,ReadUrdu+word2word,,"s.f. pl. (of milk), Possessions, goods, estates, property, lands",estate; care; may; destroy; others
2528,برسی,death anniversary,4.20,Kaikki+ReadUrdu,death anniversary,"n. death anniversary; a memorial held at one's death anniversary | Platts: s.f. A ceremony in commemoration of a deceased relation performed at the close of the first year after… | also: perfective feminine of بَرَسْنا (barasnā — to rain, to shower)",
2529,بھیڑ,crowd; sheep,4.20,Kaikki+ReadUrdu+word2word,"ewe; sheep; crowd, mob, swarm","sheep; ewe; crowd, mob, swarm",crowd; WHAT; WE; hordes; refugees
2530,بہو,daughter-in-law; bride,4.20,Kaikki+ReadUrdu,daughter-in-law (son's wife); bride; wife – the newly wedded wife in the family,"n. daughter-in-law (son's wife); bride; wife – the newly wedded wife in the family | Platts: s.f. Son's wife, daughter-in-law; wife; bride: — bahū-beṭī or beṭiyāṅ, s.f. Wives and daughters; ladies;… | also: infinitive of بَہْنا (bahnā — to flow)",
2531,تجدید,renewal,4.20,ReadUrdu+word2word,,"s.f. = A تجدد tajaddud [inf. n. v of جدّ 'to cutoff'], s.m. Renewing; renewal, novelty",renew; strength; their; those; hope
2532,تختہ,board; plot,4.20,Kaikki+ReadUrdu,"shelf; plot, terrain; board, plank, tablet","n. board, plank, tablet; shelf; plot, terrain | Platts: (see taḵẖt), s.m. A plank, board; platform; deck (of a ship); drawbridge; table; bench; stool; pedestal (of a…",Later; Saint; Church; declared; Doctor
2533,تکبر,arrogance,4.20,Kaikki+ReadUrdu,"arrogance, pride, egotism","arrogance, haughtiness",PICKY; PROUD; OR; NOT; M
2534,جاسوسی,Spying; espionage,4.20,ReadUrdu+word2word,,"s.f. Spying, espionage; the office or duty of a spy: — jāsūsī karnā, v.n. To act or play the spy",Espionage; spying; Times; York; spy
2535,جاہل,ignorant; idiotic,4.20,Kaikki+ReadUrdu,"idiotic, ignorant, uneducated, foolish","adj. idiotic, ignorant, uneducated, foolish | Platts: (act. part. of جہل), adj. Ignorant, illiterate, barbarous; uncivilized, rude, ill-mannered; silly, foolish;…",horde; illiterate; descended; riding; upon
2536,خوفناک,horrible; terrifying,4.20,Kaikki+ReadUrdu+word2word,"horrible, terrifying, frightful, dreadful","horrible, terrifying, frightful, dreadful",terrible; horrible; TERRIBLE; awful; liar
2537,خیمہ,tent,4.20,Kaikki+ReadUrdu,tent,"n. tent | Platts: (for A. خيمة ḵẖaimat; fr. خيم), s.m. A tent, pavilion: — ḵẖīma-doz, s.m. A tent-maker: — ḵẖaima-zan, s.m. A…",
2538,دھواں,smoke,4.20,Kaikki+ReadUrdu+word2word,smoke,smoke,Silly; songs; scented; smoke; little
2539,سردی,winter; the cold,4.20,Kaikki+ReadUrdu+word2word,the cold; shivering; winter (season of the year),"n. the cold; winter (season of the year); the common cold, flu (ie. illness) | Platts: s.f. Cold, coldness, chilliness, dampness, rawness; cold producing quality (as in drugs, articles of food,…",sweaty; shirt; winter; catch; change
2540,سٹار,star,4.20,ReadUrdu+word2word,,"star, celebrity",Star; star; Death; holes; sixty-nine
2541,صغیر,small; junior,4.20,Kaikki+ReadUrdu,"junior, minor, small; inferior, contemptible","junior, minor, small; inferior, contemptible",
2542,عیاں,obvious; clear,4.20,Kaikki+ReadUrdu,"obvious, evident, clear, manifest","obvious, evident, clear, manifest",
2543,فراق,separation,4.20,Kaikki+ReadUrdu,"separation, parting; anxiety, grief, regret (on account of absence)",separation (from the beloved),
2544,فرشتہ,angel,4.20,Kaikki+ReadUrdu+word2word,"angel; a messenger, apostle; a pure-hearted, selfless person",angel,Angel; angel; Be; their; him
2545,لاڑکانہ,Larkana,4.20,Kaikki+ReadUrdu,"Larkana (a city in Larkana district, Sindh, Pakistan)","Larkana (a city in Larkana district, Sindh, Pakistan)",
2546,لغت,language; dictionary,4.20,Kaikki+ReadUrdu,"dictionary, lexicon; language, dialect, idiom","n. dictionary, lexicon; language, dialect, idiom | Platts: (for A. لغة, v.n. fr. لغو 'to speak'), s.f. A word, vocable; speech, language, tongue, dialect, idiom;…",
2547,ناراضگی,disappointment; sadness,4.20,Kaikki+ReadUrdu,"disappointment, sadness, dissatisfaction","disappointment, sadness, dissatisfaction",
2548,ندی,river,4.20,Kaikki+ReadUrdu,river,river,
2549,پنڈت,pundit,4.20,Kaikki+ReadUrdu,pundit (a Hindu scholar),pundit (a Hindu scholar),Erudite; surrender; Attack; screening; smartest
2550,گھاس,grass; hay,4.20,Kaikki+ReadUrdu+word2word,hay; sod; grass,grass; sod; hay,grass; worms; dirt; eaten; covered
2551,اندراج,entry; registration,4.19,Kaikki+ReadUrdu+word2word,"insert, enter; registration, insertion, entry","n. registration, insertion, entry; insert, enter | Platts: s.m. Being folded together; being inserted; insertion, entry; — extinction of a family",entry; submit; event; missing; Like
2552,باریک,thin; narrow,4.19,Kaikki+ReadUrdu,thin; narrow; delicate,"adj. narrow; thin; delicate | Platts: adj. Fine, thin, slender, slight, slim, delicate; minute, nice, subtle; shrill, high (note, &c.): — bārīk…",
2553,بخشش,pardon,4.19,Kaikki+ReadUrdu,pardon,"n. pardon | Platts: (abst. s. fr. baḵẖsh, q.v.), s.f. Present, gift, donation, grant, gratuity, reward; beneficence, liberality,…",TIP; HAT; THE; ?
2554,برج,tower; bastion,4.19,Kaikki+ReadUrdu,tower; turret; bastion,"n. bastion; tower; turret | Platts: s.m. Cattle-shed, cow-pen; — name of the district surrounding Agra and Mathurā (the scene of Kr̤ishṇa's…",
2555,بندرگاہ,port,4.19,ReadUrdu+word2word,,"port, harbour",port; Contracts; globe; base; tracked
2556,تدفین,Burial,4.19,ReadUrdu+word2word,,"s.f. Burial, interment; funeral",buried; To; will; where; father
2557,تقوی,taqwa – fear of God; piety,4.19,Kaikki+ReadUrdu,taqwa – fear of God; piety; abstinence,"n. taqwa – fear of God; piety; abstinence | Platts: s.m. Fear of God, piety; preserving or guarding oneself from sin; abstinence; continence: — ahl-ě-taqwā,…",
2558,تمنا,wish; longing,4.19,Kaikki+ReadUrdu,"longing; aspiration; wish, desire","wish, longing",dream; respect; every; family; ever
2559,خانم,a lady; a woman of rank,4.19,Kaikki+ReadUrdu,"a lady, a woman of rank, a princess; title of the wife of a ḵẖān","n. a lady, a woman of rank, a princess; title of the wife of a ḵẖān | Platts: (fem. of ḵẖān), s.f. A lady, a woman of rank, a princess; title of the wife of a ḵẖān",
2560,لقب,title; surname,4.19,Kaikki+ReadUrdu,"surname; nickname; title, appellation, epithet","n. title, appellation, epithet; surname; nickname | Platts: s.m. A title, an appellation of honour; a surname; a by-name, a nickname",
2561,میکسیکو,Mexico,4.19,Kaikki+ReadUrdu+word2word,Mexico (a country in North America),Mexico (a country in North America),Mexico; cartels; jurisdiction; Especially; specialty
2562,نثر,prose,4.19,Kaikki+ReadUrdu,prose,"n. prose | Platts: (inf. n. of نثر 'to scatter,' &c.), s.f. A prose composition; prose",
2563,نکالنا,take out; to remove,4.19,Kaikki+ReadUrdu,"to extract; to remove, take out","v. to remove, take out; to extract | Platts: v.t To pull or draw out; to take out (of, -se); to extract; to express; to distil; — to extricate; — to pick…",them; disclose; needs; head; responsible
2564,ٹھہر,stay,4.19,ReadUrdu+word2word,,"form of ٹَھہَرْنا (ṭhaharnā — to wait, stay, stop) | also: form of ٹَھہَرْنا (ṭhaharnā — to wait, stay, stop)",keep; quiet; Stay; and; here
2565,پوچھتے,ask,4.19,ReadUrdu+word2word,,"plural masculine of پُوچْھنا (pūchnā — to ask, enquire)",ask; coffee; let; gotta; guys
2566,پیٹرول,petrol; gasoline,4.19,Kaikki+ReadUrdu,"petrol, gasoline","petrol, gasoline",
2567,چوٹ,hurt; loss,4.19,Kaikki+ReadUrdu+word2word,"jealousy; loss; harm; injury, hurt","hit; blow; attack; injury, hurt; loss; harm",hurt; HURT; ARE; ANYBODY; -Did
2568,گھی,clarified butter; ghee,4.19,Kaikki+ReadUrdu,ghee; clarified butter,ghee; clarified butter,
2569,ہمسایہ,neighbor,4.19,Kaikki+ReadUrdu,neighbor,neighbor,
2570,اردگرد,Around,4.18,ReadUrdu+word2word,,"adv. & postpos. (gov. -ke), Around, all round, round about, on every side (of), on all sides. (See gird, and…",revolve; since; must; around; at
2571,تاثر,impression,4.18,ReadUrdu+word2word,,impression,impression; watching; someone; parcel; moral
2572,ترانہ,anthem; melody,4.18,Kaikki+ReadUrdu,"anthem, melody","n. anthem, melody | Platts: (S. ताड्य+मान, rt. तड्), s.m. Modulation, melody, harmony, symphony; voice, song, tune, air; trill, shake,…",
2573,جنگلی,wild,4.18,ReadUrdu+word2word,,"adj. & s.m. Of or pertaining to a forest or wood; uncultivated; wild, savage, uncivilized, barbarian,…",wild; stallion; pretty; caterpillars; beasts
2574,شرک,idolatry; polytheism,4.18,Kaikki+ReadUrdu,"polytheism, idolatry","n. polytheism, idolatry | Platts: (inf. n. of شرك 'to share,' &c.), s.m. Partnership, copartnership, a company, society…",
2575,قطعی,final; decisive,4.18,Kaikki+ReadUrdu,"definitive, imperative, peremptory; decisive, conclusive, final, categorical, absolute, imperative, ultimate, binding; conclusively, finally, verily, truly, entirely, absolutely, altogether, definitely","adj. decisive, conclusive, final, categorical, absolute, imperative, ultimate, binding; definitive, imperative, peremptory | adv. conclusively, finally, verily, truly, entirely, absolutely, altogether, definitely | Platts: (rel. n. fr. qat̤ʻ), adj. Conclusive, final, definitive, decisive; absolute; imperative; peremptory; — adv.…",wants; exactly; enter; through; Mr
2576,قوی,strong; robust,4.18,Kaikki+ReadUrdu,"robust, strong, mighty","adj. robust, strong, mighty | n. irregular plural of قوت (quvvat, “strength, force”) | Platts: s.f. pl. (of quwwat, q.v.), Powers, virtues, &c",
2577,لمبائی,length; height,4.18,Kaikki+ReadUrdu,height; length,"n. length; height | Platts: s.f. Length; tallness; height: — lambāʼī-ćauṛāʼī, s.f. Length and breadth; size; capacity; (met.) pomp,…",
2578,لڑتے,fight,4.18,ReadUrdu+word2word,,"plural masculine of لَڑْنا (laṛnā — to fight, combat; battle)",fight; RINGING; CELL; PHONE; (
2579,مادر,mother; mama,4.18,Kaikki+ReadUrdu,"mother, mama","n. mother, mama | Platts: s.f. Mother: — mādar-ba-ḵẖat̤ā, 'whose mother is at fault, or has gone wrong'; a term of abuse…",
2580,مخلوط,mixed; complex,4.18,Kaikki+ReadUrdu,"complex; mixed, mingled; blended; confused","adj. mixed, mingled; blended; confused; complex | Platts: (pass. part. of خلط 'to mix or mingle,' &c.). part. Mixed, mingled; blended; confused",redefining; Jon; passionate; Sixteen; baddest
2581,ملائیشیا,Malaysia,4.18,Kaikki+ReadUrdu+word2word,Malaysia (a country in Southeast Asia),Malaysia (a country in Southeast Asia),guy; Malaysia; Malaysian; nephew; station
2582,منقطع,cut off; severed,4.18,Kaikki+ReadUrdu,"extinct; conclusive; severed, cut off","adj. severed, cut off; concluded, settled, decided; disconnected (ie. interrupted) | Platts: (act. part. of اِنْقطع 'to be broken, cut off, or detached,' &c., vii (and quasi-pass.) of قطع 'to cut off,'…",disconnected; His; phone; s; '
2583,ناقص,imperfect,4.18,Kaikki+ReadUrdu,"imperfect; incomplete, lacking; insufficient, inadequate","(act. part. of نقص 'to be defective,' &c.), adj. Defective, imperfect, deficient, wanting (in); unfinished,…",
2584,ڈاکو,bandit; thug,4.18,Kaikki+ReadUrdu+word2word,"bandit, thug, robber","bandit, thug, robber",bandit; consider; too; If; see
2585,ڈھاکہ,Dhaka District; Dhaka Division,4.18,Kaikki+ReadUrdu,Dhaka (the capital city of Bangladesh); Dhaka District (a district of Bangladesh); Dhaka Division (a division of Bangladesh),Dhaka (the capital city of Bangladesh); Dhaka District (a district of Bangladesh); Dhaka Division (a division of Bangladesh),
2586,کروانا,to cause to do; to make do or cause,4.18,Kaikki+ReadUrdu,"to cause to do, to make do or cause, to have or get done or made","v. to cause to do, to make do or cause, to have or get done or made | Platts: (doub. caus. of karnā), v.t. To cause to be done, &c., to have or get done; to cause (one) to do or make, &c.…",Honey; somebody; while; introduce; Well
2587,کنارہ,edge,4.18,Kaikki+ReadUrdu,edge; side; limit,"edge, bank, shore",torch; tie; end; Now; this
2588,کیف,Kyiv,4.18,Kaikki+ReadUrdu,Kyiv (the capital city of Ukraine),"name: Kyiv (the capital city of Ukraine) | Platts: (acc. of kaifuṉ, inf. n. of کيف 'to cut,' &c.), adv. How? in what manner? — (met.) s.f. Hilarity,…",
2589,ہاتھی,elephant,4.18,Kaikki+ReadUrdu,elephant,elephant,
2590,ہوس,lust; inordinate desire,4.18,Kaikki+ReadUrdu,"curiosity; lust, greed, inordinate desire","n. lust, greed, inordinate desire; curiosity | Platts: s.f. Desire, lust, concupiscence, inordinate appetite; — ambition; — curiosity: — hawas pakānā, To form or…",
2591,ادراک,insight; cognition,4.17,Kaikki+ReadUrdu,"insight; cognition, intuition, comprehension, grasp, nous, perception, perspicacity, understanding","n. insight; cognition, intuition, comprehension, grasp, nous, perception, perspicacity, understanding | Platts: s.m. Perception, apprehension, understanding, comprehension",best; know; should; We; all
2592,الیاس,Ilyas,4.17,Kaikki+ReadUrdu,Ilyas,"Ilyas; a male given name, Ilyas, from Arabic إِلْيَاس (ʔilyās)",
2593,تعجب,surprise; astonishment,4.17,Kaikki+ReadUrdu+word2word,"surprise, astonishment",astonishment,surprise; Yo; Sheriff; proceedings; someone
2594,جین,equivalent to English Jain; a Jain,4.17,Kaikki+ReadUrdu,"a Jain; a surname, equivalent to English Jain","name: a Jain.; a surname, equivalent to English Jain | Platts: adj. Old, decayed, &c.; — an old man (see jīrṇa)",Jean; Jane; messy; balaskan; boast
2595,خزاں,autumn; fall,4.17,Kaikki+ReadUrdu+word2word,"decay; autumn, old age; fall, autumn (season of the year)",autumn,fall; Israelis; autumn; All; caught
2596,خطیب,a reader; representative,4.17,Kaikki+ReadUrdu,"a reader; an orator, preacher (one who delivers a sermon); representative (one who speaks for a community; group)","n. an orator, preacher (one who delivers a sermon); representative (one who speaks for a community; group); a reader | Platts: (fr. خطب 'to recite'), s.m. A public speaker, an orator, a preacher, a reciter of a ḵẖut̤ba, q.v",
2597,راجستھان,Rajasthan,4.17,Kaikki+ReadUrdu,"Rajasthan (a state in northwestern India, created in 1949 and replacing the former province of Rajputana)","Rajasthan (a state in northwestern India, created in 1949 and replacing the former province of Rajputana)",
2598,ستون,support; pillar,4.17,Kaikki+ReadUrdu,"obelisk,; pillar, support, column, prop, beam","n. pillar, support, column, prop, beam; obelisk, | Platts: s.m. An offerer of Soma juice; drinker of Soma ( = suta-vat)",
2599,سست,slow; lazy,4.17,Kaikki+ReadUrdu+word2word,"slow, sluggish; lazy, leisurely, idle; relaxed, negligent, lethargic","adj. slow, sluggish; lazy, leisurely, idle; relaxed, negligent, lethargic | Platts: ( = S. असुस्थ; see su-stha), adj. Indisposed, heavy, languid; feeble, weak; dejected, downcast; unbraced,…",slow; Too; Slow; Retard; slower
2600,سنیں,listen,4.17,ReadUrdu+word2word,,"plural perfective of سُنْنا (sunnā — to listen, to hear) | also: feminine of سُنْنا (sunnā — to listen, to hear)",listen; Listen; CRAZY; SOUNDS; LISTEN
2601,شہد,honey,4.17,Kaikki+ReadUrdu+word2word,honey,"n. honey | Platts: s.m. Honey (syn. madhu); anything very sweet: — shahd-kī makkhī, or shahd-makkhī, s.f. A bee: — shahad-kī…",HONEY; TO; honey; YOU; UP
2602,فراز,top; high,4.17,Kaikki+ReadUrdu,"summit, top; above, upwards; high, lofty, elevated","name: a male given name, Faraz | n. height, elevation, ascendancy, ascent; summit, top | adj. high, lofty, elevated | adv. above, upwards | Platts: adj. & adv. High, lofty, elevated; exalted; (in comp.) elevating, exalting; — above, upwards, aloft, on the…",Faraj; Farij; Fuzzy; south; happens
2603,لطیفہ,joke; unique thing,4.17,Kaikki+ReadUrdu,"a meme; joke, jest; a strange; unique thing","n. joke, jest; a meme.; a strange; unique thing. | Platts: (for A. لطيفة lat̤īfat, fem. of lat̤īf), s.m. A pleasantry, jest, joke, raillery, witticism, bon-mot; an…",
2604,ویزا,visa,4.17,ReadUrdu+word2word,,visa,visa; secure; knowing; Which; stamps
2605,ٹکر,hit; collision,4.17,Kaikki+ReadUrdu,"collision, hit, crash (impact between two objects)","collision, hit, crash (impact between two objects)",
2606,پوجا,worship; or special guests,4.17,Kaikki+ReadUrdu,"worship; puja, a Hindu ritual offered to various deities, distinguished persons, or special guests","n. worship; puja, a Hindu ritual offered to various deities, distinguished persons, or special guests. | Platts: s.f. Honour, worship, respect, reverence, veneration, homage (to superiors), adoration (of the gods);… | also: perfective masculine of پُوجنا (pūjnā — to be fulfilled)",
2607,پیج,agreement; solemn declaration,4.17,Kaikki+ReadUrdu,"solemn declaration, agreement, engagement, promise, vow","n. solemn declaration, agreement, engagement, promise, vow | Platts: s.f. Solemn declaration, agreement, engagement, promise, vow; — vowed or sworn hostility or enmity: — paij…",Page; Unger; only; medics; area
2608,کمان,bow; arc,4.17,Kaikki+ReadUrdu,arc; bow,"n. bow; arch; arc | Platts: s.f. A bow; an arch; a spring; the sign Sagittarius; — adj. (in comp.) Arched, curved, bent, bowed; flexible:…",
2609,گندگی,dirt; filth,4.17,Kaikki+ReadUrdu+word2word,"filth, dirt; rubbish, litter","n. filth, dirt; rubbish, litter | Platts: s.f. Stink, stench; rottenness, putrefaction; — filth; ordure: — gandagī phailānā, To strew filth about; to…",shit; mess; SHIT; suckers; dirt
