rank,target,english,pos,ipa_candidate,learner_hint_candidate,source_sha256
513,زور,force; strength; power; emphasis; pressure,noun,zˈoːr,zohr,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
514,ادب,literature; manners; courtesy; respect; etiquette,noun,adˈab,adab,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
515,کالا,"black; dark; black-colored; evil/dark (figurative, context-dependent)",adjective / noun,kˈaːlaː,kala,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
516,یقین,certainty; belief; conviction; confidence,noun,jəqˈiːn,yohohhqayayn,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
517,بالی,an ear of corn; a kind of earring with pendants,noun,bˈaːli,balayay,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
518,روڈ,road,noun,rˈoːɖ,rohd,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
519,شاہد,witness,noun,ʃˈaːhəd,shahohohhd,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
520,امید,hope; expectation; امید سے = pregnant (idiomatic construction),noun,ʊmˈiːd,ohohmayayd,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
521,صنعت,"industry; art, skill, handicraft, workmanship",noun,ʂanˈat,ʂanat,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
522,وکٹ,wicket,noun,ʋˈɪkɪʈ,ʋayaykayayt,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
523,انتخاب,election,noun,ˌɪntɪxˈaːb,ayayntayaykhab,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
524,احساس,"consciousness, emotion, feeling, perception, realisation",noun,ɛhsˈaːs,ayhsas,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
525,مشرق,east,noun,mˈaʃrˌɪq,mashrayayq,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
526,موسیقی,music,noun,moːsˈiːqi,mohsayayqayay,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
527,تیز,fast; quick; sharp; intense; strong; spicy/hot,adjective / adverb,tˈeːz,tayz,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
528,وطن,"nation, country; homeland, motherland, fatherland",noun,ʋatˈan,ʋatan,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
529,دودھ,milk; coconut milk/liquid (context-dependent),noun,dˈuːdʰ,dohohdʰ,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
530,تنظیم,organization,noun,tˌənʐˈiːm,tohohhnʐayaym,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
531,موسم,weather; season; climate,noun,mˈoːsəm,mohsohohhm,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
532,خرچ,"expenditure, spending",noun,xˈʌrc,khʌrc,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
533,ہاتھوں,hands (oblique plural),noun,hˈaːtʰõː,hatʰõ,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
534,حمایت,"defence, protection; support, backing, aid, advocacy (of a side or cause)",noun,hɪmˈaːjat,hayaymayat,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
535,شکست,"defeat, failure; loss, deficiency; breaking, fracture",noun,ʃɪkˈast,shayaykast,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
536,نماز,prayer; ritual prayer; salat,noun,namˈaːz,namaz,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
537,تربیت,"upbringing (ie. of a parent to a child); nurturing, discipline (ie. training; instruction)",noun,tˈarbiˌat,tarbayayat,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
538,تصور,concept; idea; conception,noun,taʂˈaʋʋʊr,taʂaʋʋohohr,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
539,سپر,"a shield, a handheld defensive armour",noun,sˈʌpər,sʌpohohhr,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
540,چنانچہ,therefore; consequently; accordingly,conjunctive adverb / discourse connector,cənˈaːnca,cohohhnanca,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
541,واقعات,events; incidents,noun,ʋˌaːqeːˈaːt,ʋaqayat,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
542,رضا,will; accord; consent,noun,rˈʌzaː,rʌza,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
543,وہی,"that very, the same; he, she, it, they, that, those",adj / pronoun,ʋˈʌhi,ʋʌhayay,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
544,اسکول,school,noun,ɪskˈuːl,ayayskohohl,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
545,معیار,standard; quality; criterion; measure; benchmark,noun,maːjˈaːr,mayar,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
546,آزادی,"liberty, liberation; freedom, independence",noun,aːzˈaːdi,azadayay,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
547,مثال,"example, instance, specimen, model, precedent",noun,mɪsˈaːl,mayaysal,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
548,شاعری,poetry,noun,ʃaːˈaːɪrˌiː,shaaayayrayay,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
549,عظیم,great; grand; magnificent; vast; عظیم in the divine epithet العظیم (context-dependent),adjective,aʐˈiːm,aʐayaym,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
550,خوبصورت,beautiful,adj,xˈuːbʂuːrˌat,khohohbʂohohrat,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
551,سوچ,thought; thinking; think! (stem/imperative of سوچنا),noun / verb stem / imperative,sˈoːc,sohc,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
552,دین,religion; faith,noun,dˈeːn,dayn,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
553,سبب,"cause, reason",noun,sˈʌbəb,sʌbohohhb,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
554,برطانوی,British,adj,bˌərtˈaːnʋi,bohohhrtanʋayay,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
555,سکا,could; was able to (masculine singular form),verb form,sˈʌkaː,sʌka,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
556,ملی,got; received; met (feminine singular form of ملنا); national (different vocalization/context),verb form / adjective,mˈɪli,mayaylayay,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
557,برآمد,export; exported; recovered; retrieved,noun / adjective-participle,bərˈaːməd,bohohhramohohhd,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
558,شکل,shape; form; appearance; look; face,noun,ʃˈakl,shakl,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
559,دباؤ,"pressure; stress; influence; press! (imperative, context-dependent)",noun / imperative verb form,dəbˈaːoː,dohohhbaoh,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
560,رابطہ,contact; connection; link; relation,noun,rˈaːbta,rabta,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
561,تجارت,"trade, business, commerce",noun,tɪɟˈaːrat,tayaygyarat,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
562,حملہ,attack; invasion; assault,noun,hˈamla,hamla,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
563,احتجاج,protest,noun,ˈeːhtɪɟˌaːɟ,ayhtayaygyagy,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
564,ساری,all; whole (feminine),determiner,sˈaːri,sarayay,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
565,بلند,"loud; high, lofty",adj,bʊlˈand,bohohland,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
566,والد,father,noun,ʋˈaːlɪd,ʋalayayd,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
567,منظور,"approved; accepted; granted; sanctioned; Manzoor (given name, context-dependent)",adjective / name,mˌanʐˈuːr,manʐohohr,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
568,آدمی,"man; individual, person",noun,ˈaːdmˌiː,admayay,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
569,صوبہ,province; presidency,noun,ʂˈuːba,ʂohohba,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
570,قبول,acceptance; approval; assent; accepted (in compounds/context),noun / adjective element,qʊbˈuːl,qohohbohohl,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
571,نیچے,below; under; down; underneath,locative adverb / postpositional element,nˈiːceː,nayaycay,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
572,محکمہ,department; bureau; office,noun,meːhˈeːkma,mayhaykma,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
573,محض,merely; only; purely,adverb / particle,mˈɛhɛz,mayhayz,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
574,روزہ,fast; religious fast; fasting observance,noun,rˈoːzˌa,rohza,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
575,مریض,patient; sick person; ill; sick; ailing,noun / adjective,mərˈiːz,mohohhrayayz,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
576,الگ,"apart; separate; distinct, different",adj / adv,ˈaləɡ,alohohhg,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
577,گھنٹے,"hours; hour (oblique/vocative singular, context-dependent)",noun,ɡʰˈʌnʈˌeː,gʰʌntay,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
578,مسلسل,repeatedly; continuously,adv,mˌʊsalsˈal,mohohsalsal,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
579,رن,run (especially in cricket/sports),noun,rˈʌn,rʌn,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
580,عراقی,Iraqi,adj / noun,arˈaːqi,araqayay,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
581,آنکھوں,eyes (oblique plural),noun,ˈaːnkʰˌõː,ankʰõ,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
582,تحریر,writing; text; composition; written piece; correspondence,noun,tɛhrˈiːr,tayhrayayr,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
583,معاملات,matters; affairs; dealings,noun,mˌaːməlˈaːt,mamohohhlat,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
584,سچ,truth; true,noun / adjective,sˈʌc,sʌc,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
585,تباہ,"destroyed, ruined",adj,təbˈaːh,tohohhbah,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
586,خبر,"news; message, notification; information, intelligence, knowledge",noun,xˈʌbər,khʌbohohhr,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
587,مذہبی,faithful; religious; sectarian,adj,mˈazhabˌiː,mazhabayay,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
588,سا,"like, as; -ish, -esque; resembling, alike",particle,sˈaː,sa,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
589,ماضی,past,adj / noun,mˈaːzi,mazayay,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
590,اتحاد,"coalition; unification; unity, alliance",noun,ˌɪtahˈaːd,ayaytahad,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
591,مسجد,mosque; Muslim prayer hall/place of prayer,noun,mˈasɟˌɪd,masgyayayd,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
592,بچہ,child; kid; young one; offspring,noun,bˈʌca,bʌca,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
593,اعتماد,trust; confidence; reliance; belief,noun,ˈeːtɪmˌaːd,aytayaymad,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
594,مناسب,"appropriate, fitting; suitable, proper (of a dress etc.); reasonable (of price, quality etc.)",adj,mʊnˈaːsɪb,mohohnasayayb,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
595,خواہش,want; wish; desire,noun,xʋˈaːhɪʃ,khʋahayaysh,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
596,دفتر,"office, workplace",noun,dˌaftˈar,daftar,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
597,اپ,up (English loan/transliteration); up-/upgrade-type compound element,loanword / prefix element,ˈap,ap,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
598,ماحول,"environment; ambience, atmosphere; circumstance, condition (surroundings in which one lives)",noun,maːhˈoːl,mahohl,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
599,اوپر,up; above; on top,adv,ˈuːpar,ohohpar,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
600,خواجہ,Khwaja; master; lord; dignitary; honorific/title,noun / title / name,xʋˈaːɟˌa,khʋagya,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
601,سنگھ,Singh (surname/title/name element); lion (etymological/literary),name / noun,sˈɪnɡʰ,sayayngʰ,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
602,فتح,victory; conquest,noun,fˌətˈah,fohohhtah,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
603,آٹھ,eight,numeral,ˈaːʈʰ,atʰ,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
604,کاروبار,"occupation; business, trade",noun,kˌaːroːbˈaːr,karohbar,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
605,چونکہ,because; since,subordinating conjunction,cuːnkˈeːh,cohohnkayh,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
606,امیر,rich; wealthy; nobleman,adj / noun,amˈiːr,amayayr,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
607,درد,pain; ache; sorrow,noun,dˈʌrd,dʌrd,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
608,سعودی,"Saudi, Saudi Arabian",adj / noun,saːˈoːdi,saohdayay,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
609,غالب,"victorious; higher, superior; dominant, predominant",adj,ɣˈaːlɪb,ghalayayb,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
610,ریاست,"a state; rule, control; a princely state",noun,rjaːsˈat,ryasat,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
611,ذہن,mind; intellect; mental faculty; understanding,noun,zˈɛhɛn,zayhayn,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
612,روشنی,light; brightness,noun,rˈoːʃnˌiː,rohshnayay,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
613,ڈرامہ,play; drama; acting,noun,ɖərˈaːmˌa,dohohhrama,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
614,واقعہ,event; incident; occurrence,noun,ʋˈaːqja,ʋaqya,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
615,بجے,"o'clock; rings/sounds (form of بجنا, context-dependent)",time expression / verb form,bˈʌɟeː,bʌgyay,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
616,تا,to; until; while,adv / conj / prep,tˈaː,ta,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
617,دولت,wealth; fortune; prosperity,noun,dˈoːlət,dohlohohht,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
618,عوامی,public; popular,adj,aʋˈaːmi,aʋamayay,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
619,منٹ,minute,noun,mˈɪnɪʈ,mayaynayayt,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
620,قانونی,legal; lawful; legitimate,adj,qˈaːnuːnˌiː,qanohohnayay,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
621,زندہ,"alive, living",adj,zˈɪnda,zayaynda,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
622,نتیجہ,"result, consequence, end, outcome",noun,nətˈiːɟˌa,nohohhtayaygya,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
623,چہرے,"faces; face (oblique/vocative singular, context-dependent)",noun,cˈɛhreː,cayhray,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
624,انیس,nineteen,numeral,ʊnˈiːs,ohohnayays,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
625,تحفظ,protection; safeguarding; preservation; security; conservation,noun,tahˈafʊʐ,tahafohohʐ,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
626,اوقات,"times; hours; periods; circumstances/status; means/capacity (idiomatic, context-dependent)",noun,ˌoːqˈaːt,ohqat,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
627,قوت,"food; strength, power, force",noun,quːʋˈat,qohohʋat,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
628,علاقہ,area; region; locality; territory; connection/association (context-dependent),noun,ɪlˈaːqa,ayaylaqa,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
629,ممتاز,"distinguished, exalted; a unisex given name, Mumtaz, from Arabic",adj / name,mʊmtˈaːz,mohohmtaz,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
630,جھوٹ,"lie, fib, falsehood, fabrication",noun,ɟʰˈuːʈ,gyʰohoht,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
631,گاؤں,"hometown; village, hamlet",noun,ɡaːˈoːn,gaohn,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
632,نہایت,very; extremely; exceedingly; end; limit,adverb / noun,nˌɪhaːjˈat,nayayhayat,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
633,خوشی,happiness; pleasure; delight; joy,noun,xˈʊʃi,khohohshayay,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
634,لگ,"attach; seem; begin; be attached; cost (stem of لگنا, context-dependent)",verb stem,lˈʌɡ,lʌg,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
635,سمجھ,understanding; understand! (stem/imperative of سمجھنا),noun / verb stem / imperative,sˈʌməɟʰ,sʌmohohhgyʰ,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
636,مشترکہ,shared; combined; joint,adj,mʊʃtˈarka,mohohshtarka,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
637,شہروں,cities (oblique plural),noun,ʃˈɛhrõː,shayhrõ,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
638,درخواست,"appeal, petition; application, proposal; desire, will, request",noun,dˌarxʋˈaːst,darkhʋast,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
639,شدت,"severity, sternness, rigour; intensity, harshness",noun,ʃɪdˈat,shayaydat,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
640,معیشت,economy,noun,mˌaiʃˈat,maayayshat,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
641,اگرچہ,although; even though; though,conjunction,ˌaɡarcˈeːh,agarcayh,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
642,بال,hair; wing; child,noun,bˈaːl,bal,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
643,روانہ,departed; set off; dispatched; sent off,adjective / participle,raʋˈaːnˌa,raʋana,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
644,کلام,word; speech; discourse,noun,kəlˈaːm,kohohhlam,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
645,میدان,"battleground; maidan, plains; ground, field, arena",noun,meːdˈaːn,maydan,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
646,سرگرم,"active, working",adj,sˌarɡˈarm,sargarm,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
647,قدم,"foot; step; footstep; antiquity/oldness (different vocalization, learned use)",noun,qˈʌdəm,qʌdohohhm,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
648,شہری,citizen; urban; pertaining to the city,adj / noun,ʃˈɛhri,shayhrayay,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
649,انتظامیہ,"administration, establishment",noun,ˌɪntɪʐaːmˈiːa,ayayntayayʐamayaya,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
650,شے,"object, thing; article, matter",noun,ʃˈeː,shay,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
651,فکر,thought; concern; worry; anxiety,noun,fˈɪkr,fayaykr,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
652,کپ,"cup, glass",noun,kˈʌp,kʌp,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
653,حیات,life; lifetime; existence,noun,hajˈaːt,hayat,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
654,جیسا,like; as; such as; resembling,comparative/resemblance adjective / connector,ɟˈeːsaː,gyaysa,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
655,جماعتوں,groups; parties; classes,noun,ɟamˈaːtõː,gyamatõ,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
656,تفصیلات,details,noun,tˌəfʂˌiːlˈaːt,tohohhfʂayaylat,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
657,بیس,twenty,numeral,bˈeːs,bays,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
658,قوانین,laws; regulations,noun,qˌaʋaːnˈiːn,qaʋanayayn,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
659,آئین,constitution,noun,aːˈiːn,aayayn,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
660,تشدد,"severity, hardship, rigour; violence, oppression, aggression",noun,taʃˈadʊd,tashadohohd,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
661,خوش,happy; content,adj,xˈʊʃ,khohohsh,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
662,عدم,absence; lack; nonexistence; negation; nothingness,noun,ˈadəm,adohohhm,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
663,مال,goods; property; wealth; money; assets,noun,mˈaːl,mal,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
664,مجھ,"me (oblique form, used before postpositions)",pronoun,mʊɟʰ,mohohgyʰ,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
665,مشہور,"famous, reputed",adj,mˌəʃhˈuːr,mohohhshhohohr,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
666,دعا,"prayer; supplication; wish; blessing; Dua (name, context-dependent)",noun / name,dˈʊaː,dohoha,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
667,گل,"flower; rose; Gul (name element, context-dependent)",noun / name,ɡˈʊl,gohohl,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
668,اساتذہ,teachers,noun,asˈaːtza,asatza,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
669,مرض,"disease, illness, sickness, malady",noun,mˈarz,marz,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
670,گیس,gas; gaseous fuel; gasoline/petrol (regional/context-dependent); bodily gas (colloquial),noun,ɡˈeːs,gays,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
671,تجارتی,"anything related to trade; mercantile, commercial, business",adj,tɪɟˈaːratˌiː,tayaygyaratayay,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
672,اتفاق,agreement; accord; coincidence; chance; unity,noun,ˌɪtɪfˈaːq,ayaytayayfaq,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
673,انجام,"end, finishing; result, conclusion",noun,ˈanɟaːm,angyam,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
674,گرم,hot; warm,adjective,ɡˈarm,garm,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
675,ملزم,"accused, charged",adj / noun,mˈʊlzˌɪm,mohohlzayaym,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
676,ادبی,literary; related to literature; cultured/polite (context-dependent),adjective,ˈadbˌiː,adbayay,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
677,گھروں,homes; houses (oblique plural),noun,ɡʰˈʌrõː,gʰʌrõ,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
678,گاڑی,"car; any railed vehicle (train, tram); any four-wheeled motor vehicle (bus, truck)",noun,ɡˈaːr.i,gar.ayay,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
679,مغربی,western,adj,mˈaɣrˌɪbi,maghrayaybayay,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
680,ذہنی,mental; intellectual; psychological; subjective (specialized/context-dependent),adjective,zˈɛhni,zayhnayay,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
