rank,target,english,pos,ipa_candidate,learner_hint_candidate,source_sha256
520,sauf,"except, save; excluding, barring; safe (free from harm)",adjective / preposition,sˈof,sohf,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
521,amuser,to amuse; to entertain; to have fun/enjoy oneself (s'amuser),verb,amyzˈe,amyzay,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
522,hôpital,hospital,noun,opitˈal,ohpayaytal,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
523,abandonner,to abandon; leave; give up; quit,verb,abɑ̃dɔnˈe,abandohnay,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
524,force,"force; strength; forces; force! (forms of forcer, context-dependent)",noun / finite verb form / imperative form,fˈɔʁs,fohrs,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
525,musique,music,noun,myzˈik,myzayayk,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
526,rue,street,noun,ʁˈy,ry,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
527,sûrement,"probably; surely, certainly",adverb,syʁmˈɑ̃,syrman,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
528,blanc,white; blank; white color; white wine/meat (context-dependent noun uses),adjective / noun,blˈɑ̃,blan,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
529,balle,ball; bullet,noun,bˈal,bal,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
530,seigneur,lord; nobleman; seigneur,noun,sɛnjˈœʁ,saynyeur,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
531,courant,current; present; common; fluent; current/flow; electric current,adjective / noun,kuʁˈɑ̃,kohohran,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
532,sac,bag; sack,noun,sˈak,sak,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
533,cul,butt; backside; ass; anus (vulgar/informal),noun (vulgar/informal),kˈy,ky,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
534,soirée,evening; evening party; event/gathering,noun,swaʁˈe,swaray,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
535,refuser,to refuse,verb,ʁəfyzˈe,rohohhfyzay,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
536,avis,notice; opinion; piece of advice,noun,avˈi,avayay,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
537,cours,class; course,noun,kˈuʁ,kohohr,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
538,effet,"effect; spin, bend, curl",noun,efˈɛ,ayfay,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
539,courir,run,verb,kuʁˈiʁ,kohohrayayr,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
540,groupe,group,noun,ɡʁˈup,grohohp,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
541,roi,king,noun,ʁwˈa,rwa,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
542,attraper,to catch (a cold etc.); to catch (e.g. a ball); to trap (to capture in a trap),verb,atʁapˈe,atrapay,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
543,sens,sense; meaning; direction,noun,sˈɑ̃s,sans,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
544,chanter,sing,verb,ʃɑ̃tˈe,shantay,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
545,maintenir,to keep up; to persist; to maintain,verb,mɛ̃tnˈiʁ,mayayntnayayr,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
546,intérieur,interior; inside; inner; internal,noun / adjective,ɛ̃teʁjˈœʁ,ayayntayryeur,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
547,face,face,noun,fˈas,fas,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
548,pleurer,"to mourn, to cry for; to cry, to weep; to shed tears",verb,pløʁˈe,pleuray,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
549,réfléchir,to think; to reflect; to consider; to be reflected,verb,ʁefleʃˈiʁ,rayflayshayayr,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
550,gamin,kid; child; boy (informal),noun,ɡamˈɛ̃,gamayayn,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
551,partout,everywhere,adverb,paʁtˈu,partohoh,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
552,bras,arm,noun,bʁˈa,bra,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
553,retard,delay; lateness (en retard = late),noun,ʁətˈaʁ,rohohhtar,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
554,crime,crime,noun,kʁˈim,krayaym,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
555,calme,"calm; quiet, peaceful; coolness (of a person)",adjective / noun,kˈalm,kalm,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
556,calmer,"to calm, pacify, soothe; to calm down, abate, subside",verb,kalmˈe,kalmay,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
557,lettre,letter,noun,lˈɛtʁ,laytr,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
558,général,general,adjective / noun,ʒeneʁˈal,zhaynayral,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
559,apprécier,to like; to appreciate; to evaluate or measure quantitatively; to appraise,verb,apʁesjˈe,apraysyay,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
560,tromper,to deceive; mislead; be mistaken; cheat on,verb,tʁɔ̃pˈe,trohnpay,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
561,blesser,hurt; wound,verb,blɛsˈe,blaysay,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
562,patron,boss; employer; owner/manager; pattern/template,noun,patʁˈɔ̃,patrohn,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
563,intéresser,to interest; to concern; to be interested in (s'intéresser à),verb,ɛ̃teʁɛsˈe,ayayntayraysay,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
564,certain,sure; certain,adjective,sɛʁtˈɛ̃,sayrtayayn,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
565,casser,break,verb,kasˈe,kasay,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
566,clair,"clear; light; bright; pale; open/clear area (noun use, context-dependent)",adjective / noun,klˈɛʁ,klayr,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
567,surtout,above all; especially; surtout (overcoat),adverb / noun,syʁtˈu,syrtohoh,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
568,honneur,honor; face card,noun,ɔnˈœʁ,ohneur,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
569,toute,all; every; whole (feminine singular),adjective,tˈut,tohoht,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
570,réponse,reply; answer,noun,ʁepˈɔ̃s,raypohns,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
571,clé,key,noun,klˈe,klay,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
572,ancien,ex-; old; former,adjective / noun,ɑ̃sjˈɛ̃,ansyayayn,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
573,reprendre,to take back; resume; start again; retake,verb,ʁəpʁˈɑ̃dʁ,rohohhprandr,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
574,déranger,to bother; to disrupt; to disarray/disarrange (throw into disorder),verb,deʁɑ̃ʒˈe,dayranzhay,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
575,grave,serious; severe; grave; deep; low-pitched,adjective,ɡʁˈav,grav,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
576,sinon,otherwise; if not; except,adverb / conjunction,sinˈɔ̃,sayaynohn,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
577,vivant,alive; living; living person/being,adjective / noun,vivˈɑ̃,vayayvan,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
578,remercier,thank,verb,ʁəmɛʁsjˈe,rohohhmayrsyay,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
579,empêcher,prevent,verb,ɑ̃pɛʃˈe,anpayshay,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
580,mériter,"to deserve, merit",verb,meʁitˈe,mayrayaytay,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
581,cadeau,gift; present,noun,kadˈo,kadoh,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
582,début,"start, beginning",noun,debˈy,dayby,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
583,médecin,doctor; physician,noun,medəsˈɛ̃,maydohohhsayayn,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
584,jurer,swear,verb,ʒyʁˈe,zhyray,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
585,libre,free; at liberty; available; vacant; unoccupied; free/open,adjective,lˈibʁ,layaybr,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
586,récupérer,"to make up (e.g. time); to reclaim, to recover; to reform, to rehabilitate",verb,ʁekypeʁˈe,raykypayray,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
587,souvent,often,adverb,suvˈɑ̃,sohohvan,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
588,exister,exist,verb,ɛɡzistˈe,aygzayaystay,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
589,inviter,invite,verb,ɛ̃vitˈe,ayaynvayaytay,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
590,baiser,"kiss (noun); to fuck (verb, vulgar); to kiss (verb, older/literary)",noun / verb (register-sensitive),bɛzˈe,bayzay,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
591,pardonner,pardon; forgive,verb,paʁdɔnˈe,pardohnay,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
592,sale,"dirty; bad, unpleasant; vile, despicable",adjective,sˈal,sal,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
593,accident,accident,noun,aksidˈɑ̃,aksayaydan,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
594,taire,to keep quiet; to conceal; not to say; to be quiet/fall silent (se taire),verb,tˈɛʁ,tayr,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
595,rouge,red,adjective / noun,ʁˈuʒ,rohohzh,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
596,normal,normal,adjective,nɔʁmˈal,nohrmal,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
597,probablement,probably,adverb,pʁobabləmˈɑ̃,prohbablohohhman,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
598,cheveu,hair; a single hair,noun,ʃəvˈø,shohohhveu,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
599,relation,relationship; relation; connection; account/report,noun,ʁəlasjˈɔ̃,rohohhlasyohn,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
600,pousser,to grow; to push; to utter,verb,pusˈe,pohohsay,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
601,pote,friend; buddy; mate (informal),noun,pˈɔt,poht,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
602,maître,leader; master; teacher (in a primary school),noun,mˈɛtʁ,maytr,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
603,dossier,file; folder; dossier; record; case file,noun,dɔsjˈe,dohsyay,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
604,scène,scene,noun,sˈɛn,sayn,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
605,américain,American,adjective / noun,ameʁikˈɛ̃,amayrayaykayayn,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
606,ligne,line,noun,lˈiɲ,layayny,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
607,incroyable,incredible,adjective / noun,ɛ̃kʁwajˈabl,ayaynkrwayabl,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
608,situation,situation (all meanings),noun,sityasjˈɔ̃,sayaytyasyohn,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
609,recherche,"search; research; searches/looks for; search!/look for! (forms of rechercher, context-dependent)",noun / finite verb form / imperative form,ʁəʃˈɛʁʃ,rohohhshayrsh,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
610,système,system,noun,sistˈɛm,sayaystaym,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
611,avion,aeroplane,noun,avjˈɔ̃,avyohn,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
612,voix,voice,noun,vwˈa,vwa,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
613,âge,age,noun,ˈaːʒ,azh,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
614,garde,guard; watch; custody; protection; keeps/guards; keep!/guard! (forms of garder),noun / finite verb form / imperative form,ɡˈaʁd,gard,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
615,créer,create,verb,kʁeˈe,krayay,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
616,prix,price; prize,noun,pʁˈi,prayay,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
617,bateau,boat; ship; vessel,noun,batˈo,batoh,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
618,rejoindre,to join; rejoin; reach; catch up with,verb,ʁəʒwˈɛ̃dʁ,rohohhzhwayayndr,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
619,amoureux,in love; loving; lover; sweetheart,adjective / noun,amuʁˈø,amohohreu,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
620,reconnaître,"to acknowledge (a child); to acknowledge, to admit (something is true); to recognise (something or someone that one has encountered before)",verb,ʁəkɔnˈɛtʁ,rohohhkohnaytr,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
621,bout,"end; rope; bit, piece, scrap",noun,bˈu,bohoh,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
622,lumière,light,noun,lymjˈɛʁ,lymyayr,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
623,cool,"cool! great!; cool (only its informal senses, mainly fashionable)",adjective,(en)kˈuːl(fr),(ayn)kohohl(fr),1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
624,attaquer,to attack; to tackle / start on,verb,atakˈe,atakay,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
625,présent,present,adjective / noun,pʁezˈɑ̃,prayzan,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
626,pareil,"such; the same; alike; like, alike, same",adjective / adverb,paʁˈɛj,parayy,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
627,simplement,simply,adverb,sɛ̃pləmˈɑ̃,sayaynplohohhman,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
628,prévenir,to warn; to inform; to notify; to prevent,verb,pʁevnˈiʁ,prayvnayayr,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
629,prouver,prove,verb,pʁuvˈe,prohohvay,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
630,patient,patient,adjective / noun,pasjˈɑ̃,pasyan,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
631,est,is (form of être); east; eastern,finite verb form / noun / adjective,ˈɛ,ay,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
632,conseil,council; piece of advice,noun,kɔ̃sˈɛj,kohnsayy,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
633,voyage,trip; voyage; journey,noun,vwajˈaʒ,vwayazh,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
634,réaliser,to carry out; to achieve; to make/produce; to realize/become aware; to direct (a film),verb,ʁealizˈe,rayalayayzay,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
635,spécial,special,adjective,spesjˈal,spaysyal,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
636,embrasser,kiss; embrace,verb,ɑ̃bʁasˈe,anbrasay,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
637,arranger,to arrange; to organize; to fix; to adjust; to suit; to work things out/manage (s'arranger),verb,aʁɑ̃ʒˈe,aranzhay,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
638,sauter,to jump; to skip; to jump over; to explode/blow; to sauté,verb,sotˈe,sohtay,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
639,danser,dance,verb,dɑ̃sˈe,dansay,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
640,stupide,stupid,adjective,stypˈid,stypayayd,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
641,habitude,habit (action done on a regular basis),noun,abitˈyd,abayaytyd,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
642,loi,law,noun,lwˈa,lwa,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
643,ressentir,"to suffer from the effects of; to feel (an emotion, usually strongly)",verb,ʁəsɑ̃tˈiʁ,rohohhsantayayr,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
644,traiter,"to process; to call, to label (someone); to render treatment (usually medical)",verb,tʁɛtˈe,traytay,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
645,craindre,"to fear; to dread; to be bad/suck (ça craint, informal)",verb,kʁˈɛ̃dʁ,krayayndr,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
646,liste,list,noun,lˈist,layayst,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
647,rendez-vous,date; rendezvous; appointment,noun,ʁɑ̃dˈevˈu,randayvohoh,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
648,froid,"cold, chill; distance, strain; cold (temperature)",adjective / noun,fʁwˈa,frwa,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
649,cheval,horse,noun,ʃəvˈal,shohohhval,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
650,mener,"to lead, to take; to lead, to run, to take charge; to lead, to be leading, to be in the lead",verb,mənˈe,mohohhnay,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
651,magnifique,"magnificent, splendid, superb",adjective,maɲifˈik,manyayayfayayk,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
652,ailleurs,elsewhere,adverb,ajˈœʁ,ayeur,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
653,hôtel,hotel,noun,otˈɛl,ohtayl,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
654,oncle,uncle,noun,ˈɔ̃kl,ohnkl,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
655,ferme,farm; firm; closes/shuts (form of fermer); roof truss (specialized),noun / adjective / finite verb form,fˈɛʁm,fayrm,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
656,table,table,noun,tˈabl,tabl,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
657,complètement,completely; entirely; fully,adverb,kɔ̃plɛtmˈɑ̃,kohnplaytman,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
658,doute,"doubt; doubts; doubt! (forms of douter, context-dependent)",noun / finite verb form / imperative form,dˈut,dohoht,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
659,sympa,nice; friendly; pleasant (informal),adjective,sɛ̃pˈa,sayaynpa,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
660,signer,sign,verb,sinjˈe,sayaynyay,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
661,approcher,to approach; to bring closer; to come near/approach (s'approcher),verb,apʁoʃˈe,aprohshay,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
662,éviter,"to avert; to avoid; to dodge, to shun, to bypass",verb,evitˈe,ayvayaytay,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
663,discuter,discuss,verb,diskytˈe,dayayskytay,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
664,épouser,"to marry, to wed; to marry, to get married, wed; to cling to, hug (of tight clothes etc.)",verb,epuzˈe,aypohohzay,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
665,con,"stupid; dumb; idiot; jerk/asshole; cunt (vulgar, context-dependent)",adjective / noun (vulgar/informal),kˈɔ̃,kohn,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
666,lancer,to throw; to launch; to start/set off; throw; pitch; shot,verb / noun,lɑ̃sˈe,lansay,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
667,fier,proud; to trust/rely on (se fier à); to entrust (rare/formal),adjective / verb,fjˈɛʁ,fyayr,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
668,ficher,"to file; put/stick; not care (se ficher de, informal)",verb,fiʃˈe,fayayshay,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
669,dangereux,dangerous,adjective,dɑ̃ʒʁˈø,danzhreu,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
670,inspecteur,inspector,noun,ɛ̃spɛktˈœʁ,ayaynspaykteur,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
671,dos,back,noun,(en)dˈɒs(fr),(ayn)dohs(fr),1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
672,espèce,kind; sort; species,noun,ɛspˈɛs,ayspays,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
673,public,public,adjective / noun,pyblˈik,pyblayayk,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
674,bordel,brothel; mess; chaos; damn!/fuck! (vulgar/informal),noun / interjection-like exclamation (vulgar/informal),bɔʁdˈɛl,bohrdayl,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
675,chanson,song,noun,ʃɑ̃sˈɔ̃,shansohn,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
676,impression,"a print, print-out; an impression, the overall effect of something; the indentation or depression made by the pressure of one object on another",noun,ɛ̃pʁɛsjˈɔ̃,ayaynpraysyohn,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
677,virer,to fire/dismiss; turn; remove; transfer (informal senses vary),verb,viʁˈe,vayayray,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
678,personnel,"personal; staff, members of staff, personnel",adjective / noun,pɛʁsɔnˈɛl,payrsohnayl,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
679,censé,supposed to; meant to,adjective,sɑ̃sˈe,sansay,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
680,autour,around; nearby; around/about (autour de),adverb / prepositional-expression component,otˈuʁ,ohtohohr,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
681,règle,"rule; regulation; ruler; regulates/adjusts (form of régler, context-dependent)",noun / finite verb form,ʁˈɛɡl,raygl,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
682,témoin,witness,noun,temwˈɛ̃,taymwayayn,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
683,absolument,at all costs; absolutely; totally; completely,adverb,absolymˈɑ̃,absohlyman,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
684,journal,newspaper; journal; diary; log; news bulletin,noun,ʒuʁnˈal,zhohohrnal,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
685,prévoir,to plan; to stipulate; to forecast (weather),verb,pʁevwˈaʁ,prayvwar,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
686,tueur,killer; murderer,noun,tyˈœʁ,tyeur,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
687,hors,outside,preposition,ˈɔʁ,ohr,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
